,Predictions,Actual
0,-0.024000000208616257,-0.024
1,-0.017999999225139618,-0.018000000000000002
2,-0.026000000536441803,-0.025
3,-0.02500000037252903,-0.025
4,-0.013000000268220901,-0.012
5,-0.026000000536441803,-0.026000000000000002
6,-0.014000000432133675,-0.013999999999999999
7,-0.014999999664723873,-0.015
8,-0.014999999664723873,-0.015
9,-0.02500000037252903,-0.025
10,-0.02199999988079071,-0.022000000000000002
11,-0.023000000044703484,-0.023
12,-0.01899999938905239,-0.018000000000000002
13,-0.004999999888241291,-0.004
14,-0.013000000268220901,-0.013000000000000001
15,-0.023000000044703484,-0.023
16,-0.014999999664723873,-0.015
17,-0.00800000037997961,-0.008
18,-0.019999999552965164,-0.02
19,-0.020999999716877937,-0.021
20,-0.02199999988079071,-0.022000000000000002
21,-0.014000000432133675,-0.013000000000000001
22,-0.035999998450279236,-0.036000000000000004
23,-0.023000000044703484,-0.023
24,-0.014999999664723873,-0.015
25,-0.029999999329447746,-0.03
26,-0.006000000052154064,-0.006
27,-0.019999999552965164,-0.02
28,-0.007000000216066837,-0.006999999999999999
29,-0.010999999940395355,-0.011000000000000001
30,-0.010999999940395355,-0.011000000000000001
31,-0.02500000037252903,-0.025
32,-0.00800000037997961,-0.008
33,-0.024000000208616257,-0.024
34,-0.026000000536441803,-0.026000000000000002
35,-0.02500000037252903,-0.024
36,-0.026000000536441803,-0.026000000000000002
37,-0.01899999938905239,-0.019
38,-0.03200000151991844,-0.032
39,-0.0020000000949949026,-0.001
40,-0.006000000052154064,-0.006
41,-0.008999999612569809,-0.009000000000000001
42,-0.007000000216066837,-0.006
43,-0.04100000113248825,-0.040999999999999995
44,-0.020999999716877937,-0.02
45,-0.012000000104308128,-0.012
46,-0.01899999938905239,-0.018000000000000002
47,-0.00800000037997961,-0.008
48,-0.006000000052154064,-0.006
49,-0.019999999552965164,-0.019
50,-0.02199999988079071,-0.022000000000000002
51,-0.017999999225139618,-0.018000000000000002
52,-0.004000000189989805,-0.004
53,-0.028999999165534973,-0.028999999999999998
54,-0.003000000026077032,-0.002
55,-0.007000000216066837,-0.006999999999999999
56,-0.014999999664723873,-0.015
57,-0.023000000044703484,-0.023
58,-0.006000000052154064,-0.006
59,-0.014000000432133675,-0.013000000000000001
60,-0.019999999552965164,-0.02
61,-0.008999999612569809,-0.008
62,-0.024000000208616257,-0.024
63,-0.006000000052154064,-0.006
64,-0.010999999940395355,-0.01
65,-0.024000000208616257,-0.024
66,-0.023000000044703484,-0.023
67,-0.006000000052154064,-0.006
68,-0.024000000208616257,-0.024
69,-0.004999999888241291,-0.005
70,-0.027000000700354576,-0.027000000000000003
71,-0.013000000268220901,-0.012
72,-0.029999999329447746,-0.03
73,-0.01899999938905239,-0.018000000000000002
74,-0.010999999940395355,-0.01
75,-0.023000000044703484,-0.022000000000000002
76,0.003000000026077032,0.003
77,-0.03400000184774399,-0.034
78,-0.00800000037997961,-0.006999999999999999
79,-0.014999999664723873,-0.015
80,-0.023000000044703484,-0.022000000000000002
81,-0.023000000044703484,-0.023
82,-0.008999999612569809,-0.009000000000000001
83,-0.02199999988079071,-0.022000000000000002
84,-0.013000000268220901,-0.012
85,-0.004999999888241291,-0.004
86,-0.02199999988079071,-0.022000000000000002
87,-0.027000000700354576,-0.027000000000000003
88,-0.019999999552965164,-0.02
89,-0.00800000037997961,-0.006999999999999999
90,-0.006000000052154064,-0.006
91,-0.00800000037997961,-0.008
92,-0.01899999938905239,-0.019
93,-0.02800000086426735,-0.027999999999999997
94,-0.027000000700354576,-0.026000000000000002
95,-0.010999999940395355,-0.01
96,-0.024000000208616257,-0.024
97,-0.007000000216066837,-0.006999999999999999
98,-0.014000000432133675,-0.013999999999999999
99,-0.004000000189989805,-0.004
100,-0.014000000432133675,-0.013000000000000001
101,-0.017999999225139618,-0.018000000000000002
102,-0.00800000037997961,-0.008
103,-0.019999999552965164,-0.019
104,-0.020999999716877937,-0.021
105,-0.02199999988079071,-0.022000000000000002
106,-0.006000000052154064,-0.006
107,-0.035999998450279236,-0.036000000000000004
108,-0.014999999664723873,-0.015
109,-0.03099999949336052,-0.031
110,-0.02199999988079071,-0.022000000000000002
111,-0.01600000075995922,-0.016
112,-0.02500000037252903,-0.025
113,-0.017999999225139618,-0.017
114,-0.007000000216066837,-0.006999999999999999
115,-0.017000000923871994,-0.016
116,-0.014000000432133675,-0.013999999999999999
117,-0.01600000075995922,-0.015
118,-0.03400000184774399,-0.035
119,-0.020999999716877937,-0.021
120,-0.01899999938905239,-0.019
121,-0.01899999938905239,-0.019
122,-0.027000000700354576,-0.027000000000000003
123,-0.017000000923871994,-0.017
124,-0.014999999664723873,-0.013999999999999999
125,-0.024000000208616257,-0.024
126,0.0010000000474974513,0.001
127,-0.012000000104308128,-0.012
128,-0.009999999776482582,-0.01
129,-0.023000000044703484,-0.022000000000000002
130,-0.006000000052154064,-0.006
131,-0.017999999225139618,-0.017
132,-0.0,0.0
133,-0.027000000700354576,-0.027000000000000003
134,-0.01600000075995922,-0.016
135,-0.03099999949336052,-0.031
136,-0.023000000044703484,-0.023
137,-0.0020000000949949026,-0.002
138,-0.026000000536441803,-0.026000000000000002
139,-0.026000000536441803,-0.025
140,-0.02199999988079071,-0.022000000000000002
141,-0.007000000216066837,-0.006999999999999999
142,-0.02500000037252903,-0.024
143,-0.012000000104308128,-0.011000000000000001
144,-0.014999999664723873,-0.013999999999999999
145,-0.02500000037252903,-0.025
146,-0.023000000044703484,-0.022000000000000002
147,-0.013000000268220901,-0.013000000000000001
148,-0.004999999888241291,-0.004
149,-0.027000000700354576,-0.027000000000000003
150,-0.026000000536441803,-0.026000000000000002
151,-0.02500000037252903,-0.025
152,-0.007000000216066837,-0.006999999999999999
153,-0.027000000700354576,-0.027000000000000003
154,-0.024000000208616257,-0.024
155,-0.00800000037997961,-0.008
