,Predictions,Actual
0,-0.02199999988079071,-0.022000000000000002
1,-0.026000000536441803,-0.025
2,-0.03500000014901161,-0.035
3,-0.007000000216066837,-0.006
4,-0.013000000268220901,-0.013000000000000001
5,-0.020999999716877937,-0.02
6,-0.029999999329447746,-0.03
7,0.0010000000474974513,0.001
8,-0.008999999612569809,-0.008
9,-0.023000000044703484,-0.023
10,-0.0010000000474974513,0.0
11,-0.024000000208616257,-0.024
12,-0.023000000044703484,-0.023
13,-0.019999999552965164,-0.02
14,-0.008999999612569809,-0.009000000000000001
15,-0.02500000037252903,-0.025
16,-0.028999999165534973,-0.028999999999999998
17,-0.02500000037252903,-0.025
18,-0.010999999940395355,-0.011000000000000001
19,-0.014999999664723873,-0.013999999999999999
20,-0.035999998450279236,-0.037000000000000005
21,-0.02800000086426735,-0.027000000000000003
22,-0.014000000432133675,-0.013999999999999999
23,-0.014000000432133675,-0.013999999999999999
24,-0.00800000037997961,-0.006999999999999999
25,-0.027000000700354576,-0.027000000000000003
26,-0.024000000208616257,-0.023
27,-0.010999999940395355,-0.011000000000000001
28,-0.02199999988079071,-0.022000000000000002
29,-0.006000000052154064,-0.006
30,-0.019999999552965164,-0.02
31,-0.007000000216066837,-0.006999999999999999
32,-0.020999999716877937,-0.021
33,-0.006000000052154064,-0.006
34,-0.02199999988079071,-0.022000000000000002
35,-0.017000000923871994,-0.017
36,-0.02800000086426735,-0.027999999999999997
37,-0.027000000700354576,-0.027000000000000003
38,-0.019999999552965164,-0.019
39,-0.010999999940395355,-0.01
40,-0.017999999225139618,-0.018000000000000002
41,-0.02500000037252903,-0.025
42,-0.026000000536441803,-0.026000000000000002
43,-0.024000000208616257,-0.024
44,-0.020999999716877937,-0.021
45,-0.008999999612569809,-0.009000000000000001
46,-0.013000000268220901,-0.013000000000000001
47,-0.01600000075995922,-0.016
48,-0.023000000044703484,-0.023
49,-0.009999999776482582,-0.009000000000000001
50,-0.024000000208616257,-0.024
51,-0.008999999612569809,-0.008
52,-0.020999999716877937,-0.021
53,-0.02199999988079071,-0.022000000000000002
54,-0.007000000216066837,-0.006999999999999999
55,-0.023000000044703484,-0.023
56,-0.028999999165534973,-0.028999999999999998
57,-0.007000000216066837,-0.006999999999999999
58,-0.014999999664723873,-0.013999999999999999
59,-0.027000000700354576,-0.027000000000000003
60,-0.0010000000474974513,-0.001
61,-0.01899999938905239,-0.019
62,-0.020999999716877937,-0.021
63,-0.00800000037997961,-0.006999999999999999
64,-0.035999998450279236,-0.036000000000000004
65,-0.012000000104308128,-0.012
66,-0.027000000700354576,-0.027000000000000003
