,Predictions,Actual
0,-0.004999999888241291,-0.004
1,-0.027000000700354576,-0.027000000000000003
2,-0.006000000052154064,-0.005
3,-0.032999999821186066,-0.032
4,-0.017999999225139618,-0.018000000000000002
5,-0.019999999552965164,-0.02
6,-0.02500000037252903,-0.025
7,-0.013000000268220901,-0.013000000000000001
8,-0.0010000000474974513,-0.001
9,-0.006000000052154064,-0.005
10,-0.020999999716877937,-0.021
11,-0.017999999225139618,-0.018000000000000002
12,-0.02199999988079071,-0.022000000000000002
13,-0.004999999888241291,-0.005
14,-0.026000000536441803,-0.026000000000000002
15,-0.027000000700354576,-0.027000000000000003
16,-0.010999999940395355,-0.011000000000000001
17,-0.03200000151991844,-0.032
18,-0.028999999165534973,-0.028999999999999998
19,-0.003000000026077032,-0.003
20,-0.02800000086426735,-0.027999999999999997
21,-0.007000000216066837,-0.006999999999999999
22,-0.007000000216066837,-0.006999999999999999
23,-0.024000000208616257,-0.024
24,-0.032999999821186066,-0.033
25,-0.029999999329447746,-0.03
26,-0.017999999225139618,-0.018000000000000002
27,-0.028999999165534973,-0.028999999999999998
28,-0.017999999225139618,-0.018000000000000002
29,-0.023000000044703484,-0.023
30,-0.007000000216066837,-0.006999999999999999
31,-0.02500000037252903,-0.024
32,-0.008999999612569809,-0.009000000000000001
33,-0.012000000104308128,-0.012
34,-0.012000000104308128,-0.012
35,-0.017000000923871994,-0.016
36,-0.026000000536441803,-0.026000000000000002
37,-0.02500000037252903,-0.025
38,-0.012000000104308128,-0.012
39,-0.03200000151991844,-0.032
40,-0.008999999612569809,-0.009000000000000001
41,-0.02500000037252903,-0.025
42,-0.01899999938905239,-0.019
43,-0.023000000044703484,-0.023
44,-0.02199999988079071,-0.022000000000000002
45,-0.004000000189989805,-0.004
46,-0.00800000037997961,-0.008
47,-0.02800000086426735,-0.027000000000000003
48,-0.01600000075995922,-0.016
49,-0.0010000000474974513,-0.001
50,0.0010000000474974513,0.001
51,-0.013000000268220901,-0.013000000000000001
52,-0.00800000037997961,-0.008
53,-0.01899999938905239,-0.019
54,-0.00800000037997961,-0.008
55,-0.020999999716877937,-0.021
56,-0.0010000000474974513,-0.001
57,-0.020999999716877937,-0.021
58,-0.006000000052154064,-0.006
59,-0.024000000208616257,-0.024
60,-0.027000000700354576,-0.026000000000000002
61,-0.006000000052154064,-0.006
62,-0.0020000000949949026,-0.002
63,-0.023000000044703484,-0.023
64,-0.017999999225139618,-0.017
65,-0.02500000037252903,-0.024
66,-0.02199999988079071,-0.022000000000000002
67,-0.01600000075995922,-0.016
68,-0.013000000268220901,-0.013000000000000001
69,-0.009999999776482582,-0.009000000000000001
70,-0.009999999776482582,-0.01
71,-0.024000000208616257,-0.024
72,-0.02500000037252903,-0.025
73,-0.024000000208616257,-0.023
74,-0.017999999225139618,-0.018000000000000002
75,-0.008999999612569809,-0.008
76,-0.026000000536441803,-0.026000000000000002
77,-0.019999999552965164,-0.02
78,-0.026000000536441803,-0.026000000000000002
79,-0.020999999716877937,-0.02
80,-0.020999999716877937,-0.021
81,-0.013000000268220901,-0.013000000000000001
82,-0.006000000052154064,-0.006
83,-0.007000000216066837,-0.006999999999999999
84,-0.01899999938905239,-0.019
85,-0.029999999329447746,-0.03
86,-0.023000000044703484,-0.023
87,-0.02500000037252903,-0.025
88,-0.0020000000949949026,-0.002
89,-0.039000000804662704,-0.039
90,-0.019999999552965164,-0.02
91,-0.010999999940395355,-0.011000000000000001
92,-0.019999999552965164,-0.019
93,-0.024000000208616257,-0.024
94,-0.006000000052154064,-0.006
95,-0.02199999988079071,-0.021
96,0.0020000000949949026,0.002
97,0.003000000026077032,0.003
