ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
0.43,40.33,409.66,-0.063,-0.039,25.682,26.121,83.18,-46.63,57.9,-1001.72,-66.0,-8.72,0.05,-0.06,34.04,28.64,29.02,27.01,30.57,-0.017
0.44,40.34,409.86,-0.061,-0.036000000000000004,25.685,26.111,83.28,-40.37,58.28,-1011.28,-51.65,-20.0,0.04,-0.06,34.05,28.69,29.04,27.01,30.56,-0.016
0.45,40.34,409.66,-0.057,-0.031,25.676,26.124000000000002,83.64,-30.36,64.24,-1027.85,-32.52,-27.2,0.03,-0.06,34.08,28.67,29.04,27.07,30.57,-0.017
0.46,40.33,409.66,-0.06,-0.036000000000000004,25.680999999999997,26.118000000000002,83.79,-7.53,75.08,-1054.39,-12.59,-26.92,0.01,-0.07,34.02,28.69,29.05,27.09,30.58,-0.017
0.47,40.31,409.66,-0.067,-0.034,25.680999999999997,26.109,83.64,30.03,82.91,-1079.96,2.35,-19.67,-0.03,-0.08,34.03,28.78,29.02,27.27,30.56,-0.016
0.48,40.32,409.59,-0.06,-0.04,25.683000000000003,26.12,83.44,77.44,93.43,-1104.63,12.19,-7.01,-0.07,-0.08,34.06,28.62,29.05,27.28,30.56,-0.017
0.49,40.31,409.45,-0.057999999999999996,-0.033,25.678,26.122,83.28,120.89,98.06,-1122.94,13.75,6.82,-0.11,-0.09,34.05,28.78,29.25,27.16,30.58,-0.017
0.5,40.31,409.38,-0.066,-0.033,25.68,26.127,83.08,141.99,98.47,-1126.59,6.35,17.73,-0.13,-0.09,34.06,28.8,29.14,27.18,30.57,-0.017
0.51,40.3,409.11,-0.066,-0.03,25.680999999999997,26.138,83.08,135.6,93.18,-1116.07,-8.68,24.91,-0.12,-0.08,34.0,28.89,29.21,27.01,30.55,-0.018000000000000002
0.52,40.3,408.91,-0.055999999999999994,-0.027000000000000003,25.684,26.151,82.93,107.17,83.01,-1094.19,-28.22,27.78,-0.1,-0.08,34.06,28.81,29.05,27.31,30.57,-0.018000000000000002
0.53,40.3,409.11,-0.063,-0.031,25.684,26.131999999999998,82.83,65.78,72.96,-1068.22,-47.66,27.11,-0.06,-0.07,34.02,28.61,29.31,27.06,30.58,-0.017
0.54,40.3,408.91,-0.063,-0.034,25.689,26.148000000000003,82.78,20.66,65.09,-1039.05,-64.57,22.4,-0.02,-0.06,34.03,28.77,29.08,27.19,30.56,-0.018000000000000002
0.55,40.3,408.97,-0.047,-0.037000000000000005,25.686,26.141,82.88,-19.51,61.55,-1015.83,-75.19,14.4,0.02,-0.06,34.03,28.54,28.99,27.25,30.55,-0.017
0.56,40.29,408.84,-0.07,-0.031,25.685,26.144000000000002,82.98,-52.09,65.04,-1002.29,-76.33,3.89,0.05,-0.06,34.03,28.69,29.21,27.03,30.57,-0.018000000000000002
0.57,40.29,408.91,-0.075,-0.025,25.680999999999997,26.139,83.13,-68.04,68.0,-994.74,-71.01,-7.07,0.07,-0.07,34.03,28.51,29.16,27.3,30.57,-0.018000000000000002
0.58,40.28,408.97,-0.06,-0.03,25.679000000000002,26.131999999999998,82.68,-66.41,74.69,-997.2,-58.33,-16.64,0.07,-0.07,34.03,28.42,29.31,27.22,30.55,-0.017
0.59,40.26,409.11,-0.061,-0.024,25.683000000000003,26.111,82.93,-48.49,79.23,-1007.14,-41.69,-22.84,0.05,-0.08,34.03,28.59,29.08,27.18,30.57,-0.016
0.6,40.27,409.11,-0.079,-0.027999999999999997,25.678,26.116999999999997,82.52,-22.24,83.85,-1026.81,-23.56,-25.6,0.02,-0.08,34.03,28.61,29.16,26.98,30.58,-0.017
0.61,40.27,409.04,-0.066,-0.037000000000000005,25.684,26.121,82.68,10.72,89.82,-1053.59,-5.9,-23.11,-0.01,-0.09,34.03,28.61,29.11,27.03,30.56,-0.017
0.62,40.29,409.04,-0.054000000000000006,-0.04,25.689,26.131,82.58,43.53,92.75,-1081.48,6.28,-16.25,-0.04,-0.09,34.05,28.62,29.11,27.15,30.56,-0.017
0.63,40.28,408.97,-0.06,-0.04,25.686999999999998,26.131999999999998,82.42,70.29,98.95,-1103.71,11.91,-6.02,-0.06,-0.09,34.05,28.81,29.1,27.18,30.58,-0.017
0.64,40.29,408.84,-0.07,-0.031,25.684,26.144000000000002,83.13,88.1,101.41,-1118.77,9.69,5.54,-0.08,-0.09,34.03,28.66,29.11,27.22,30.57,-0.018000000000000002
0.65,40.29,408.56,-0.063,-0.034,25.686999999999998,26.164,83.54,91.02,99.68,-1122.49,-0.35,16.05,-0.08,-0.09,34.03,28.7,29.14,27.28,30.56,-0.018000000000000002
0.66,40.3,408.63,-0.064,-0.036000000000000004,25.677,26.169,83.64,80.57,95.1,-1113.45,-16.06,24.13,-0.07,-0.09,34.04,28.7,29.1,27.45,30.56,-0.019
0.67,40.31,408.63,-0.067,-0.03,25.683000000000003,26.171999999999997,83.49,64.59,85.59,-1095.89,-34.53,29.38,-0.06,-0.08,34.03,28.72,29.07,27.27,30.58,-0.019
0.68,40.31,408.7,-0.063,-0.031,25.685,26.171,83.49,41.76,73.48,-1068.12,-52.99,29.54,-0.04,-0.07,34.03,28.59,29.08,27.22,30.56,-0.019
0.69,40.31,408.7,-0.064,-0.033,25.69,26.168000000000003,83.44,0.47,61.51,-1036.65,-68.6,22.24,0.0,-0.06,34.03,28.75,29.07,27.24,30.56,-0.018000000000000002
0.7,40.33,408.63,-0.063,-0.037000000000000005,25.684,26.184,83.84,-59.57,56.72,-1010.85,-75.96,8.9,0.06,-0.06,34.03,28.78,29.1,27.21,30.57,-0.019
0.71,40.31,408.36,-0.067,-0.036000000000000004,25.691,26.191999999999997,84.3,-120.6,58.26,-994.88,-75.26,-5.86,0.12,-0.06,34.02,28.78,29.11,27.36,30.58,-0.019
0.72,40.32,408.56,-0.07,-0.025,25.686999999999998,26.185,84.6,-160.22,59.83,-985.12,-68.39,-18.01,0.16,-0.06,34.03,28.77,29.14,27.27,30.56,-0.019
0.73,40.33,408.7,-0.061,-0.036000000000000004,25.693,26.18,84.65,-165.66,65.22,-987.42,-54.59,-25.45,0.17,-0.07,34.02,28.88,29.08,27.19,30.56,-0.019
0.74,40.32,408.84,-0.064,-0.031,25.693,26.168000000000003,84.4,-140.0,68.37,-998.75,-37.85,-28.08,0.14,-0.07,34.06,28.77,29.05,27.16,30.58,-0.018000000000000002
0.75,40.33,408.97,-0.061,-0.027999999999999997,25.69,26.162,84.09,-91.4,72.87,-1022.47,-19.64,-25.69,0.09,-0.07,34.03,28.97,29.05,27.09,30.57,-0.018000000000000002
0.76,40.31,409.04,-0.066,-0.039,25.686,26.149,83.84,-33.74,79.49,-1052.47,-2.87,-19.01,0.03,-0.08,34.03,28.56,29.1,26.93,30.55,-0.018000000000000002
0.77,40.31,409.11,-0.057999999999999996,-0.033,25.695999999999998,26.144000000000002,83.99,24.07,90.63,-1080.6,9.15,-9.11,-0.02,-0.08,34.0,28.77,29.1,27.18,30.57,-0.017
0.78,40.32,408.84,-0.064,-0.033,25.691999999999997,26.168000000000003,84.09,72.92,101.66,-1098.88,12.96,2.56,-0.07,-0.09,34.01,28.89,29.27,27.12,30.58,-0.018000000000000002
0.79,40.31,408.84,-0.066,-0.04,25.697,26.162,84.04,103.92,111.91,-1107.07,9.03,13.81,-0.09,-0.1,34.02,28.69,29.19,27.12,30.56,-0.018000000000000002
0.8,40.31,408.63,-0.063,-0.033,25.688000000000002,26.175,83.84,109.78,114.95,-1101.59,-2.56,22.38,-0.1,-0.1,34.06,28.88,29.17,27.34,30.56,-0.019
0.81,40.31,408.63,-0.064,-0.06,25.705,26.171999999999997,83.64,92.4,113.48,-1083.53,-18.85,27.34,-0.09,-0.1,34.02,28.77,29.13,27.12,30.58,-0.018000000000000002
0.82,40.31,408.63,-0.066,-0.024,25.689,26.171999999999997,83.44,59.47,102.27,-1056.13,-39.24,28.4,-0.06,-0.1,34.03,28.74,29.27,27.06,30.57,-0.018000000000000002
0.83,40.3,408.63,-0.07200000000000001,-0.04,25.697,26.163,83.38,15.86,88.98,-1029.13,-56.49,24.73,-0.02,-0.09,34.03,28.8,29.07,27.33,30.55,-0.018000000000000002
0.84,40.3,408.56,-0.063,-0.034,25.691,26.17,83.23,-31.84,76.23,-1002.56,-70.98,16.58,0.03,-0.08,34.03,28.72,29.21,27.18,30.58,-0.018000000000000002
0.85,40.29,408.56,-0.057999999999999996,-0.031,25.686999999999998,26.164,83.08,-69.36,67.16,-987.94,-77.12,6.67,0.07,-0.07,34.03,28.72,29.0,27.18,30.58,-0.018000000000000002
0.86,40.29,408.63,-0.066,-0.033,25.688000000000002,26.16,83.44,-98.07,68.03,-975.9,-76.2,-5.28,0.1,-0.07,34.04,28.67,29.3,27.24,30.57,-0.018000000000000002
0.87,40.29,408.84,-0.077,-0.036000000000000004,25.689,26.147,82.73,-111.11,69.79,-978.08,-66.14,-16.44,0.11,-0.07,34.03,28.74,29.14,27.04,30.56,-0.018000000000000002
0.88,40.3,408.91,-0.064,-0.03,25.683000000000003,26.145,82.78,-114.25,78.45,-991.33,-49.8,-25.95,0.12,-0.08,34.03,28.54,29.21,27.04,30.58,-0.018000000000000002
0.89,40.28,408.77,-0.055999999999999994,-0.047,25.694000000000003,26.145,82.88,-108.78,86.7,-1022.32,-29.2,-31.86,0.11,-0.08,34.03,28.64,29.16,27.28,30.57,-0.017
0.9,40.29,408.77,-0.073,-0.036000000000000004,25.691,26.151,82.78,-87.53,89.64,-1059.9,-9.71,-30.89,0.08,-0.08,34.04,28.69,29.25,27.21,30.56,-0.018000000000000002
0.91,40.29,408.84,-0.064,-0.031,25.685,26.144000000000002,82.68,-50.9,86.99,-1092.92,4.78,-23.5,0.05,-0.08,34.03,28.66,29.16,27.25,30.57,-0.018000000000000002
0.92,40.3,408.91,-0.061,-0.031,25.686999999999998,26.145,83.13,-5.85,82.84,-1116.75,12.15,-11.28,0.01,-0.07,34.04,28.85,29.21,27.19,30.58,-0.018000000000000002
0.93,40.31,408.84,-0.057999999999999996,-0.036000000000000004,25.686999999999998,26.162,82.68,32.67,77.89,-1125.16,10.92,2.03,-0.03,-0.07,34.01,28.74,29.22,27.21,30.56,-0.018000000000000002
0.94,40.31,408.91,-0.061,-0.036000000000000004,25.689,26.156999999999996,82.68,52.74,75.53,-1117.41,1.44,13.93,-0.05,-0.07,34.04,28.69,29.24,27.22,30.56,-0.018000000000000002
0.95,40.32,408.91,-0.057999999999999996,-0.031,25.689,26.16,82.58,51.3,73.76,-1102.17,-12.34,22.49,-0.05,-0.07,34.03,28.7,29.22,27.21,30.57,-0.018000000000000002
0.96,40.33,409.04,-0.063,-0.03,25.689,26.158,82.68,40.54,72.69,-1076.88,-29.22,28.85,-0.04,-0.07,34.03,28.8,29.19,27.19,30.57,-0.018000000000000002
0.97,40.33,409.11,-0.06,-0.027999999999999997,25.678,26.156,82.63,26.61,71.66,-1048.68,-46.56,31.02,-0.03,-0.07,34.03,28.72,29.17,27.3,30.55,-0.018000000000000002
0.98,40.35,409.38,-0.061,-0.039,25.688000000000002,26.148000000000003,82.83,16.72,68.06,-1024.53,-61.57,29.16,-0.02,-0.07,34.05,28.64,29.17,27.21,30.57,-0.018000000000000002
0.99,40.35,409.45,-0.069,-0.04,25.691,26.144000000000002,83.23,4.08,65.89,-1005.87,-71.31,22.01,0.0,-0.07,34.03,28.61,29.13,27.21,30.58,-0.017
1.0,40.35,409.52,-0.073,-0.033,25.69,26.142,83.54,-19.63,60.97,-993.84,-75.81,9.0,0.02,-0.06,34.04,28.66,29.14,27.1,30.56,-0.017
1.01,40.34,409.52,-0.061,-0.031,25.682,26.136,83.79,-47.47,62.57,-990.65,-70.87,-6.05,0.05,-0.06,34.03,28.78,29.11,27.19,30.55,-0.017
1.02,40.35,409.52,-0.064,-0.031,25.689,26.142,83.69,-79.54,62.21,-992.81,-61.19,-21.42,0.08,-0.06,34.09,28.66,29.17,26.98,30.57,-0.017
1.03,40.35,409.59,-0.07,-0.03,25.686999999999998,26.138,83.64,-102.82,68.88,-1003.62,-44.17,-32.18,0.1,-0.07,34.05,28.67,29.11,27.13,30.58,-0.017
1.04,40.35,409.52,-0.057999999999999996,-0.04,25.686999999999998,26.139,83.23,-104.97,73.57,-1020.06,-26.16,-35.82,0.1,-0.07,34.0,28.67,29.16,27.16,30.56,-0.017
1.05,40.36,409.79,-0.06,-0.036000000000000004,25.691,26.128,83.08,-72.67,82.83,-1044.91,-8.84,-29.67,0.07,-0.08,34.06,28.89,29.21,27.19,30.57,-0.017
1.06,40.36,409.66,-0.07,-0.03,25.680999999999997,26.14,82.93,-16.86,90.57,-1075.48,6.03,-17.08,0.02,-0.08,34.0,28.99,29.07,27.22,30.58,-0.018000000000000002
1.07,40.36,409.66,-0.066,-0.033,25.684,26.136999999999997,82.78,43.61,96.82,-1097.9,12.51,-2.16,-0.04,-0.09,34.01,28.75,29.13,27.13,30.57,-0.017
1.08,40.35,409.59,-0.06,-0.039,25.686,26.138,82.78,78.35,102.23,-1111.14,11.02,9.34,-0.07,-0.09,34.04,28.81,29.27,27.3,30.56,-0.017
1.09,40.36,409.38,-0.069,-0.033,25.686,26.154,83.08,78.71,101.14,-1111.63,0.89,17.1,-0.07,-0.09,34.0,28.78,29.39,27.28,30.57,-0.018000000000000002
1.1,40.37,409.25,-0.067,-0.034,25.685,26.169,83.44,53.97,99.38,-1096.84,-14.49,22.47,-0.05,-0.09,34.03,28.74,29.04,27.54,30.58,-0.019
1.11,40.37,409.25,-0.063,-0.036000000000000004,25.683000000000003,26.169,83.69,15.15,93.45,-1071.01,-33.64,24.55,-0.01,-0.09,34.03,28.56,29.24,27.36,30.56,-0.019
1.12,40.36,409.32,-0.07,-0.033,25.684,26.160999999999998,83.74,-12.49,86.14,-1044.19,-51.5,25.86,0.01,-0.08,34.03,28.77,29.36,27.13,30.56,-0.018000000000000002
1.13,40.36,409.32,-0.07200000000000001,-0.034,25.686999999999998,26.160999999999998,83.59,-30.9,79.0,-1019.05,-65.84,23.56,0.03,-0.08,34.03,28.59,29.05,27.16,30.58,-0.018000000000000002
1.14,40.37,409.32,-0.066,-0.027999999999999997,25.68,26.164,83.49,-42.82,73.99,-1001.22,-74.94,16.58,0.04,-0.07,34.03,28.74,29.25,27.31,30.57,-0.019
1.15,40.36,409.38,-0.063,-0.031,25.682,26.154,83.23,-48.97,70.66,-993.33,-75.68,6.07,0.05,-0.07,34.04,28.62,29.08,27.18,30.56,-0.018000000000000002
1.16,40.35,409.45,-0.051,-0.036000000000000004,25.686999999999998,26.147,83.54,-52.16,70.28,-990.68,-69.55,-6.6,0.05,-0.07,34.05,28.69,29.08,27.19,30.57,-0.018000000000000002
1.17,40.35,409.59,-0.08,-0.04,25.685,26.135,84.09,-43.94,74.21,-997.08,-55.86,-17.02,0.04,-0.07,34.04,28.64,29.3,27.09,30.58,-0.017
1.18,40.34,409.59,-0.06,-0.037000000000000005,25.69,26.131999999999998,84.19,-21.79,79.48,-1012.02,-37.96,-23.13,0.02,-0.08,34.05,28.72,29.17,27.21,30.56,-0.017
1.19,40.34,409.52,-0.063,-0.03,25.679000000000002,26.136,84.14,8.72,86.73,-1035.93,-18.51,-24.65,-0.01,-0.08,34.03,28.7,29.25,27.22,30.56,-0.018000000000000002
6.3,40.32,400.36,-0.07,-0.031,26.308000000000003,26.721999999999998,83.03,-232.62,18.49,-193.29,-25.97,-45.21,1.2,-0.1,33.71,27.75,29.22,26.62,30.46,-0.016
6.31,40.32,400.36,-0.06,-0.036000000000000004,26.31,26.719,83.54,-231.78,14.55,-219.37,-14.8,-39.43,1.06,-0.07,33.77,27.97,29.41,26.49,30.45,-0.015
6.32,40.32,400.15,-0.069,-0.027000000000000003,26.305999999999997,26.736,83.64,-229.63,7.97,-231.08,-14.12,-28.7,0.99,-0.03,33.74,27.81,29.17,26.56,30.46,-0.016
6.33,40.31,399.95,-0.06,-0.031,26.308000000000003,26.743000000000002,83.54,-224.94,3.69,-238.1,-17.9,-14.55,0.94,-0.02,33.73,27.86,29.33,26.49,30.47,-0.016
6.34,40.31,400.08,-0.067,-0.034,26.311,26.734,83.49,-209.57,5.52,-235.67,-27.0,1.46,0.89,-0.02,33.73,27.81,29.22,26.68,30.45,-0.016
6.35,40.31,400.15,-0.051,-0.031,26.308000000000003,26.726999999999997,83.23,-185.82,6.43,-219.61,-42.62,16.06,0.85,-0.03,33.73,27.94,29.42,26.51,30.45,-0.016
6.36,40.31,400.49,-0.066,-0.039,26.311,26.706999999999997,83.03,-159.49,9.72,-198.05,-59.21,26.3,0.81,-0.05,33.74,27.81,29.24,26.84,30.47,-0.015
6.37,40.31,400.77,-0.066,-0.034,26.309,26.689,82.83,-150.29,12.07,-174.56,-75.47,27.8,0.86,-0.07,33.73,27.88,29.22,26.52,30.46,-0.013999999999999999
6.38,40.31,400.7,-0.07200000000000001,-0.036000000000000004,26.315,26.693,82.42,-161.34,11.9,-151.77,-89.48,21.09,1.06,-0.08,33.72,27.81,29.19,26.77,30.45,-0.013999999999999999
6.39,40.32,400.49,-0.066,-0.036000000000000004,26.311999999999998,26.713,82.88,-188.33,9.08,-138.49,-96.4,7.83,1.36,-0.07,33.73,27.85,29.21,26.56,30.46,-0.015
6.4,40.31,400.15,-0.064,-0.04,26.311,26.73,82.63,-211.89,3.75,-130.04,-97.83,-6.44,1.63,-0.03,33.72,27.8,29.25,26.72,30.47,-0.016
6.41,40.32,400.08,-0.069,-0.031,26.308000000000003,26.737,82.68,-224.34,2.37,-129.07,-91.94,-19.73,1.74,-0.02,33.73,27.83,29.11,26.59,30.45,-0.016
6.42,40.33,400.29,-0.073,-0.03,26.307,26.733,82.22,-224.24,-0.09,-136.07,-80.18,-30.16,1.65,0.0,33.73,27.86,29.34,26.72,30.45,-0.016
6.43,40.32,400.36,-0.057,-0.033,26.305999999999997,26.721999999999998,82.98,-221.03,1.1,-148.79,-64.38,-38.65,1.49,-0.01,33.72,27.88,29.28,26.65,30.47,-0.016
6.44,40.32,400.36,-0.06,-0.043,26.314,26.721999999999998,82.47,-219.38,5.24,-169.32,-46.3,-43.77,1.3,-0.03,33.73,27.89,29.33,26.65,30.47,-0.015
6.45,40.33,400.7,-0.066,-0.04,26.313000000000002,26.701999999999998,82.58,-214.69,8.2,-196.0,-30.17,-43.43,1.1,-0.04,33.72,27.94,29.28,26.56,30.45,-0.015
6.46,40.32,400.7,-0.057999999999999996,-0.037000000000000005,26.314,26.699,82.88,-205.28,13.79,-226.87,-17.07,-36.92,0.9,-0.06,33.7,27.94,29.3,26.66,30.46,-0.013999999999999999
6.47,40.31,400.56,-0.063,-0.036000000000000004,26.305999999999997,26.701999999999998,83.03,-187.83,15.75,-257.96,-10.51,-24.9,0.73,-0.06,33.73,27.96,29.21,26.69,30.47,-0.015
6.48,40.31,400.43,-0.057,-0.04,26.309,26.708000000000002,83.18,-168.41,12.81,-276.1,-13.28,-10.03,0.61,-0.05,33.72,27.92,29.33,26.68,30.46,-0.015
6.49,40.32,400.43,-0.064,-0.033,26.314,26.714000000000002,83.03,-151.93,8.79,-276.57,-23.92,5.03,0.55,-0.03,33.73,27.89,29.36,26.69,30.45,-0.015
