ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
0.62,40.32,420.05,-0.057,-0.037000000000000005,25.14,25.465999999999998,83.03,-7.31,39.84,-1072.07,13.67,85.31,0.01,-0.04,31.5,27.1,26.58,24.54,27.45,-0.013000000000000001
0.63,40.33,420.05,-0.057,-0.033,25.14,25.471999999999998,83.03,-7.58,40.06,-1056.06,-5.11,85.17,0.01,-0.04,31.46,27.07,26.61,24.34,27.43,-0.013000000000000001
0.64,40.32,420.32,-0.051,-0.036000000000000004,25.13,25.45,83.03,-17.14,41.14,-1037.51,-22.34,78.6,0.02,-0.04,31.5,27.29,26.58,24.39,27.43,-0.013000000000000001
0.65,40.33,420.19,-0.06,-0.02,25.131,25.464000000000002,83.33,-37.14,47.72,-1022.72,-33.72,65.89,0.04,-0.05,31.48,27.1,26.62,24.33,27.45,-0.013000000000000001
0.66,40.33,420.26,-0.057999999999999996,-0.039,25.129,25.463,83.28,-51.45,56.26,-1017.72,-37.39,51.63,0.05,-0.06,31.52,27.1,26.64,24.33,27.44,-0.013000000000000001
0.67,40.33,420.19,-0.06,-0.033,25.138,25.467,83.13,-54.52,63.27,-1024.15,-33.28,37.49,0.05,-0.06,31.45,27.11,26.62,24.39,27.43,-0.013000000000000001
0.68,40.33,420.19,-0.057999999999999996,-0.03,25.127,25.467,83.03,-45.45,71.18,-1037.3,-21.36,26.2,0.04,-0.07,31.53,27.15,26.62,24.36,27.44,-0.013000000000000001
0.69,40.33,420.39,-0.057,-0.033,25.131999999999998,25.454,83.54,-31.07,76.51,-1050.24,-4.11,20.05,0.03,-0.07,31.49,26.99,26.62,24.4,27.44,-0.013000000000000001
0.7,40.33,420.46,-0.057999999999999996,-0.033,25.13,25.447,83.89,-25.44,76.28,-1057.18,13.39,18.45,0.02,-0.07,31.54,27.08,26.89,24.45,27.43,-0.012
0.71,40.33,420.46,-0.054000000000000006,-0.036000000000000004,25.135,25.45,84.04,-23.77,73.97,-1069.36,32.3,24.03,0.02,-0.07,31.49,27.29,26.39,24.45,27.43,-0.012
0.72,40.34,420.39,-0.057,-0.03,25.131,25.456999999999997,84.14,-32.2,67.22,-1077.97,45.02,33.66,0.03,-0.06,31.48,27.29,26.73,24.33,27.45,-0.013000000000000001
0.73,40.34,420.39,-0.061,-0.02,25.125,25.456999999999997,83.79,-34.66,58.81,-1083.94,49.73,47.88,0.03,-0.05,31.47,27.13,26.45,24.26,27.43,-0.013000000000000001
0.74,40.33,420.26,-0.057999999999999996,-0.037000000000000005,25.134,25.463,83.49,-28.91,55.35,-1085.54,46.72,63.05,0.03,-0.05,31.55,27.35,26.64,24.7,27.43,-0.013000000000000001
0.75,40.33,420.32,-0.064,-0.03,25.131,25.456,83.18,-11.83,53.54,-1083.62,36.32,75.95,0.01,-0.05,31.48,27.1,26.69,24.29,27.44,-0.013000000000000001
0.76,40.32,420.39,-0.038,-0.024,25.129,25.449,83.03,14.25,50.24,-1074.98,19.19,84.86,-0.01,-0.05,31.48,27.19,26.64,24.75,27.44,-0.013000000000000001
0.77,40.33,420.53,-0.067,-0.03,25.136999999999997,25.443,83.13,38.65,50.52,-1055.03,-2.14,87.75,-0.04,-0.05,31.49,27.02,26.52,24.66,27.43,-0.012
0.78,40.32,420.53,-0.054000000000000006,-0.037000000000000005,25.14,25.44,83.94,50.45,54.41,-1036.91,-19.57,83.3,-0.05,-0.05,31.48,27.08,26.82,24.63,27.43,-0.012
0.79,40.32,420.67,-0.054000000000000006,-0.036000000000000004,25.135,25.429000000000002,83.74,46.35,59.07,-1021.43,-31.33,72.61,-0.05,-0.06,31.49,27.11,26.62,24.66,27.45,-0.012
0.8,40.32,420.53,-0.06,-0.013999999999999999,25.131,25.44,83.84,30.84,65.74,-1014.81,-35.69,57.9,-0.03,-0.06,31.49,27.03,26.5,24.46,27.44,-0.012
0.81,40.32,420.39,-0.054000000000000006,-0.034,25.135,25.445999999999998,84.3,14.91,71.67,-1018.67,-32.58,42.52,-0.01,-0.07,31.49,27.11,26.62,24.31,27.42,-0.012
0.82,40.32,420.53,-0.053,-0.036000000000000004,25.136999999999997,25.436999999999998,83.84,5.5,72.65,-1031.66,-22.54,30.02,-0.01,-0.07,31.49,27.07,26.47,24.37,27.43,-0.012
0.83,40.31,420.39,-0.076,-0.02,25.129,25.443,83.54,-1.18,73.54,-1043.45,-7.9,21.47,0.0,-0.07,31.49,27.08,26.47,24.45,27.45,-0.012
0.84,40.31,420.46,-0.057,-0.031,25.136,25.436,84.19,-2.51,70.67,-1051.61,9.89,19.17,0.0,-0.07,31.49,26.99,26.56,24.33,27.43,-0.012
0.85,40.31,420.67,-0.061,-0.033,25.14,25.423000000000002,84.45,0.2,66.26,-1059.65,27.35,22.64,0.0,-0.06,31.48,27.08,26.59,24.4,27.43,-0.011000000000000001
0.86,40.3,420.6,-0.057999999999999996,-0.037000000000000005,25.138,25.424,84.55,10.39,59.68,-1067.3,41.48,32.21,-0.01,-0.06,31.5,27.05,26.64,24.36,27.44,-0.011000000000000001
0.87,40.3,420.32,-0.067,-0.034,25.139,25.438000000000002,84.4,21.02,54.93,-1074.74,50.42,45.58,-0.02,-0.05,31.49,27.05,26.59,24.42,27.44,-0.012
0.88,40.29,420.39,-0.048,-0.031,25.142,25.428,83.74,25.44,49.23,-1076.87,49.56,60.47,-0.02,-0.05,31.5,27.0,26.86,24.42,27.43,-0.011000000000000001
0.89,40.29,420.05,-0.06,-0.027999999999999997,25.133000000000003,25.445999999999998,83.64,23.17,48.89,-1075.95,41.36,74.15,-0.02,-0.05,31.48,26.89,26.69,24.42,27.43,-0.012
0.9,40.28,419.91,-0.061,-0.036000000000000004,25.136999999999997,25.451,83.79,16.92,46.45,-1069.3,26.22,83.88,-0.02,-0.04,31.48,27.0,26.69,24.46,27.45,-0.012
0.91,40.28,420.05,-0.063,-0.034,25.136999999999997,25.443,84.24,3.33,45.96,-1054.42,6.82,86.47,0.0,-0.04,31.49,27.0,26.62,24.49,27.43,-0.012
0.92,40.28,419.85,-0.067,-0.022000000000000002,25.125999999999998,25.451999999999998,84.65,-16.63,44.71,-1036.32,-12.7,82.67,0.02,-0.04,31.49,27.11,26.61,24.51,27.43,-0.013000000000000001
0.93,40.28,419.91,-0.057999999999999996,-0.03,25.139,25.448,84.7,-42.43,47.3,-1017.29,-27.85,73.25,0.04,-0.05,31.51,27.16,26.65,24.51,27.44,-0.012
0.94,40.27,419.71,-0.063,-0.027000000000000003,25.136,25.458000000000002,84.5,-69.02,51.3,-1006.33,-36.78,59.15,0.07,-0.05,31.53,27.11,26.69,24.51,27.44,-0.013000000000000001
0.95,40.28,419.85,-0.06,-0.031,25.14,25.451999999999998,84.19,-76.75,56.96,-1007.73,-37.23,44.47,0.08,-0.06,31.44,27.08,26.64,24.49,27.43,-0.012
0.96,40.28,419.85,-0.06,-0.027999999999999997,25.135,25.451999999999998,84.04,-67.12,59.23,-1021.36,-28.99,31.47,0.07,-0.06,31.49,27.13,26.72,24.51,27.43,-0.012
0.97,40.28,419.98,-0.057,-0.033,25.14,25.444000000000003,84.35,-46.65,61.74,-1034.69,-14.77,22.85,0.05,-0.06,31.47,26.99,26.7,24.55,27.45,-0.012
0.98,40.28,420.12,-0.066,-0.037000000000000005,25.138,25.436,84.7,-33.44,62.97,-1046.71,4.13,18.27,0.03,-0.06,31.46,27.11,26.75,24.45,27.43,-0.012
0.99,40.28,420.19,-0.051,-0.036000000000000004,25.141,25.434,84.8,-25.53,61.34,-1056.53,22.99,20.14,0.02,-0.06,31.51,27.29,27.01,24.6,27.43,-0.012
1.0,40.28,420.12,-0.05,-0.034,25.133000000000003,25.439,84.65,-18.14,56.83,-1066.2,39.22,27.96,0.02,-0.05,31.48,27.19,26.89,24.57,27.44,-0.012
1.01,40.28,420.12,-0.053,-0.03,25.136999999999997,25.439,84.14,-8.77,45.83,-1075.34,48.31,40.18,0.01,-0.04,31.51,27.35,26.65,24.46,27.44,-0.012
1.02,40.29,420.12,-0.054000000000000006,-0.031,25.138,25.441999999999997,83.94,2.48,36.76,-1083.39,50.18,55.22,0.0,-0.03,31.44,27.19,26.84,24.69,27.43,-0.012
1.03,40.3,420.12,-0.063,-0.046,25.143,25.447,84.04,11.64,28.33,-1085.31,43.74,70.02,-0.01,-0.03,31.5,27.07,26.61,24.73,27.43,-0.012
1.04,40.3,420.05,-0.047,-0.033,25.138,25.455,84.3,16.01,26.39,-1076.3,29.39,81.09,-0.01,-0.02,31.48,27.38,26.72,24.43,27.45,-0.012
1.05,40.3,420.12,-0.054000000000000006,-0.03,25.136999999999997,25.453000000000003,84.5,14.85,25.17,-1063.69,10.18,86.48,-0.01,-0.02,31.53,27.32,26.65,24.45,27.44,-0.012
1.06,40.33,420.19,-0.055999999999999994,-0.036000000000000004,25.143,25.464000000000002,84.5,3.86,25.5,-1046.65,-9.33,84.71,0.0,-0.02,31.53,27.3,26.76,24.66,27.42,-0.013000000000000001
1.07,40.34,420.26,-0.053,-0.033,25.136,25.469,84.45,-25.94,29.32,-1027.6,-25.51,75.77,0.03,-0.03,31.55,27.35,26.5,24.58,27.44,-0.013000000000000001
1.08,40.35,420.32,-0.061,-0.033,25.136,25.47,83.59,-65.32,34.03,-1014.85,-35.3,62.7,0.06,-0.03,31.53,27.24,26.52,24.43,27.45,-0.013000000000000001
1.09,40.37,420.32,-0.06,-0.025,25.135,25.482,84.04,-99.81,41.6,-1009.28,-37.47,47.63,0.1,-0.04,31.55,27.21,26.65,24.66,27.43,-0.013999999999999999
1.1,40.37,420.46,-0.07,-0.04,25.139,25.474,83.33,-113.43,49.58,-1020.15,-31.14,33.29,0.11,-0.05,31.55,27.18,26.52,24.58,27.43,-0.013000000000000001
1.11,40.38,420.53,-0.067,-0.024,25.136999999999997,25.475,83.13,-104.87,53.87,-1036.51,-18.57,23.28,0.1,-0.05,31.56,27.24,26.64,24.66,27.44,-0.013000000000000001
1.12,40.39,420.67,-0.066,-0.036000000000000004,25.136999999999997,25.473000000000003,82.98,-92.0,50.94,-1053.91,-1.78,17.39,0.09,-0.05,31.56,27.38,26.45,24.54,27.44,-0.013000000000000001
1.13,40.39,420.74,-0.057999999999999996,-0.033,25.138,25.469,82.88,-79.8,43.73,-1066.19,16.35,17.36,0.07,-0.04,31.57,27.26,26.64,24.6,27.42,-0.013000000000000001
1.14,40.39,420.8,-0.057999999999999996,-0.034,25.139,25.468000000000004,82.68,-62.23,31.67,-1077.41,33.87,24.27,0.06,-0.03,31.57,27.27,26.56,24.61,27.43,-0.013000000000000001
1.15,40.39,420.87,-0.064,-0.02,25.131,25.464000000000002,82.98,-39.08,22.76,-1083.47,46.2,35.79,0.04,-0.02,31.57,27.29,26.59,24.57,27.44,-0.013000000000000001
6.26,40.35,414.85,-0.051,-0.039,25.659000000000002,25.803,83.44,27.63,17.29,-175.72,-11.68,82.7,-0.16,-0.1,31.69,26.64,26.56,23.89,27.32,-0.006
6.27,40.34,414.92,-0.066,-0.024,25.653000000000002,25.796,82.73,31.85,12.36,-152.63,-30.8,82.11,-0.21,-0.08,31.69,26.53,26.59,23.67,27.34,-0.006
6.28,40.36,414.92,-0.051,-0.04,25.655,25.805,82.78,16.02,10.44,-132.49,-46.34,73.9,-0.12,-0.08,31.7,26.48,26.38,23.54,27.33,-0.006
6.29,40.36,414.58,-0.057999999999999996,-0.037000000000000005,25.658,25.826,83.03,-15.83,10.21,-118.89,-56.93,60.71,0.13,-0.09,31.71,26.48,26.52,23.95,27.32,-0.006999999999999999
6.3,40.37,414.38,-0.073,-0.033,25.651,25.845,83.23,-51.66,10.09,-116.49,-59.97,45.34,0.44,-0.09,31.69,26.35,26.44,23.51,27.33,-0.008
6.31,40.37,414.58,-0.06,-0.03,25.653000000000002,25.835,83.44,-80.94,12.27,-125.28,-54.16,30.43,0.65,-0.1,31.68,26.46,26.45,23.78,27.34,-0.006999999999999999
6.32,40.38,414.72,-0.045,-0.036000000000000004,25.65,25.833000000000002,83.38,-97.71,17.6,-142.14,-40.8,18.37,0.69,-0.12,31.69,26.48,26.42,23.63,27.32,-0.006999999999999999
6.33,40.39,415.06,-0.054000000000000006,-0.031,25.651999999999997,25.816999999999997,83.49,-101.44,19.96,-158.58,-24.22,11.43,0.64,-0.13,31.69,26.53,26.33,23.73,27.32,-0.006
6.34,40.39,415.2,-0.076,-0.034,25.649,25.811999999999998,83.13,-98.15,18.35,-169.18,-8.43,10.33,0.58,-0.11,31.69,26.49,26.39,23.64,27.34,-0.006
6.35,40.4,415.4,-0.061,-0.027000000000000003,25.646,25.805,82.78,-90.01,14.29,-184.46,6.03,15.44,0.49,-0.08,31.67,26.59,26.41,23.69,27.34,-0.006
6.36,40.41,415.13,-0.069,-0.03,25.644000000000002,25.825,82.73,-76.14,11.73,-193.89,15.02,26.58,0.39,-0.06,31.69,26.57,26.41,23.64,27.32,-0.006999999999999999
6.37,40.41,414.92,-0.061,-0.027000000000000003,25.644000000000002,25.840999999999998,82.68,-64.03,13.05,-203.92,20.33,40.78,0.31,-0.06,31.7,26.49,26.39,23.67,27.33,-0.008
6.38,40.42,414.72,-0.07200000000000001,-0.034,25.653000000000002,25.855999999999998,83.13,-47.0,17.24,-210.06,19.13,56.57,0.22,-0.08,31.69,26.49,26.28,23.76,27.34,-0.008
6.39,40.42,414.65,-0.066,-0.027999999999999997,25.636999999999997,25.861,83.54,-28.17,21.64,-207.37,10.74,70.22,0.14,-0.1,31.69,26.49,26.35,23.67,27.32,-0.009000000000000001
6.4,40.42,414.79,-0.064,-0.031,25.646,25.851999999999997,83.89,-3.82,23.41,-198.05,-3.56,79.54,0.02,-0.12,31.67,26.46,26.36,23.67,27.31,-0.008
6.41,40.41,415.13,-0.057999999999999996,-0.036000000000000004,25.65,25.828000000000003,84.04,15.16,22.43,-181.85,-21.2,82.35,-0.08,-0.12,31.69,26.43,26.33,23.69,27.33,-0.006999999999999999
6.42,40.42,415.13,-0.064,-0.034,25.647,25.831,83.94,18.31,17.91,-161.07,-38.72,78.06,-0.11,-0.11,31.69,26.43,26.38,23.67,27.33,-0.006999999999999999
6.43,40.41,415.26,-0.055999999999999994,-0.03,25.651,25.819000000000003,83.54,1.7,12.03,-146.92,-51.71,67.85,-0.01,-0.08,31.69,26.37,26.35,23.64,27.32,-0.006999999999999999
6.44,40.41,415.13,-0.069,-0.034,25.645,25.828000000000003,83.44,-30.9,11.41,-138.18,-57.59,52.68,0.22,-0.08,31.75,26.45,26.3,23.67,27.32,-0.006999999999999999
6.45,40.4,415.06,-0.06,-0.03,25.648000000000003,25.823,83.79,-59.06,11.39,-136.52,-57.18,37.5,0.43,-0.08,31.78,26.45,26.35,23.69,27.34,-0.006999999999999999
6.46,40.39,415.2,-0.054000000000000006,-0.03,25.644000000000002,25.809,84.19,-73.68,13.73,-144.15,-48.71,24.6,0.51,-0.1,31.73,26.53,26.3,23.67,27.33,-0.006
6.47,40.39,415.4,-0.063,-0.03,25.646,25.796,84.4,-77.26,16.87,-158.76,-33.92,15.52,0.49,-0.11,31.71,26.4,26.28,23.75,27.32,-0.006
