ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.37,40.27,-0.063,-0.043,25.090999999999998,-18.95,91.65,-1095.23,8.88,6.44,-6.37,82.98,419.71,25.458000000000002,28.56,28.57,26.18
0.38,40.29,-0.064,-0.031,25.085,0.99,96.32,-1089.88,8.31,-1.29,7.7,83.08,419.78,25.462,28.62,28.56,26.16
0.39,40.28,-0.067,-0.036000000000000004,25.085,17.27,100.27,-1075.31,-1.09,-3.66,21.76,83.38,419.85,25.455,28.56,28.66,26.22
0.4,40.28,-0.07200000000000001,-0.037000000000000005,25.081,33.58,101.28,-1057.12,-17.17,-2.98,34.5,83.38,419.91,25.448,28.64,28.57,26.1
0.41,40.28,-0.069,-0.036000000000000004,25.092,56.26,100.76,-1043.2,-36.75,-1.24,44.06,83.59,419.85,25.455,28.56,28.56,26.18
0.42,40.28,-0.06,-0.036000000000000004,25.085,77.65,96.82,-1033.27,-56.35,-1.85,47.34,83.69,419.98,25.444000000000003,28.59,28.52,26.21
0.43,40.27,-0.063,-0.034,25.086,87.75,99.23,-1029.31,-70.5,-4.3,42.87,83.74,419.85,25.449,28.58,28.57,26.16
0.44,40.29,-0.07,-0.039,25.088,75.5,101.91,-1027.61,-78.48,-4.63,30.59,83.74,419.98,25.45,28.54,28.73,26.36
0.45,40.29,-0.066,-0.034,25.088,42.92,108.88,-1031.85,-76.98,0.01,13.4,83.59,419.71,25.465999999999998,28.51,28.52,26.16
0.46,40.28,-0.061,-0.03,25.078000000000003,5.53,113.96,-1035.76,-68.76,6.75,-3.53,83.59,419.71,25.463,28.51,28.56,26.15
0.47,40.28,-0.064,-0.034,25.094,-21.39,115.11,-1047.4,-53.58,14.64,-16.08,83.44,419.71,25.461,28.54,28.6,26.18
0.48,40.29,-0.067,-0.027000000000000003,25.093000000000004,-32.3,112.72,-1063.25,-34.83,18.4,-23.41,83.33,419.71,25.465999999999998,28.51,28.6,26.19
0.49,40.29,-0.06,-0.039,25.09,-29.18,108.45,-1077.22,-16.14,13.96,-24.62,83.28,419.78,25.465,28.24,28.71,26.18
0.5,40.29,-0.067,-0.025,25.084,-21.81,98.93,-1092.98,0.05,3.3,-20.6,83.23,419.85,25.461,28.58,28.76,26.31
0.51,40.29,-0.061,-0.031,25.087,-25.89,92.23,-1100.1,9.25,-10.16,-14.18,83.18,419.64,25.474,28.37,28.82,26.21
0.52,40.29,-0.064,-0.044000000000000004,25.094,-46.25,87.46,-1091.92,7.82,-14.8,-5.32,83.18,419.57,25.478,28.5,28.7,26.19
0.53,40.3,-0.069,-0.039,25.092,-69.71,82.99,-1080.08,-1.03,-13.73,6.52,82.98,419.44,25.489,28.48,28.71,26.19
0.54,40.3,-0.061,-0.036000000000000004,25.09,-80.55,83.95,-1061.8,-16.02,-9.24,20.41,83.08,419.37,25.496,28.53,28.87,26.49
0.55,40.3,-0.057,-0.025,25.086,-69.68,88.89,-1043.14,-35.28,-5.89,33.97,83.08,419.5,25.491,28.35,28.77,26.31
0.56,40.32,-0.057999999999999996,-0.047,25.099,-55.18,97.04,-1030.87,-52.01,-8.37,41.07,83.08,419.57,25.498,28.4,28.71,26.25
0.57,40.34,-0.048,-0.034,25.094,-59.35,104.19,-1024.21,-65.32,-11.01,38.15,82.98,419.71,25.499000000000002,28.45,28.74,26.25
0.58,40.36,-0.063,-0.031,25.090999999999998,-87.48,110.95,-1018.75,-73.36,-5.17,26.53,83.03,419.78,25.509,28.43,28.59,26.02
0.59,40.38,-0.057999999999999996,-0.031,25.090999999999998,-122.49,113.07,-1014.87,-75.22,5.66,11.56,82.98,419.98,25.511999999999997,28.51,28.87,26.15
0.6,40.4,-0.069,-0.027000000000000003,25.090999999999998,-143.17,111.81,-1019.01,-70.43,17.77,-1.79,83.08,420.05,25.519000000000002,28.39,28.7,26.01
0.61,40.41,-0.08800000000000001,-0.04,25.094,-148.1,108.15,-1029.78,-58.1,25.37,-12.75,82.58,420.32,25.509,28.42,28.65,26.1
0.62,40.42,-0.057999999999999996,-0.04,25.096,-138.99,104.43,-1042.82,-41.3,29.59,-20.25,82.98,420.46,25.506,28.45,28.66,26.33
0.63,40.42,-0.055999999999999994,-0.033,25.090999999999998,-116.74,97.88,-1057.27,-22.57,30.15,-22.32,82.88,420.6,25.498,28.47,28.65,26.13
0.64,40.42,-0.061,-0.034,25.09,-84.01,94.14,-1071.86,-4.87,24.85,-18.65,82.83,420.6,25.498,28.58,28.76,26.19
0.65,40.42,-0.053,-0.03,25.092,-45.06,92.26,-1079.16,7.02,16.5,-9.77,82.68,420.8,25.482,28.61,28.74,26.25
0.66,40.41,-0.063,-0.027000000000000003,25.090999999999998,-10.19,92.29,-1078.41,10.85,3.87,2.67,83.08,420.67,25.488000000000003,28.61,28.66,26.25
0.67,40.41,-0.057,-0.039,25.096999999999998,12.5,92.97,-1069.85,6.37,-6.38,15.78,83.03,420.6,25.491999999999997,28.72,28.65,26.3
0.68,40.4,-0.063,-0.04,25.088,22.89,93.35,-1052.01,-7.06,-10.53,27.73,82.83,420.67,25.479,28.77,28.7,26.15
0.69,40.4,-0.061,-0.033,25.093000000000004,31.89,97.68,-1030.93,-25.41,-11.21,37.58,82.93,420.39,25.496,28.77,28.66,26.46
0.7,40.38,-0.063,-0.036000000000000004,25.088,36.35,97.92,-1015.9,-45.49,-11.84,42.49,82.93,420.53,25.476,28.72,28.79,26.27
0.71,40.37,-0.061,-0.031,25.093000000000004,32.49,101.61,-1007.38,-62.42,-11.63,40.84,82.88,420.39,25.480999999999998,28.72,28.62,26.25
0.72,40.37,-0.055999999999999994,-0.036000000000000004,25.094,13.12,106.28,-1001.76,-73.86,-5.59,31.79,82.83,420.26,25.489,28.7,28.6,26.21
0.73,40.37,-0.06,-0.03,25.094,-12.31,111.0,-1002.36,-77.98,2.33,18.98,82.83,419.98,25.5,28.7,28.57,26.36
0.74,40.36,-0.067,-0.04,25.092,-36.21,111.94,-1009.55,-74.58,13.31,4.97,82.88,420.12,25.486,28.67,28.59,26.18
0.75,40.35,-0.07,-0.027999999999999997,25.088,-46.85,109.98,-1030.17,-62.96,22.29,-7.55,82.88,420.12,25.48,28.61,28.74,26.12
0.76,40.34,-0.069,-0.039,25.09,-40.27,104.25,-1055.16,-45.45,24.07,-15.55,82.93,419.98,25.482,28.64,28.6,26.16
0.77,40.34,-0.054000000000000006,-0.034,25.088,-27.06,93.56,-1076.96,-25.9,21.24,-20.36,82.83,419.98,25.482,28.62,28.59,26.15
0.78,40.33,-0.069,-0.04,25.094,-13.1,82.26,-1090.87,-8.37,15.97,-20.32,82.88,420.05,25.471999999999998,28.8,28.57,26.33
0.79,40.32,-0.06,-0.025,25.088,0.62,72.7,-1098.74,4.86,7.74,-15.05,82.98,420.05,25.465999999999998,28.75,28.6,26.15
0.8,40.31,-0.066,-0.039,25.094,7.68,68.09,-1094.38,9.52,0.84,-5.86,82.83,419.98,25.465,28.51,28.54,26.22
0.81,40.31,-0.057999999999999996,-0.037000000000000005,25.090999999999998,20.71,70.06,-1082.28,6.49,-2.75,8.2,82.83,419.91,25.469,28.69,28.7,26.27
0.82,40.3,-0.057999999999999996,-0.04,25.09,36.18,73.3,-1063.65,-4.34,-1.65,23.37,82.93,419.98,25.459,28.69,28.52,26.24
0.83,40.29,-0.061,-0.031,25.090999999999998,58.12,77.63,-1044.61,-21.1,0.3,37.21,82.78,419.98,25.45,28.7,28.74,26.37
0.84,40.29,-0.061,-0.025,25.088,88.02,83.32,-1026.53,-40.85,-0.47,47.18,82.98,420.12,25.441999999999997,28.7,28.7,26.13
0.85,40.28,-0.069,-0.022000000000000002,25.087,114.85,89.78,-1018.86,-58.47,-2.78,50.13,82.88,420.05,25.443,28.7,28.56,26.37
0.86,40.27,-0.066,-0.025,25.088,121.01,97.12,-1016.63,-71.81,-6.83,43.29,82.88,419.98,25.441,28.83,28.49,26.18
0.87,40.27,-0.076,-0.036000000000000004,25.092,98.94,105.46,-1015.88,-77.87,-8.0,28.54,82.88,419.85,25.449,28.75,28.68,26.08
0.88,40.27,-0.07200000000000001,-0.033,25.087,56.48,111.77,-1018.17,-76.15,-4.78,10.16,82.73,419.64,25.459,28.67,28.65,26.04
0.89,40.27,-0.051,-0.031,25.085,9.46,114.12,-1028.05,-66.23,4.07,-7.39,82.73,419.44,25.471,28.72,28.51,26.1
0.9,40.27,-0.066,-0.047,25.095,-25.17,111.93,-1040.42,-51.36,13.04,-19.95,82.88,419.5,25.47,28.61,28.68,26.21
0.91,40.27,-0.057,-0.036000000000000004,25.088,-41.05,102.51,-1060.57,-32.79,16.8,-26.24,82.73,419.57,25.463,28.67,28.59,25.99
0.92,40.28,-0.054000000000000006,-0.036000000000000004,25.094,-39.67,91.84,-1079.41,-13.88,14.81,-26.18,82.83,419.71,25.463,28.67,28.59,26.25
0.93,40.27,-0.055999999999999994,-0.033,25.089000000000002,-32.94,80.35,-1090.88,1.07,2.03,-21.19,82.73,419.57,25.465999999999998,28.64,28.52,26.27
0.94,40.29,-0.054000000000000006,-0.027000000000000003,25.089000000000002,-36.7,73.52,-1094.97,9.69,-11.42,-13.48,82.47,419.64,25.471,28.67,28.62,26.34
0.95,40.29,-0.063,-0.046,25.098000000000003,-55.61,70.22,-1087.85,9.35,-20.63,-3.59,82.58,419.57,25.478,28.64,28.76,26.13
0.96,40.3,-0.064,-0.036000000000000004,25.092,-85.41,71.96,-1065.69,-0.48,-20.21,7.69,82.68,419.5,25.485,28.75,28.74,26.21
0.97,40.31,-0.064,-0.034,25.098000000000003,-102.57,77.13,-1042.75,-15.26,-13.7,21.01,82.83,419.44,25.500999999999998,28.69,28.77,26.21
0.98,40.3,-0.063,-0.036000000000000004,25.086,-101.72,85.0,-1018.99,-34.96,-7.4,32.65,82.88,419.5,25.491,28.74,28.63,26.24
0.99,40.3,-0.07200000000000001,-0.033,25.099,-90.41,91.43,-1004.68,-53.91,-5.36,39.11,83.44,419.5,25.491,28.74,28.85,26.07
1.0,40.3,-0.064,-0.033,25.089000000000002,-84.19,97.32,-1000.23,-68.0,-0.5,38.09,83.79,419.57,25.486,28.72,28.73,26.15
1.01,40.31,-0.063,-0.033,25.089000000000002,-91.24,103.38,-999.12,-76.3,7.22,28.46,84.09,419.44,25.498,28.69,28.73,26.19
1.02,40.3,-0.066,-0.037000000000000005,25.090999999999998,-99.26,105.53,-1004.49,-76.99,16.55,15.6,84.3,419.44,25.491999999999997,28.67,28.74,26.16
1.03,40.3,-0.063,-0.039,25.092,-98.39,106.46,-1013.97,-70.04,27.48,2.71,84.35,419.37,25.499000000000002,28.69,28.68,26.18
1.04,40.3,-0.06,-0.027999999999999997,25.090999999999998,-84.32,102.54,-1032.34,-55.77,31.01,-7.84,84.4,419.57,25.487,28.67,28.56,26.16
1.05,40.29,-0.064,-0.031,25.083000000000002,-60.15,99.58,-1054.09,-35.91,29.92,-14.87,84.35,419.64,25.474,28.59,28.65,26.18
1.06,40.3,-0.066,-0.031,25.085,-32.35,93.08,-1070.96,-18.12,19.01,-17.69,84.24,419.64,25.476,28.67,28.66,26.19
1.07,40.29,-0.073,-0.031,25.087,-17.48,85.81,-1087.14,-1.98,2.84,-17.36,84.09,419.71,25.469,28.64,28.65,26.22
1.08,40.29,-0.06,-0.03,25.086,-24.12,81.79,-1093.55,6.29,-15.13,-14.12,84.04,419.5,25.479,28.7,28.71,26.22
1.09,40.28,-0.057999999999999996,-0.036000000000000004,25.086,-56.21,81.17,-1087.98,7.61,-23.65,-8.34,83.79,419.37,25.484,28.5,28.51,26.33
1.1,40.29,-0.063,-0.03,25.084,-99.89,87.18,-1075.46,2.39,-21.13,0.66,83.74,419.03,25.508000000000003,28.72,28.65,26.28
1.11,40.28,-0.064,-0.033,25.087,-125.66,91.72,-1054.88,-11.17,-10.1,14.38,83.64,418.89,25.51,28.7,28.7,26.42
1.12,40.28,-0.063,-0.046,25.089000000000002,-120.57,97.66,-1034.53,-29.0,3.69,29.68,83.38,418.96,25.509,28.78,28.77,25.9
6.23,40.27,-0.06,-0.036000000000000004,25.666,-152.18,16.82,-196.58,-39.71,-4.88,20.56,84.65,409.73,26.075,28.23,28.87,25.9
6.24,40.27,-0.055999999999999994,-0.036000000000000004,25.658,-137.15,15.04,-172.72,-57.53,-13.06,30.15,84.35,409.93,26.061999999999998,28.23,28.87,25.99
6.25,40.28,-0.067,-0.031,25.654,-136.33,14.55,-152.65,-75.43,-16.26,32.17,84.3,410.07,26.059,28.29,28.88,25.98
6.26,40.29,-0.064,-0.03,25.659000000000002,-153.67,11.43,-141.48,-89.8,-12.03,26.45,84.09,410.41,26.046,28.08,28.83,25.96
6.27,40.29,-0.063,-0.031,25.658,-179.24,12.04,-136.62,-97.31,-3.76,15.33,83.89,410.34,26.048000000000002,28.16,28.83,25.9
6.28,40.3,-0.063,-0.034,25.655,-205.63,14.24,-141.37,-97.18,2.66,1.53,83.59,410.41,26.05,28.04,28.76,25.72
6.29,40.3,-0.064,-0.037000000000000005,25.66,-229.45,15.2,-147.76,-91.69,6.52,-12.87,83.33,410.55,26.044,28.04,28.8,25.92
6.3,40.31,-0.063,-0.037000000000000005,25.664,-251.13,14.8,-164.87,-79.6,13.31,-26.33,83.28,410.61,26.046,27.92,28.87,25.89
6.31,40.3,-0.063,-0.033,25.656999999999996,-267.54,16.45,-179.52,-64.1,16.26,-36.23,83.08,410.61,26.043000000000003,28.1,28.9,25.84
6.32,40.31,-0.07,-0.039,25.660999999999998,-271.59,16.98,-199.34,-46.81,20.05,-40.47,83.08,410.48,26.054000000000002,28.15,28.87,25.9
6.33,40.31,-0.063,-0.012,25.651999999999997,-262.83,15.93,-215.82,-31.24,17.88,-37.89,83.13,410.41,26.059,28.16,28.88,25.57
6.34,40.3,-0.061,-0.03,25.656999999999996,-240.13,15.89,-230.68,-19.0,16.53,-28.8,82.98,410.41,26.055999999999997,28.26,28.96,26.07
6.35,40.31,-0.06,-0.025,25.656,-211.86,14.37,-239.2,-15.45,11.58,-15.53,82.93,410.34,26.063000000000002,28.12,28.91,26.02
6.36,40.31,-0.057,-0.039,25.665,-177.59,13.15,-241.17,-18.65,7.87,0.37,82.73,410.27,26.07,28.07,28.77,25.83
6.37,40.3,-0.069,-0.046,25.67,-145.33,11.62,-229.65,-30.74,0.09,15.62,82.42,410.27,26.064,28.18,28.76,26.04
6.38,40.31,-0.064,-0.031,25.668000000000003,-117.16,12.24,-202.59,-48.55,-10.98,28.18,82.37,410.68,26.044,28.16,29.0,25.92
6.39,40.32,-0.067,-0.052000000000000005,25.671999999999997,-106.89,16.6,-175.34,-66.24,-20.72,33.4,82.93,410.61,26.055,28.16,28.83,25.64
6.4,40.33,-0.064,-0.06,25.679000000000002,-120.05,22.13,-154.28,-80.63,-22.51,30.89,82.68,410.75,26.052,28.15,28.83,26.1
6.41,40.36,-0.067,-0.033,25.666,-154.34,24.0,-141.73,-90.15,-16.05,20.99,83.03,410.48,26.084,28.1,28.87,25.9
6.42,40.37,-0.05,-0.037000000000000005,25.668000000000003,-196.76,22.7,-137.53,-94.35,-3.23,6.85,83.18,410.34,26.101999999999997,28.1,28.82,25.89
6.43,40.38,-0.057,-0.033,25.668000000000003,-230.1,16.43,-139.71,-93.34,5.41,-6.77,83.38,410.41,26.104,27.97,28.77,25.93
6.44,40.39,-0.055999999999999994,-0.04,25.669,-252.54,9.2,-148.43,-86.75,11.76,-19.55,83.38,410.61,26.1,27.96,28.76,25.78
6.45,40.4,-0.06,-0.034,25.666999999999998,-263.88,3.09,-163.61,-75.28,16.13,-29.79,83.44,410.61,26.105999999999998,28.12,28.73,25.93
6.46,40.39,-0.07,-0.031,25.671999999999997,-269.47,0.61,-182.43,-59.32,22.02,-37.33,83.28,410.68,26.092,28.04,28.71,25.87
6.47,40.38,-0.063,-0.04,25.673000000000002,-261.67,6.08,-198.57,-42.05,23.79,-38.62,83.28,410.61,26.090999999999998,28.02,28.71,25.84
6.48,40.36,-0.064,-0.031,25.68,-240.99,13.1,-210.33,-26.73,21.41,-32.83,83.08,410.68,26.074,28.15,28.76,25.86
6.49,40.35,-0.066,-0.046,25.664,-212.92,23.38,-214.68,-16.72,15.05,-22.1,83.03,410.61,26.073,27.99,28.77,25.77
6.5,40.36,-0.066,-0.027999999999999997,25.675,-180.4,25.7,-213.46,-14.2,6.69,-7.6,82.98,410.82,26.063000000000002,27.97,28.73,25.89
6.51,40.33,-0.07200000000000001,-0.037000000000000005,25.668000000000003,-152.51,25.75,-199.88,-21.11,-1.75,7.03,82.88,411.02,26.035,28.07,28.82,25.84
6.52,40.32,-0.057999999999999996,-0.04,25.671,-129.11,22.04,-178.11,-35.51,-10.23,20.53,82.83,411.09,26.021,28.05,28.88,25.83
6.53,40.3,-0.069,-0.03,25.671,-117.34,14.43,-155.57,-53.83,-18.55,29.21,82.78,411.09,26.009,28.19,28.83,25.93
6.54,40.3,-0.069,-0.04,25.680999999999997,-118.22,7.35,-136.57,-73.1,-21.45,32.06,82.78,411.02,26.011,28.08,28.88,25.74
6.55,40.29,-0.066,-0.036000000000000004,25.67,-137.21,5.5,-124.83,-88.76,-17.35,27.0,82.93,410.75,26.022,28.1,28.82,25.74
6.56,40.28,-0.064,-0.033,25.666,-165.14,4.51,-125.27,-98.04,-6.72,16.8,82.98,410.27,26.046,28.1,28.82,25.83
6.57,40.27,-0.069,-0.04,25.677,-191.96,6.72,-138.22,-99.89,2.6,4.1,82.88,409.73,26.078000000000003,28.42,28.8,25.75
6.58,40.25,-0.061,-0.036000000000000004,25.668000000000003,-215.78,9.47,-154.49,-94.97,10.17,-9.62,82.98,409.59,26.072,27.97,28.79,25.68
6.59,40.25,-0.073,-0.034,25.669,-235.45,14.58,-169.96,-83.11,15.65,-22.63,82.88,409.59,26.075,28.19,28.56,25.69
6.6,40.25,-0.055999999999999994,-0.033,25.67,-248.47,17.71,-184.63,-67.35,21.31,-32.9,82.78,409.79,26.058000000000003,28.02,28.77,25.8
6.61,40.23,-0.069,-0.04,25.673000000000002,-249.25,18.33,-199.88,-49.53,23.92,-37.34,82.83,409.93,26.041,28.0,28.77,25.83
6.62,40.23,-0.069,-0.027999999999999997,25.666999999999998,-237.82,15.62,-213.7,-32.86,24.56,-35.54,82.83,410.27,26.019000000000002,28.04,28.83,25.68
10.73,40.25,-0.057999999999999996,-0.025,25.471,-238.01,38.29,-412.05,-29.12,6.3,21.67,83.38,413.08,25.851,27.91,28.93,25.77
10.74,40.25,-0.067,-0.013999999999999999,25.463,-198.46,33.41,-394.44,-47.99,-11.25,32.9,83.33,413.28,25.842,27.86,29.13,25.66
10.75,40.25,-0.063,-0.057999999999999996,25.478,-192.71,34.05,-374.62,-65.85,-26.5,33.63,83.03,413.62,25.816999999999997,27.85,29.07,25.61
10.76,40.26,-0.08800000000000001,-0.037000000000000005,25.471999999999998,-229.67,35.41,-358.39,-79.57,-30.38,23.38,82.93,413.55,25.826999999999998,27.92,29.02,25.8
10.77,40.27,-0.063,-0.039,25.471999999999998,-292.75,36.7,-347.34,-88.75,-21.27,7.49,83.03,413.28,25.851,27.88,29.02,25.63
10.78,40.28,-0.066,-0.034,25.469,-357.33,35.93,-343.35,-90.93,-6.75,-9.23,83.23,413.14,25.865,27.86,29.0,25.68
10.79,40.29,-0.066,-0.027000000000000003,25.464000000000002,-403.12,38.01,-350.21,-84.81,8.6,-22.53,82.98,413.01,25.88,27.86,28.97,25.75
10.8,40.3,-0.075,-0.037000000000000005,25.47,-424.72,37.84,-365.15,-73.14,21.06,-32.16,82.73,412.94,25.893,27.85,28.97,25.64
10.81,40.3,-0.064,-0.03,25.467,-427.38,38.75,-389.74,-55.32,28.0,-38.52,82.73,412.94,25.896,27.75,28.93,25.68
10.82,40.3,-0.063,-0.04,25.469,-414.31,40.76,-411.44,-36.97,30.4,-40.27,82.63,412.94,25.893,27.83,28.97,25.66
10.83,40.3,-0.06,-0.027999999999999997,25.471999999999998,-389.11,41.54,-429.68,-20.07,24.01,-36.92,82.63,413.21,25.879,27.91,28.94,25.72
10.84,40.3,-0.07,-0.025,25.456999999999997,-359.86,38.18,-437.89,-10.72,13.15,-28.68,82.47,413.35,25.864,27.89,29.0,25.92
10.85,40.31,-0.066,-0.04,25.467,-337.67,39.96,-432.87,-7.5,2.66,-18.08,82.47,413.42,25.869,27.89,29.02,25.96
10.86,40.3,-0.077,-0.027999999999999997,25.462,-322.54,41.67,-422.1,-11.27,-0.24,-5.54,82.47,413.35,25.866999999999997,27.85,28.97,25.89
10.87,40.3,-0.06,-0.037000000000000005,25.465999999999998,-302.32,41.6,-412.11,-20.65,-5.04,8.89,82.47,413.14,25.877,27.92,28.96,25.9
10.88,40.29,-0.067,-0.039,25.471999999999998,-286.08,40.53,-394.76,-37.06,-12.73,20.93,82.47,413.28,25.865,27.92,28.97,25.9
10.89,40.29,-0.066,-0.027000000000000003,25.468000000000004,-284.93,39.13,-375.92,-55.83,-21.23,25.8,82.47,413.21,25.866999999999997,27.85,29.04,25.89
10.9,40.29,-0.07200000000000001,-0.025,25.463,-307.89,36.64,-361.64,-72.74,-20.74,22.79,82.47,413.01,25.88,27.96,28.82,26.04
10.91,40.29,-0.06,-0.037000000000000005,25.465999999999998,-345.36,33.19,-351.08,-85.63,-9.42,13.81,82.42,412.8,25.892,27.73,28.91,25.81
10.92,40.27,-0.066,-0.037000000000000005,25.468000000000004,-378.91,33.12,-349.87,-90.32,3.98,2.54,82.42,412.8,25.884,27.78,28.93,25.77
10.93,40.27,-0.055999999999999994,-0.033,25.465999999999998,-399.06,31.02,-349.67,-89.92,16.08,-9.4,82.37,412.87,25.879,28.0,28.93,25.74
10.94,40.27,-0.064,-0.039,25.467,-405.48,30.01,-362.44,-80.99,21.06,-20.72,82.42,413.14,25.859,27.7,29.05,25.68
