ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.31,40.34,-0.057,-0.033,25.14,44.25,15.17,-1095.77,49.13,-25.01,63.32,83.64,420.67,25.441,27.15,26.76,24.29
0.32,40.33,-0.061,-0.037000000000000005,25.142,44.32,10.76,-1091.77,40.02,-32.29,76.49,83.84,420.53,25.445999999999998,27.11,26.78,24.23
0.33,40.33,-0.061,-0.034,25.149,33.67,9.59,-1075.18,22.61,-36.32,84.71,84.09,420.26,25.46,27.29,26.9,24.28
0.34,40.32,-0.064,-0.034,25.136999999999997,17.15,9.13,-1055.79,2.59,-35.71,86.81,84.3,420.32,25.453000000000003,27.1,26.75,24.14
0.35,40.31,-0.057999999999999996,-0.027000000000000003,25.138,-8.1,13.51,-1033.73,-16.32,-32.17,81.92,84.3,420.26,25.451,27.16,26.78,24.37
0.36,40.31,-0.057999999999999996,-0.036000000000000004,25.141,-34.02,18.94,-1012.64,-30.51,-20.11,72.21,84.14,420.05,25.46,27.18,26.69,24.28
0.37,40.31,-0.057,-0.024,25.147,-56.81,26.37,-1001.87,-36.97,-1.91,58.2,83.79,420.12,25.459,27.18,26.69,24.28
0.38,40.3,-0.063,-0.036000000000000004,25.141,-60.05,37.04,-1003.44,-34.62,13.21,43.75,83.54,420.26,25.445,27.32,26.65,24.31
0.39,40.31,-0.061,-0.036000000000000004,25.149,-43.39,47.02,-1016.69,-24.63,19.75,31.72,83.49,420.26,25.448,27.16,26.61,24.34
0.4,40.3,-0.051,-0.027000000000000003,25.14,-21.47,48.65,-1028.31,-11.78,13.35,23.0,83.69,420.32,25.435,27.08,26.64,24.31
0.41,40.29,-0.054000000000000006,-0.04,25.143,-4.92,51.35,-1038.79,6.09,0.71,20.03,83.99,420.39,25.428,27.15,26.56,24.36
0.42,40.3,-0.057999999999999996,-0.037000000000000005,25.144000000000002,-8.27,50.37,-1047.56,24.23,-9.69,21.54,83.99,420.32,25.435,27.26,26.82,24.36
0.43,40.28,-0.054000000000000006,-0.037000000000000005,25.144000000000002,-22.74,48.62,-1052.8,38.95,-17.72,29.21,83.94,420.19,25.434,27.21,26.75,24.55
0.44,40.28,-0.063,-0.034,25.145,-38.1,46.67,-1061.21,49.33,-13.32,41.07,83.64,420.19,25.434,27.34,26.78,24.23
0.45,40.28,-0.055999999999999994,-0.033,25.14,-37.91,44.49,-1063.43,50.01,-8.95,55.87,83.59,420.05,25.44,27.1,26.53,24.49
0.46,40.28,-0.063,-0.03,25.139,-15.6,42.79,-1062.75,42.43,-3.39,70.73,83.54,419.98,25.444000000000003,27.32,26.73,24.31
0.47,40.27,-0.063,-0.027000000000000003,25.136,23.76,41.65,-1057.82,28.41,-4.7,82.91,83.59,420.05,25.436999999999998,27.08,26.56,24.55
0.48,40.27,-0.055999999999999994,-0.027999999999999997,25.14,67.31,41.21,-1045.69,9.86,-14.62,89.59,83.49,420.12,25.43,27.29,26.55,24.49
0.49,40.27,-0.064,-0.03,25.143,91.57,40.11,-1030.08,-9.58,-26.22,87.94,83.18,420.12,25.43,26.95,26.59,24.67
0.5,40.26,-0.057,-0.027999999999999997,25.142,82.75,43.96,-1012.49,-25.4,-37.5,79.13,83.13,420.12,25.427,27.07,26.48,24.39
0.51,40.26,-0.079,-0.033,25.144000000000002,37.24,47.34,-1002.52,-34.56,-34.85,63.82,83.03,419.78,25.448,27.18,26.64,24.52
0.52,40.25,-0.055999999999999994,-0.031,25.144000000000002,-19.29,56.38,-1002.58,-35.02,-21.06,47.62,82.88,419.71,25.445999999999998,27.11,26.58,24.37
0.53,40.26,-0.057,-0.025,25.131,-66.93,64.82,-1014.09,-27.44,-5.27,32.49,82.98,419.57,25.46,27.16,26.62,24.33
0.54,40.26,-0.066,-0.036000000000000004,25.139,-93.38,72.91,-1028.28,-13.46,5.35,21.37,82.98,419.71,25.449,27.05,26.52,24.29
0.55,40.27,-0.057,-0.024,25.135,-99.52,71.79,-1037.02,1.54,7.88,16.68,83.84,419.78,25.45,27.21,26.64,24.26
0.56,40.27,-0.06,-0.027999999999999997,25.133000000000003,-97.74,69.47,-1045.96,18.2,6.4,17.42,83.99,419.85,25.449,27.23,26.65,24.22
0.57,40.29,-0.051,-0.033,25.131999999999998,-88.85,63.64,-1055.19,33.78,3.88,24.26,83.08,420.05,25.445999999999998,27.23,26.64,24.36
0.58,40.29,-0.055999999999999994,-0.03,25.135,-70.1,60.33,-1067.54,45.41,-1.56,36.51,83.44,420.05,25.445999999999998,27.18,26.61,24.22
0.59,40.3,-0.057,-0.027999999999999997,25.129,-49.26,56.82,-1080.14,49.94,-9.42,51.03,83.38,420.05,25.455,27.13,26.75,24.36
0.6,40.31,-0.053,-0.033,25.128,-27.75,49.68,-1086.94,44.94,-17.41,66.34,83.28,420.05,25.46,27.11,26.64,24.34
0.61,40.31,-0.055999999999999994,-0.031,25.131999999999998,-15.91,43.02,-1082.58,31.52,-23.19,78.15,83.13,420.05,25.463,27.1,26.62,24.36
0.62,40.32,-0.057,-0.037000000000000005,25.14,-7.31,39.84,-1072.07,13.67,-25.9,85.31,83.03,420.05,25.465999999999998,27.1,26.58,24.54
0.63,40.33,-0.057,-0.033,25.14,-7.58,40.06,-1056.06,-5.11,-26.48,85.17,83.03,420.05,25.471999999999998,27.07,26.61,24.34
0.64,40.32,-0.051,-0.036000000000000004,25.13,-17.14,41.14,-1037.51,-22.34,-23.02,78.6,83.03,420.32,25.45,27.29,26.58,24.39
0.65,40.33,-0.06,-0.02,25.131,-37.14,47.72,-1022.72,-33.72,-12.91,65.89,83.33,420.19,25.464000000000002,27.1,26.62,24.33
0.66,40.33,-0.057999999999999996,-0.039,25.129,-51.45,56.26,-1017.72,-37.39,1.17,51.63,83.28,420.26,25.463,27.1,26.64,24.33
0.67,40.33,-0.06,-0.033,25.138,-54.52,63.27,-1024.15,-33.28,11.93,37.49,83.13,420.19,25.467,27.11,26.62,24.39
0.68,40.33,-0.057999999999999996,-0.03,25.127,-45.45,71.18,-1037.3,-21.36,14.92,26.2,83.03,420.19,25.467,27.15,26.62,24.36
0.69,40.33,-0.057,-0.033,25.131999999999998,-31.07,76.51,-1050.24,-4.11,9.09,20.05,83.54,420.39,25.454,26.99,26.62,24.4
0.7,40.33,-0.057999999999999996,-0.033,25.13,-25.44,76.28,-1057.18,13.39,1.22,18.45,83.89,420.46,25.447,27.08,26.89,24.45
0.71,40.33,-0.054000000000000006,-0.036000000000000004,25.135,-23.77,73.97,-1069.36,32.3,-7.9,24.03,84.04,420.46,25.45,27.29,26.39,24.45
0.72,40.34,-0.057,-0.03,25.131,-32.2,67.22,-1077.97,45.02,-14.28,33.66,84.14,420.39,25.456999999999997,27.29,26.73,24.33
0.73,40.34,-0.061,-0.02,25.125,-34.66,58.81,-1083.94,49.73,-15.91,47.88,83.79,420.39,25.456999999999997,27.13,26.45,24.26
0.74,40.33,-0.057999999999999996,-0.037000000000000005,25.134,-28.91,55.35,-1085.54,46.72,-12.48,63.05,83.49,420.26,25.463,27.35,26.64,24.7
0.75,40.33,-0.064,-0.03,25.131,-11.83,53.54,-1083.62,36.32,-10.56,75.95,83.18,420.32,25.456,27.1,26.69,24.29
0.76,40.32,-0.038,-0.024,25.129,14.25,50.24,-1074.98,19.19,-12.9,84.86,83.03,420.39,25.449,27.19,26.64,24.75
0.77,40.33,-0.067,-0.03,25.136999999999997,38.65,50.52,-1055.03,-2.14,-19.34,87.75,83.13,420.53,25.443,27.02,26.52,24.66
0.78,40.32,-0.054000000000000006,-0.037000000000000005,25.14,50.45,54.41,-1036.91,-19.57,-18.73,83.3,83.94,420.53,25.44,27.08,26.82,24.63
0.79,40.32,-0.054000000000000006,-0.036000000000000004,25.135,46.35,59.07,-1021.43,-31.33,-17.4,72.61,83.74,420.67,25.429000000000002,27.11,26.62,24.66
0.8,40.32,-0.06,-0.013999999999999999,25.131,30.84,65.74,-1014.81,-35.69,-9.09,57.9,83.84,420.53,25.44,27.03,26.5,24.46
0.81,40.32,-0.054000000000000006,-0.034,25.135,14.91,71.67,-1018.67,-32.58,-0.63,42.52,84.3,420.39,25.445999999999998,27.11,26.62,24.31
0.82,40.32,-0.053,-0.036000000000000004,25.136999999999997,5.5,72.65,-1031.66,-22.54,3.99,30.02,83.84,420.53,25.436999999999998,27.07,26.47,24.37
0.83,40.31,-0.076,-0.02,25.129,-1.18,73.54,-1043.45,-7.9,6.67,21.47,83.54,420.39,25.443,27.08,26.47,24.45
0.84,40.31,-0.057,-0.031,25.136,-2.51,70.67,-1051.61,9.89,5.56,19.17,84.19,420.46,25.436,26.99,26.56,24.33
0.85,40.31,-0.061,-0.033,25.14,0.2,66.26,-1059.65,27.35,2.65,22.64,84.45,420.67,25.423000000000002,27.08,26.59,24.4
0.86,40.3,-0.057999999999999996,-0.037000000000000005,25.138,10.39,59.68,-1067.3,41.48,-5.92,32.21,84.55,420.6,25.424,27.05,26.64,24.36
0.87,40.3,-0.067,-0.034,25.139,21.02,54.93,-1074.74,50.42,-16.65,45.58,84.4,420.32,25.438000000000002,27.05,26.59,24.42
0.88,40.29,-0.048,-0.031,25.142,25.44,49.23,-1076.87,49.56,-25.51,60.47,83.74,420.39,25.428,27.0,26.86,24.42
0.89,40.29,-0.06,-0.027999999999999997,25.133000000000003,23.17,48.89,-1075.95,41.36,-31.54,74.15,83.64,420.05,25.445999999999998,26.89,26.69,24.42
0.9,40.28,-0.061,-0.036000000000000004,25.136999999999997,16.92,46.45,-1069.3,26.22,-34.27,83.88,83.79,419.91,25.451,27.0,26.69,24.46
0.91,40.28,-0.063,-0.034,25.136999999999997,3.33,45.96,-1054.42,6.82,-33.92,86.47,84.24,420.05,25.443,27.0,26.62,24.49
0.92,40.28,-0.067,-0.022000000000000002,25.125999999999998,-16.63,44.71,-1036.32,-12.7,-32.51,82.67,84.65,419.85,25.451999999999998,27.11,26.61,24.51
0.93,40.28,-0.057999999999999996,-0.03,25.139,-42.43,47.3,-1017.29,-27.85,-22.88,73.25,84.7,419.91,25.448,27.16,26.65,24.51
0.94,40.27,-0.063,-0.027000000000000003,25.136,-69.02,51.3,-1006.33,-36.78,-4.83,59.15,84.5,419.71,25.458000000000002,27.11,26.69,24.51
0.95,40.28,-0.06,-0.031,25.14,-76.75,56.96,-1007.73,-37.23,11.69,44.47,84.19,419.85,25.451999999999998,27.08,26.64,24.49
0.96,40.28,-0.06,-0.027999999999999997,25.135,-67.12,59.23,-1021.36,-28.99,17.77,31.47,84.04,419.85,25.451999999999998,27.13,26.72,24.51
0.97,40.28,-0.057,-0.033,25.14,-46.65,61.74,-1034.69,-14.77,15.12,22.85,84.35,419.98,25.444000000000003,26.99,26.7,24.55
0.98,40.28,-0.066,-0.037000000000000005,25.138,-33.44,62.97,-1046.71,4.13,10.18,18.27,84.7,420.12,25.436,27.11,26.75,24.45
0.99,40.28,-0.051,-0.036000000000000004,25.141,-25.53,61.34,-1056.53,22.99,4.76,20.14,84.8,420.19,25.434,27.29,27.01,24.6
1.0,40.28,-0.05,-0.034,25.133000000000003,-18.14,56.83,-1066.2,39.22,-4.93,27.96,84.65,420.12,25.439,27.19,26.89,24.57
1.01,40.28,-0.053,-0.03,25.136999999999997,-8.77,45.83,-1075.34,48.31,-10.0,40.18,84.14,420.12,25.439,27.35,26.65,24.46
1.02,40.29,-0.054000000000000006,-0.031,25.138,2.48,36.76,-1083.39,50.18,-16.76,55.22,83.94,420.12,25.441999999999997,27.19,26.84,24.69
1.03,40.3,-0.063,-0.046,25.143,11.64,28.33,-1085.31,43.74,-22.17,70.02,84.04,420.12,25.447,27.07,26.61,24.73
1.04,40.3,-0.047,-0.033,25.138,16.01,26.39,-1076.3,29.39,-27.16,81.09,84.3,420.05,25.455,27.38,26.72,24.43
1.05,40.3,-0.054000000000000006,-0.03,25.136999999999997,14.85,25.17,-1063.69,10.18,-31.06,86.48,84.5,420.12,25.453000000000003,27.32,26.65,24.45
1.06,40.33,-0.055999999999999994,-0.036000000000000004,25.143,3.86,25.5,-1046.65,-9.33,-34.92,84.71,84.5,420.19,25.464000000000002,27.3,26.76,24.66
1.07,40.34,-0.053,-0.033,25.136,-25.94,29.32,-1027.6,-25.51,-31.92,75.77,84.45,420.26,25.469,27.35,26.5,24.58
1.08,40.35,-0.061,-0.033,25.136,-65.32,34.03,-1014.85,-35.3,-21.2,62.7,83.59,420.32,25.47,27.24,26.52,24.43
1.09,40.37,-0.06,-0.025,25.135,-99.81,41.6,-1009.28,-37.47,-2.59,47.63,84.04,420.32,25.482,27.21,26.65,24.66
1.1,40.37,-0.07,-0.04,25.139,-113.43,49.58,-1020.15,-31.14,11.64,33.29,83.33,420.46,25.474,27.18,26.52,24.58
1.11,40.38,-0.067,-0.024,25.136999999999997,-104.87,53.87,-1036.51,-18.57,15.84,23.28,83.13,420.53,25.475,27.24,26.64,24.66
1.12,40.39,-0.066,-0.036000000000000004,25.136999999999997,-92.0,50.94,-1053.91,-1.78,13.37,17.39,82.98,420.67,25.473000000000003,27.38,26.45,24.54
1.13,40.39,-0.057999999999999996,-0.033,25.138,-79.8,43.73,-1066.19,16.35,12.81,17.36,82.88,420.74,25.469,27.26,26.64,24.6
1.14,40.39,-0.057999999999999996,-0.034,25.139,-62.23,31.67,-1077.41,33.87,8.55,24.27,82.68,420.8,25.468000000000004,27.27,26.56,24.61
1.15,40.39,-0.064,-0.02,25.131,-39.08,22.76,-1083.47,46.2,3.91,35.79,82.98,420.87,25.464000000000002,27.29,26.59,24.57
6.26,40.35,-0.051,-0.039,25.659000000000002,27.63,17.29,-175.72,-11.68,-27.54,82.7,83.44,414.85,25.803,26.64,26.56,23.89
6.27,40.34,-0.066,-0.024,25.653000000000002,31.85,12.36,-152.63,-30.8,-33.31,82.11,82.73,414.92,25.796,26.53,26.59,23.67
6.28,40.36,-0.051,-0.04,25.655,16.02,10.44,-132.49,-46.34,-34.44,73.9,82.78,414.92,25.805,26.48,26.38,23.54
6.29,40.36,-0.057999999999999996,-0.037000000000000005,25.658,-15.83,10.21,-118.89,-56.93,-25.97,60.71,83.03,414.58,25.826,26.48,26.52,23.95
6.3,40.37,-0.073,-0.033,25.651,-51.66,10.09,-116.49,-59.97,-13.59,45.34,83.23,414.38,25.845,26.35,26.44,23.51
6.31,40.37,-0.06,-0.03,25.653000000000002,-80.94,12.27,-125.28,-54.16,-1.64,30.43,83.44,414.58,25.835,26.46,26.45,23.78
6.32,40.38,-0.045,-0.036000000000000004,25.65,-97.71,17.6,-142.14,-40.8,5.95,18.37,83.38,414.72,25.833000000000002,26.48,26.42,23.63
6.33,40.39,-0.054000000000000006,-0.031,25.651999999999997,-101.44,19.96,-158.58,-24.22,7.61,11.43,83.49,415.06,25.816999999999997,26.53,26.33,23.73
6.34,40.39,-0.076,-0.034,25.649,-98.15,18.35,-169.18,-8.43,5.4,10.33,83.13,415.2,25.811999999999998,26.49,26.39,23.64
6.35,40.4,-0.061,-0.027000000000000003,25.646,-90.01,14.29,-184.46,6.03,-0.23,15.44,82.78,415.4,25.805,26.59,26.41,23.69
6.36,40.41,-0.069,-0.03,25.644000000000002,-76.14,11.73,-193.89,15.02,-6.4,26.58,82.73,415.13,25.825,26.57,26.41,23.64
6.37,40.41,-0.061,-0.027000000000000003,25.644000000000002,-64.03,13.05,-203.92,20.33,-10.48,40.78,82.68,414.92,25.840999999999998,26.49,26.39,23.67
6.38,40.42,-0.07200000000000001,-0.034,25.653000000000002,-47.0,17.24,-210.06,19.13,-12.22,56.57,83.13,414.72,25.855999999999998,26.49,26.28,23.76
6.39,40.42,-0.066,-0.027999999999999997,25.636999999999997,-28.17,21.64,-207.37,10.74,-13.46,70.22,83.54,414.65,25.861,26.49,26.35,23.67
6.4,40.42,-0.064,-0.031,25.646,-3.82,23.41,-198.05,-3.56,-18.14,79.54,83.89,414.79,25.851999999999997,26.46,26.36,23.67
6.41,40.41,-0.057999999999999996,-0.036000000000000004,25.65,15.16,22.43,-181.85,-21.2,-25.92,82.35,84.04,415.13,25.828000000000003,26.43,26.33,23.69
6.42,40.42,-0.064,-0.034,25.647,18.31,17.91,-161.07,-38.72,-31.69,78.06,83.94,415.13,25.831,26.43,26.38,23.67
6.43,40.41,-0.055999999999999994,-0.03,25.651,1.7,12.03,-146.92,-51.71,-28.22,67.85,83.54,415.26,25.819000000000003,26.37,26.35,23.64
6.44,40.41,-0.069,-0.034,25.645,-30.9,11.41,-138.18,-57.59,-16.36,52.68,83.44,415.13,25.828000000000003,26.45,26.3,23.67
6.45,40.4,-0.06,-0.03,25.648000000000003,-59.06,11.39,-136.52,-57.18,-3.9,37.5,83.79,415.06,25.823,26.45,26.35,23.69
6.46,40.39,-0.054000000000000006,-0.03,25.644000000000002,-73.68,13.73,-144.15,-48.71,3.12,24.6,84.19,415.2,25.809,26.53,26.3,23.67
6.47,40.39,-0.063,-0.03,25.646,-77.26,16.87,-158.76,-33.92,4.75,15.52,84.4,415.4,25.796,26.4,26.28,23.75
6.48,40.38,-0.064,-0.031,25.644000000000002,-77.95,20.11,-171.38,-16.7,0.6,11.36,84.4,415.54,25.785,26.46,26.22,23.81
6.49,40.37,-0.054000000000000006,-0.037000000000000005,25.645,-75.95,19.24,-183.6,-0.81,-5.81,13.79,84.3,415.4,25.784000000000002,26.4,26.36,23.76
6.5,40.36,-0.061,-0.033,25.647,-70.97,15.2,-203.16,13.47,-6.5,22.52,83.94,414.92,25.805,26.7,26.38,23.76
6.51,40.35,-0.051,-0.03,25.638,-65.53,14.5,-210.91,20.44,-6.36,34.62,83.94,414.51,25.826999999999998,26.51,26.28,23.63
6.52,40.33,-0.055999999999999994,-0.027000000000000003,25.642,-50.07,13.62,-218.43,20.98,-8.15,49.98,84.19,414.31,25.825,26.61,26.38,23.78
6.53,40.32,-0.048,-0.025,25.64,-29.15,16.12,-216.39,14.75,-10.81,64.55,84.35,414.24,25.826999999999998,26.38,26.25,23.76
6.54,40.31,-0.06,-0.07400000000000001,25.656999999999996,-1.94,22.6,-205.55,3.33,-16.2,76.79,84.35,414.38,25.811999999999998,26.54,26.35,24.02
6.55,40.31,-0.044000000000000004,-0.025,25.64,18.78,24.44,-186.95,-13.21,-24.55,82.33,84.19,414.58,25.799,26.41,26.31,23.95
6.56,40.31,-0.066,-0.031,25.638,28.34,24.94,-162.17,-31.37,-31.38,81.55,83.49,414.85,25.779,26.41,26.28,23.73
6.57,40.3,-0.066,-0.036000000000000004,25.642,16.45,22.71,-147.06,-45.87,-29.27,73.27,83.69,414.65,25.789,26.45,26.31,23.84
6.58,40.3,-0.061,-0.034,25.643,-11.77,16.99,-137.9,-55.39,-20.81,59.6,83.74,414.79,25.781,26.45,26.33,23.75
6.59,40.3,-0.057999999999999996,-0.027999999999999997,25.636999999999997,-40.27,11.97,-137.53,-58.6,-9.86,44.67,83.94,414.58,25.793000000000003,26.45,26.18,23.6
6.6,40.3,-0.077,-0.03,25.64,-61.65,10.07,-143.1,-54.75,2.07,30.06,84.04,414.65,25.783,26.46,26.25,23.52
6.61,40.3,-0.069,-0.036000000000000004,25.642,-69.46,8.45,-157.81,-43.02,7.46,19.32,83.99,414.79,25.778000000000002,26.49,26.25,23.61
6.62,40.3,-0.061,-0.033,25.643,-73.16,11.54,-165.17,-28.73,8.9,11.96,83.89,415.13,25.753,26.49,26.27,23.9
6.63,40.3,-0.064,-0.034,25.643,-66.74,15.46,-179.66,-10.59,4.4,11.91,83.33,415.33,25.744,26.49,26.18,23.69
6.64,40.3,-0.061,-0.034,25.641,-57.05,19.98,-191.18,5.81,-1.87,17.89,83.44,415.26,25.748,26.54,26.45,23.87
6.65,40.3,-0.064,-0.033,25.636999999999997,-46.19,22.2,-206.42,17.84,-10.65,29.41,83.18,415.13,25.756,26.49,26.28,23.9
10.76,40.33,-0.06,-0.027999999999999997,25.494,-57.35,40.65,-355.69,-47.46,-12.92,47.66,82.17,417.04,25.656,26.57,26.52,23.84
10.77,40.34,-0.057,-0.033,25.496,-81.6,40.86,-364.68,-44.4,-2.88,32.83,82.02,416.97,25.666,26.46,26.61,23.82
10.78,40.34,-0.057999999999999996,-0.03,25.485,-98.22,36.87,-375.77,-36.01,3.72,19.49,81.92,417.25,25.651999999999997,26.48,26.52,23.76
10.79,40.34,-0.063,-0.036000000000000004,25.497,-106.31,37.36,-381.89,-23.74,7.29,10.61,81.77,417.38,25.644000000000002,26.46,26.53,23.78
10.8,40.34,-0.06,-0.04,25.5,-107.55,37.88,-393.56,-6.78,7.21,8.15,81.87,417.38,25.641,26.62,26.56,23.69
10.81,40.35,-0.063,-0.03,25.491999999999997,-102.01,38.72,-404.5,9.81,5.91,12.07,81.87,417.66,25.633000000000003,26.34,26.55,23.81
10.82,40.35,-0.066,-0.036000000000000004,25.499000000000002,-89.11,41.19,-415.27,23.4,-0.12,21.8,81.87,417.52,25.638,26.57,26.47,23.81
10.83,40.34,-0.07200000000000001,-0.036000000000000004,25.497,-71.47,42.65,-423.87,30.74,-8.19,35.69,82.02,417.45,25.64,26.45,26.42,23.82
10.84,40.34,-0.067,-0.036000000000000004,25.499000000000002,-55.71,44.63,-430.66,31.6,-15.46,50.78,81.97,417.38,25.641,26.59,26.69,23.7
10.85,40.34,-0.066,-0.059000000000000004,25.511999999999997,-41.5,44.17,-425.2,22.86,-18.99,64.79,82.02,417.38,25.644000000000002,26.45,26.35,23.52
10.86,40.35,-0.061,-0.036000000000000004,25.497,-27.15,41.89,-417.15,9.41,-22.9,74.64,82.02,417.25,25.655,26.4,26.36,23.93
10.87,40.35,-0.054000000000000006,-0.027999999999999997,25.491999999999997,-15.5,36.45,-401.4,-8.51,-30.25,79.45,82.17,417.38,25.65,26.34,26.52,23.93
10.88,40.35,-0.045,-0.027000000000000003,25.495,-25.95,32.58,-380.49,-26.92,-36.26,75.73,82.07,417.11,25.666999999999998,26.41,26.44,23.76
10.89,40.35,-0.075,-0.027000000000000003,25.493000000000002,-56.26,30.94,-362.28,-41.65,-28.56,65.39,82.37,417.04,25.671,26.43,26.59,23.72
10.9,40.34,-0.057999999999999996,-0.034,25.498,-92.15,30.32,-353.8,-48.99,-15.16,51.99,82.27,416.77,25.682,26.38,26.45,23.7
10.91,40.33,-0.064,-0.033,25.498,-119.47,33.13,-355.28,-48.95,5.43,36.37,82.22,416.77,25.676,26.3,26.56,24.04
10.92,40.33,-0.057999999999999996,-0.03,25.491999999999997,-120.07,33.97,-369.67,-40.75,18.17,24.02,82.17,416.97,25.663,26.45,26.52,23.66
10.93,40.31,-0.067,-0.025,25.491,-101.42,34.92,-384.65,-26.84,18.97,15.51,82.17,417.32,25.63,26.46,26.47,23.73
