ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.47,40.29,-0.07200000000000001,-0.031,21.793000000000003,-273.92,103.32,-1002.93,-49.29,15.79,18.23,83.49,484.33,22.070999999999998,23.06,23.73,21.78
0.48,40.3,-0.069,-0.03,21.785999999999998,-253.95,110.46,-1006.27,-67.02,18.44,11.12,83.59,484.47,22.066999999999997,23.06,23.72,21.82
0.49,40.3,-0.057,-0.031,21.789,-233.74,114.39,-1017.61,-76.51,19.74,-2.32,83.79,484.6,22.061,22.93,23.84,21.81
0.5,40.29,-0.057999999999999996,-0.027999999999999997,21.785999999999998,-219.65,115.04,-1035.88,-76.52,22.89,-19.85,83.59,484.6,22.059,23.0,23.83,21.79
0.51,40.29,-0.067,-0.027999999999999997,21.79,-204.9,109.04,-1062.86,-65.5,19.91,-35.7,83.33,484.88,22.046,22.97,23.73,21.73
0.52,40.3,-0.063,-0.031,21.789,-194.94,103.26,-1083.92,-47.96,13.34,-46.64,83.18,484.95,22.046,23.01,23.76,21.72
0.53,40.29,-0.067,-0.03,21.784000000000002,-195.27,96.85,-1095.83,-26.55,0.64,-49.73,83.08,484.88,22.046,23.06,23.72,21.72
0.54,40.3,-0.064,-0.03,21.788,-215.7,95.33,-1090.53,-6.66,-9.75,-45.32,83.28,484.95,22.048000000000002,23.09,23.73,21.55
0.55,40.3,-0.066,-0.033,21.796999999999997,-253.59,92.96,-1069.9,5.29,-18.37,-33.94,83.28,484.54,22.066999999999997,23.03,23.87,21.67
0.56,40.31,-0.077,-0.027999999999999997,21.781999999999996,-302.34,95.12,-1046.03,8.51,-16.11,-18.14,83.28,484.19,22.09,23.11,23.78,21.72
0.57,40.32,-0.069,-0.027000000000000003,21.776999999999997,-345.52,94.87,-1022.34,-1.0,-5.77,-2.13,83.23,484.19,22.093000000000004,23.14,23.79,21.69
0.58,40.33,-0.069,-0.03,21.779,-367.27,97.89,-1010.36,-17.5,5.55,10.02,83.13,484.12,22.101,23.28,23.76,21.82
0.59,40.33,-0.07200000000000001,-0.027999999999999997,21.79,-361.8,102.12,-1002.99,-39.66,14.24,15.54,83.03,484.33,22.092,23.09,23.81,21.58
0.6,40.33,-0.063,-0.03,21.783,-336.5,104.34,-1002.9,-61.32,15.03,13.4,82.83,484.54,22.081999999999997,22.95,23.67,21.7
0.61,40.33,-0.063,-0.036000000000000004,21.785,-316.4,107.5,-1010.69,-75.18,13.87,2.35,82.78,484.67,22.079,23.3,23.64,21.69
0.62,40.34,-0.079,-0.03,21.788,-307.63,108.71,-1028.44,-78.91,15.96,-14.8,82.68,484.67,22.081,22.97,23.73,21.66
0.63,40.33,-0.069,-0.036000000000000004,21.789,-306.04,108.94,-1050.49,-71.7,18.07,-33.08,82.58,484.74,22.073,23.0,23.73,21.61
0.64,40.33,-0.064,-0.022000000000000002,21.781,-303.29,105.73,-1077.12,-54.53,17.02,-46.25,82.68,484.88,22.069000000000003,23.04,23.65,21.79
0.65,40.33,-0.066,-0.03,21.783,-302.12,100.76,-1089.3,-35.32,15.8,-52.74,82.52,484.67,22.079,22.77,23.61,21.67
0.66,40.33,-0.066,-0.027999999999999997,21.785999999999998,-298.01,95.73,-1090.57,-15.46,12.65,-50.02,82.47,484.74,22.073,23.17,23.72,21.7
0.67,40.34,-0.07,-0.027000000000000003,21.783,-295.85,94.09,-1081.87,0.9,7.49,-39.69,82.58,484.6,22.084,22.9,23.76,21.82
0.68,40.33,-0.055999999999999994,-0.03,21.785999999999998,-295.28,92.28,-1063.11,8.16,3.56,-23.79,83.08,484.6,22.081999999999997,23.14,23.89,21.61
0.69,40.33,-0.063,-0.024,21.785999999999998,-297.28,92.83,-1041.35,4.01,3.86,-6.65,82.88,484.47,22.088,23.14,23.7,21.72
0.7,40.32,-0.069,-0.027000000000000003,21.781,-296.0,97.35,-1024.95,-9.88,8.16,7.22,82.98,484.67,22.073,23.09,23.86,21.76
0.71,40.33,-0.06,-0.021,21.783,-282.11,101.58,-1014.14,-30.97,12.23,15.43,82.83,484.74,22.075,23.01,23.73,21.81
0.72,40.32,-0.063,-0.027999999999999997,21.778000000000002,-258.78,106.61,-1012.08,-53.09,11.43,16.21,82.88,485.01,22.058000000000003,23.0,23.73,21.64
0.73,40.31,-0.057999999999999996,-0.031,21.789,-241.64,111.03,-1018.8,-69.95,10.86,7.75,82.52,484.88,22.059,22.93,23.78,21.96
0.74,40.3,-0.069,-0.024,21.778000000000002,-234.27,114.21,-1029.16,-78.27,13.0,-7.06,82.68,484.88,22.054000000000002,22.93,23.76,21.72
0.75,40.3,-0.073,-0.03,21.788,-234.45,112.25,-1049.29,-75.43,17.02,-24.99,82.88,484.88,22.054000000000002,22.76,23.67,21.76
0.76,40.3,-0.069,-0.021,21.785,-231.99,108.3,-1070.29,-63.12,19.06,-40.33,82.78,484.88,22.051,22.89,23.65,21.66
0.77,40.31,-0.064,-0.031,21.793000000000003,-226.24,104.05,-1087.32,-43.41,17.06,-49.4,82.63,484.81,22.06,22.85,23.67,21.67
0.78,40.3,-0.07200000000000001,-0.036000000000000004,21.785,-219.2,100.52,-1091.16,-22.16,10.69,-49.72,82.73,485.01,22.045,22.84,23.75,21.5
0.79,40.3,-0.07,-0.025,21.787,-221.37,99.58,-1082.34,-3.27,2.43,-42.91,82.52,484.67,22.061,22.92,23.75,21.79
0.8,40.29,-0.073,-0.036000000000000004,21.781,-231.85,99.34,-1066.16,8.68,-3.11,-29.16,82.58,484.88,22.046,23.08,23.73,21.67
0.81,40.3,-0.07,-0.027000000000000003,21.781,-248.26,99.27,-1044.07,8.2,-0.36,-12.7,82.47,484.33,22.074,22.97,23.76,21.72
0.82,40.28,-0.07200000000000001,-0.024,21.784000000000002,-257.3,100.34,-1025.85,-2.74,9.47,2.75,82.52,484.33,22.066,22.92,23.79,21.75
0.83,40.28,-0.067,-0.033,21.781999999999996,-243.09,104.07,-1013.05,-22.38,17.65,14.25,82.52,484.54,22.057,22.9,23.7,21.93
0.84,40.28,-0.07200000000000001,-0.034,21.784000000000002,-207.84,106.25,-1010.66,-44.58,19.02,18.1,82.42,484.6,22.051,22.93,23.79,21.93
0.85,40.28,-0.07200000000000001,-0.036000000000000004,21.787,-170.36,111.3,-1018.47,-62.84,12.72,13.64,82.47,484.67,22.048000000000002,23.0,23.78,21.73
0.86,40.27,-0.064,-0.027999999999999997,21.79,-152.63,114.36,-1028.4,-75.12,4.94,0.82,82.42,484.67,22.043000000000003,23.11,23.73,21.76
0.87,40.27,-0.079,-0.027999999999999997,21.788,-164.0,112.91,-1043.92,-77.39,1.11,-17.33,82.37,484.4,22.055,22.87,23.75,21.72
0.88,40.27,-0.07,-0.036000000000000004,21.791,-190.81,112.5,-1062.91,-68.48,1.7,-34.73,82.42,484.33,22.058000000000003,23.09,23.87,21.67
0.89,40.26,-0.063,-0.027999999999999997,21.785999999999998,-224.97,107.98,-1078.37,-52.35,2.63,-48.0,82.47,484.19,22.061999999999998,22.93,23.92,21.67
0.9,40.28,-0.069,-0.025,21.785,-255.23,106.44,-1087.75,-30.35,2.33,-52.86,82.47,483.92,22.081999999999997,23.06,23.76,21.7
0.91,40.28,-0.07,-0.033,21.784000000000002,-280.98,102.92,-1080.67,-10.52,-3.3,-48.75,82.52,483.99,22.079,22.98,23.69,21.82
0.92,40.29,-0.07200000000000001,-0.031,21.785,-306.99,101.27,-1063.12,4.14,-7.47,-37.42,82.52,483.65,22.101999999999997,22.95,23.59,21.66
0.93,40.3,-0.07200000000000001,-0.024,21.778000000000002,-335.08,99.26,-1042.94,8.67,-8.97,-21.69,82.47,483.58,22.108,23.01,23.87,21.75
0.94,40.3,-0.063,-0.027000000000000003,21.781,-362.32,96.33,-1023.9,1.67,-5.07,-5.04,82.47,483.44,22.119,22.95,23.72,21.62
0.95,40.31,-0.048,-0.027999999999999997,21.781999999999996,-376.67,95.89,-1006.87,-15.3,4.18,8.34,82.47,483.58,22.118000000000002,23.24,23.78,21.76
0.96,40.32,-0.075,-0.025,21.785,-375.29,97.34,-999.58,-36.86,9.81,14.47,82.27,483.85,22.111,23.01,23.69,21.82
0.97,40.33,-0.067,-0.021,21.787,-357.85,101.56,-997.85,-58.47,10.32,13.52,82.78,484.12,22.101,22.98,23.65,21.85
0.98,40.33,-0.067,-0.031,21.785,-346.34,107.53,-1006.25,-72.79,7.71,3.47,82.68,484.26,22.095,23.17,23.87,21.94
0.99,40.32,-0.057999999999999996,-0.033,21.784000000000002,-346.57,110.85,-1019.81,-78.57,9.39,-12.68,82.52,484.12,22.096,23.01,23.93,21.88
1.0,40.32,-0.063,-0.027000000000000003,21.776999999999997,-355.33,110.91,-1041.88,-72.59,13.75,-30.71,82.58,484.12,22.098000000000003,22.97,23.9,21.99
1.01,40.31,-0.073,-0.027000000000000003,21.779,-363.32,107.8,-1065.24,-57.65,18.67,-45.65,82.73,484.26,22.087,22.98,23.89,21.85
1.02,40.32,-0.067,-0.024,21.776,-360.78,100.61,-1080.32,-39.23,22.8,-53.38,82.52,484.19,22.093000000000004,22.97,23.86,21.97
1.03,40.3,-0.057999999999999996,-0.024,21.778000000000002,-344.42,93.54,-1089.4,-17.59,23.37,-51.85,82.42,484.33,22.074,23.16,23.87,21.91
1.04,40.3,-0.069,-0.033,21.784000000000002,-319.92,89.92,-1081.74,-1.55,19.06,-42.0,82.83,484.54,22.069000000000003,23.04,23.92,21.9
1.05,40.29,-0.07200000000000001,-0.034,21.788,-294.22,88.82,-1069.21,7.65,10.85,-26.33,82.17,484.26,22.072,23.08,23.92,22.03
1.06,40.28,-0.069,-0.036000000000000004,21.787,-280.56,90.18,-1053.54,5.64,3.92,-9.13,82.42,484.19,22.072,23.09,23.95,22.05
1.07,40.29,-0.066,-0.027999999999999997,21.778000000000002,-277.07,91.14,-1037.55,-7.11,3.54,5.96,82.42,484.12,22.078000000000003,23.08,23.92,22.0
1.08,40.27,-0.07200000000000001,-0.033,21.78,-275.65,96.22,-1026.19,-26.26,6.5,15.23,82.58,484.19,22.065,22.97,23.89,22.25
1.09,40.27,-0.064,-0.021,21.781,-264.77,101.76,-1018.18,-48.46,10.66,16.65,82.98,484.26,22.061999999999998,23.06,23.95,21.9
1.1,40.28,-0.07200000000000001,-0.021,21.776999999999997,-251.75,104.76,-1021.17,-66.21,11.25,8.77,83.33,484.4,22.06,23.04,23.89,21.99
1.11,40.26,-0.06,-0.031,21.781,-240.97,106.68,-1027.63,-77.25,9.83,-4.81,83.49,484.4,22.053,23.04,23.83,21.91
1.12,40.26,-0.06,-0.027999999999999997,21.78,-242.81,105.97,-1048.01,-75.79,10.57,-22.09,83.59,484.06,22.068,22.98,23.78,21.94
1.13,40.26,-0.067,-0.031,21.785,-252.61,104.15,-1064.21,-66.77,12.86,-38.26,83.33,484.19,22.061999999999998,22.85,23.62,21.88
1.14,40.25,-0.064,-0.027000000000000003,21.771,-265.91,101.8,-1083.53,-47.72,13.4,-49.47,83.18,484.26,22.054000000000002,22.93,23.79,21.94
1.15,40.27,-0.07200000000000001,-0.031,21.789,-272.52,99.64,-1091.48,-26.08,13.03,-52.06,83.13,484.4,22.055,22.95,23.79,21.84
1.16,40.27,-0.067,-0.024,21.776,-273.35,95.95,-1085.11,-7.33,9.6,-46.07,83.38,484.33,22.061,23.09,23.78,21.84
1.17,40.27,-0.07,-0.021,21.776999999999997,-271.38,95.61,-1073.45,6.38,3.45,-32.5,83.79,484.19,22.066999999999997,22.93,23.81,21.82
1.18,40.28,-0.07,-0.027999999999999997,21.784000000000002,-277.29,93.68,-1051.56,7.72,-0.25,-15.98,83.79,484.19,22.072,22.93,24.01,21.87
6.29,40.27,-0.07,-0.027999999999999997,22.322,-76.93,2.83,-157.54,-77.74,-10.99,18.66,82.98,474.62,22.511999999999997,22.85,23.25,21.56
6.3,40.27,-0.079,-0.033,22.322,-97.34,2.57,-163.97,-91.42,-14.11,6.83,83.03,474.69,22.506,22.93,23.21,21.52
6.31,40.25,-0.066,-0.025,22.311,-133.83,2.25,-173.55,-96.9,-9.75,-10.4,82.98,474.35,22.511999999999997,23.01,23.18,21.5
6.32,40.25,-0.07,-0.027000000000000003,22.320999999999998,-173.3,-0.38,-184.49,-93.29,0.3,-28.63,82.98,473.46,22.557,22.92,23.14,21.44
6.33,40.24,-0.075,-0.027999999999999997,22.314,-202.55,-3.49,-198.74,-80.89,8.31,-42.51,82.88,472.98,22.572,22.9,23.1,21.38
6.34,40.23,-0.07200000000000001,-0.034,22.32,-217.57,-4.27,-209.28,-63.48,16.98,-50.23,82.88,472.5,22.592,23.06,23.27,21.34
6.35,40.23,-0.063,-0.033,22.326,-214.46,-4.49,-213.49,-44.64,19.25,-49.84,82.83,472.23,22.605,22.87,23.1,21.47
6.36,40.24,-0.06,-0.031,22.315,-196.7,-4.06,-208.83,-27.62,18.58,-41.05,82.88,472.16,22.614,22.77,23.16,21.49
6.37,40.27,-0.069,-0.024,22.322,-170.59,0.2,-194.99,-18.25,13.63,-25.81,82.78,472.16,22.627,22.81,23.24,21.56
6.38,40.26,-0.07,-0.027999999999999997,22.324,-145.78,-0.37,-176.28,-18.7,9.29,-7.97,82.88,472.09,22.628,22.81,23.24,21.59
6.39,40.27,-0.073,-0.031,22.320999999999998,-130.27,1.54,-160.59,-28.32,2.03,7.37,82.93,472.23,22.625999999999998,22.87,23.33,21.64
6.4,40.28,-0.07,-0.027999999999999997,22.322,-121.59,-0.43,-146.79,-47.44,-6.33,18.45,82.83,472.29,22.628,23.12,23.41,21.69
6.41,40.29,-0.066,-0.025,22.320999999999998,-128.07,1.02,-151.11,-65.29,-11.16,21.08,82.93,472.16,22.638,23.04,23.39,21.52
6.42,40.29,-0.067,-0.022000000000000002,22.319000000000003,-149.86,1.14,-153.11,-83.27,-9.89,14.72,82.93,472.23,22.634,22.92,23.19,21.69
6.43,40.29,-0.07200000000000001,-0.033,22.322,-182.2,1.09,-162.76,-94.42,-4.45,0.7,82.88,472.02,22.644000000000002,22.92,23.33,21.41
6.44,40.29,-0.06,-0.024,22.32,-210.35,0.11,-171.93,-97.19,8.02,-16.11,82.88,471.88,22.651,22.93,23.25,21.43
6.45,40.29,-0.07,-0.022000000000000002,22.316999999999997,-226.51,-3.9,-189.85,-89.62,19.98,-32.49,82.83,472.02,22.647,22.82,23.21,21.37
6.46,40.28,-0.069,-0.031,22.319000000000003,-225.74,-5.4,-205.14,-76.17,24.58,-44.32,83.03,472.43,22.622,22.82,23.11,21.52
6.47,40.28,-0.079,-0.018000000000000002,22.316,-210.77,-5.95,-217.42,-57.8,24.5,-49.56,82.58,472.91,22.599,22.82,23.18,21.38
6.48,40.29,-0.07,-0.024,22.322,-187.99,-3.9,-224.37,-37.79,18.86,-46.88,82.83,473.59,22.569000000000003,22.87,23.3,21.29
6.49,40.29,-0.063,-0.012,22.316999999999997,-163.48,-0.3,-214.33,-23.39,12.57,-36.76,82.52,473.66,22.568,22.9,23.27,21.59
6.5,40.3,-0.064,-0.04,22.323,-142.07,2.71,-196.29,-16.41,4.7,-20.82,82.93,473.46,22.586,22.92,23.19,21.56
6.51,40.32,-0.073,-0.021,22.316999999999997,-127.58,3.55,-173.7,-20.55,0.51,-3.6,83.38,473.12,22.61,22.9,23.33,21.53
6.52,40.32,-0.067,-0.033,22.324,-122.5,2.83,-161.93,-32.26,-4.08,11.26,83.64,472.64,22.636,22.95,23.3,21.53
6.53,40.34,-0.061,-0.031,22.323,-125.95,3.65,-154.5,-50.47,-7.66,20.26,83.44,472.43,22.653000000000002,22.97,23.35,21.64
6.54,40.35,-0.057999999999999996,-0.03,22.326,-139.73,1.66,-157.01,-69.58,-9.66,20.82,83.69,472.57,22.654,23.06,23.27,21.56
6.55,40.37,-0.066,-0.025,22.316999999999997,-163.58,1.1,-161.05,-85.82,-7.94,12.42,83.33,472.29,22.678,22.89,23.33,21.53
6.56,40.37,-0.075,-0.025,22.323,-195.52,-1.91,-166.85,-95.6,0.32,-3.83,83.28,472.29,22.675,22.92,23.27,21.5
6.57,40.37,-0.067,-0.031,22.326999999999998,-220.56,-4.51,-177.02,-95.42,10.33,-21.38,83.28,472.29,22.678,22.89,23.25,21.46
6.58,40.37,-0.069,-0.03,22.328000000000003,-232.97,-7.07,-189.85,-86.55,17.77,-36.77,83.18,472.43,22.674,22.85,23.22,21.46
6.59,40.37,-0.07,-0.018000000000000002,22.32,-231.41,-8.33,-202.39,-70.7,20.45,-47.27,83.28,472.71,22.656,22.87,23.22,21.43
6.6,40.36,-0.073,-0.021,22.331,-215.6,-5.66,-206.72,-52.58,19.34,-49.36,83.13,473.18,22.63,22.93,23.19,21.46
6.61,40.36,-0.067,-0.022000000000000002,22.325,-194.17,0.44,-201.99,-34.62,15.25,-44.3,83.13,473.39,22.62,22.87,23.14,21.47
6.62,40.34,-0.067,-0.025,22.320999999999998,-171.96,3.67,-191.8,-21.22,9.82,-32.14,82.98,473.05,22.625999999999998,22.84,23.18,21.47
6.63,40.34,-0.069,-0.036000000000000004,22.329,-149.56,4.07,-175.65,-17.07,6.56,-15.19,83.08,472.57,22.649,22.81,23.11,21.72
6.64,40.34,-0.07200000000000001,-0.027999999999999997,22.322,-133.81,3.02,-159.74,-23.51,3.04,1.61,83.13,471.95,22.679000000000002,22.79,23.35,21.56
6.65,40.33,-0.067,-0.036000000000000004,22.333000000000002,-124.97,0.01,-151.67,-38.12,-0.8,15.0,82.98,471.75,22.683000000000003,23.01,23.18,21.56
6.66,40.33,-0.066,-0.024,22.322,-128.16,-2.95,-151.27,-57.13,-4.07,21.02,82.98,471.75,22.683000000000003,22.93,23.18,21.61
6.67,40.33,-0.076,-0.03,22.322,-139.32,-3.34,-154.55,-75.81,-5.73,18.81,82.93,472.09,22.666999999999998,22.95,23.27,21.56
6.68,40.34,-0.069,-0.027999999999999997,22.32,-159.71,-3.79,-155.24,-92.04,-3.21,8.11,82.83,472.29,22.66,22.95,23.28,21.47
10.79,40.28,-0.075,-0.039,22.180999999999997,-312.32,11.13,-407.32,-8.96,15.69,-35.11,83.59,474.82,22.505,23.3,22.77,22.0
10.8,40.27,-0.069,-0.04,22.186999999999998,-290.01,11.2,-390.4,-8.34,12.13,-17.76,83.64,474.62,22.51,23.2,22.73,22.13
10.81,40.27,-0.07,-0.027000000000000003,22.178,-265.75,10.67,-382.08,-15.84,16.05,-0.45,83.84,474.48,22.516,23.35,22.7,22.22
10.82,40.26,-0.07200000000000001,-0.034,22.177,-240.5,11.73,-372.29,-33.19,11.28,12.98,83.64,474.69,22.500999999999998,23.51,22.99,22.08
10.83,40.26,-0.069,-0.053,22.186999999999998,-221.02,15.07,-367.55,-53.24,5.0,18.51,83.49,475.3,22.471999999999998,23.31,22.99,22.35
10.84,40.26,-0.066,-0.027999999999999997,22.177,-214.45,18.85,-365.93,-72.82,-2.3,14.84,83.49,475.92,22.443,23.33,22.94,22.23
10.85,40.25,-0.040999999999999995,-0.037000000000000005,22.18,-225.56,21.51,-372.23,-84.78,-5.11,2.87,83.49,476.19,22.428,23.36,22.88,22.2
10.86,40.25,-0.075,-0.027000000000000003,22.17,-250.35,24.66,-383.09,-88.17,-1.49,-14.28,83.33,476.4,22.418000000000003,23.28,22.9,21.97
10.87,40.27,-0.064,-0.034,22.175,-277.99,24.28,-396.98,-82.59,3.28,-32.16,83.94,475.99,22.445,23.36,22.88,22.03
10.88,40.26,-0.063,-0.034,22.179000000000002,-300.29,19.78,-413.95,-68.39,8.25,-45.95,83.59,475.85,22.445999999999998,23.41,22.88,22.02
10.89,40.26,-0.07,-0.03,22.159000000000002,-313.77,15.32,-425.77,-49.84,13.55,-53.03,83.69,475.51,22.465,23.28,22.85,22.05
10.9,40.27,-0.073,-0.025,22.173000000000002,-315.87,12.29,-425.39,-30.92,17.0,-52.21,83.44,475.3,22.476999999999997,23.3,22.93,22.06
10.91,40.27,-0.061,-0.033,22.176,-305.93,11.5,-416.08,-15.7,17.0,-42.67,83.38,475.1,22.49,23.28,22.94,21.9
10.92,40.28,-0.075,-0.031,22.18,-285.77,10.99,-399.49,-8.94,14.14,-26.76,83.49,474.96,22.499000000000002,23.41,22.97,22.08
