ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.16,40.31,-0.07200000000000001,-0.03,25.483,22.36,76.07,-1103.06,42.92,-32.16,64.89,82.63,412.6,25.923000000000002,30.13,30.26,28.56
0.17,40.31,-0.073,-0.034,25.484,9.27,77.82,-1072.0,25.31,-28.69,76.48,82.63,412.53,25.925,30.04,30.21,28.51
0.18,40.31,-0.076,-0.033,25.482,4.79,78.16,-1036.03,6.35,-26.17,82.96,82.17,412.53,25.925,30.12,30.41,28.74
0.19,40.31,-0.067,-0.031,25.480999999999998,0.12,75.14,-1002.02,-10.01,-22.35,82.64,82.88,412.87,25.906,30.12,30.47,28.88
0.2,40.3,-0.073,-0.04,25.487,-11.33,69.61,-978.47,-20.33,-12.41,75.27,82.93,413.01,25.889,30.1,30.38,28.57
0.21,40.3,-0.064,-0.04,25.487,-20.04,64.85,-965.81,-22.76,0.97,63.59,83.23,413.01,25.892,30.1,30.55,28.69
0.22,40.29,-0.075,-0.034,25.486,-11.68,58.03,-975.06,-16.79,13.04,52.55,83.38,413.14,25.874000000000002,30.12,30.41,28.66
0.23,40.29,-0.066,-0.03,25.483,12.72,52.0,-996.27,-5.52,20.07,42.7,83.28,413.14,25.871,30.05,30.33,28.59
0.24,40.29,-0.067,-0.031,25.487,43.76,50.95,-1030.74,11.08,21.76,34.68,83.28,413.21,25.87,30.05,30.4,28.51
0.25,40.3,-0.07200000000000001,-0.04,25.483,80.2,52.07,-1069.38,30.16,15.98,31.19,83.84,413.21,25.879,30.01,30.41,28.63
0.26,40.3,-0.064,-0.039,25.486,109.01,56.5,-1101.22,47.41,5.82,31.11,83.74,413.21,25.875999999999998,29.99,30.16,28.65
0.27,40.29,-0.066,-0.039,25.486,126.82,62.22,-1123.35,59.81,-5.36,35.49,84.14,412.94,25.886999999999997,29.94,30.19,28.63
0.28,40.3,-0.067,-0.037000000000000005,25.489,131.82,67.76,-1133.56,64.5,-15.55,43.57,84.04,412.8,25.898000000000003,29.91,30.21,28.69
0.29,40.29,-0.08,-0.033,25.476,129.01,71.03,-1133.81,61.94,-22.36,54.73,83.74,412.67,25.904,29.91,30.19,28.57
0.3,40.3,-0.069,-0.039,25.486,126.63,72.17,-1123.01,51.64,-25.84,67.7,83.64,412.53,25.916,29.91,30.29,28.79
0.31,40.29,-0.07200000000000001,-0.034,25.478,125.58,70.35,-1096.44,34.0,-28.96,79.38,83.74,412.6,25.908,30.01,30.18,28.77
0.32,40.3,-0.076,-0.039,25.484,122.89,67.23,-1059.15,12.87,-30.77,86.61,84.04,412.67,25.906999999999996,29.91,30.13,28.77
0.33,40.29,-0.066,-0.04,25.491999999999997,111.51,67.68,-1022.26,-4.71,-31.39,86.87,84.3,412.8,25.892,29.93,30.23,28.83
0.34,40.28,-0.076,-0.034,25.482,88.54,68.2,-991.36,-16.75,-26.99,80.12,84.4,412.73,25.894000000000002,29.96,30.32,28.79
0.35,40.29,-0.07200000000000001,-0.036000000000000004,25.487,60.72,69.67,-972.97,-20.58,-16.92,68.5,84.55,412.87,25.888,30.09,30.21,28.75
0.36,40.28,-0.073,-0.037000000000000005,25.483,39.34,67.8,-965.25,-17.96,-2.33,55.48,84.3,412.94,25.881,30.04,30.18,28.77
0.37,40.29,-0.083,-0.031,25.489,34.97,65.92,-974.3,-8.74,8.84,43.51,83.99,412.87,25.888,30.17,30.18,28.71
0.38,40.27,-0.069,-0.039,25.491999999999997,48.17,60.07,-995.92,4.25,16.71,34.88,83.79,412.94,25.875,29.93,30.18,28.69
0.39,40.26,-0.064,-0.033,25.484,74.03,56.15,-1031.04,21.64,16.36,30.06,83.69,412.8,25.875,29.88,29.98,28.62
0.4,40.27,-0.066,-0.037000000000000005,25.485,100.46,55.08,-1063.88,37.86,10.32,28.66,83.64,412.8,25.881,29.91,30.29,28.65
0.41,40.28,-0.055999999999999994,-0.034,25.484,122.67,55.95,-1098.97,53.52,-3.85,31.43,83.54,412.46,25.908,29.88,30.1,28.62
0.42,40.28,-0.07,-0.031,25.480999999999998,127.23,58.05,-1116.69,61.04,-20.44,37.26,83.44,412.39,25.912,30.1,30.07,28.92
0.43,40.28,-0.073,-0.04,25.487,110.66,64.3,-1126.37,63.28,-37.13,44.93,83.49,412.12,25.932,29.83,30.12,28.68
0.44,40.29,-0.076,-0.021,25.476999999999997,69.29,70.15,-1119.38,57.32,-45.74,53.07,83.33,411.91,25.951,30.07,30.33,28.68
0.45,40.3,-0.076,-0.031,25.485,16.28,74.08,-1098.47,44.27,-44.79,61.13,83.18,411.85,25.965,29.91,30.01,28.66
0.46,40.33,-0.07200000000000001,-0.027000000000000003,25.483,-26.86,76.43,-1068.37,26.53,-35.88,69.88,83.49,411.98,25.971,30.15,30.06,28.88
0.47,40.35,-0.069,-0.03,25.480999999999998,-53.88,75.39,-1037.1,7.84,-28.27,76.08,83.33,412.19,25.973000000000003,30.05,30.04,28.75
0.48,40.37,-0.07,-0.04,25.489,-64.11,70.36,-1010.54,-8.66,-20.73,78.07,82.73,412.67,25.951999999999998,30.09,30.1,28.6
0.49,40.38,-0.063,-0.036000000000000004,25.485,-71.12,61.83,-991.07,-20.56,-15.47,72.9,82.63,412.67,25.961,30.17,30.07,28.79
0.5,40.39,-0.067,-0.04,25.489,-81.52,50.15,-982.28,-23.6,-7.35,61.63,82.88,412.94,25.95,30.1,30.15,28.62
0.51,40.38,-0.066,-0.034,25.482,-92.55,39.9,-979.19,-19.62,1.8,47.56,82.93,413.08,25.935,30.12,30.23,28.82
0.52,40.39,-0.064,-0.03,25.485,-92.02,33.94,-989.36,-8.12,13.71,35.57,82.78,413.14,25.936999999999998,30.17,30.1,28.68
0.53,40.37,-0.077,-0.033,25.484,-76.06,35.76,-1014.2,9.5,22.14,27.57,82.93,413.14,25.921999999999997,30.12,30.1,28.75
0.54,40.36,-0.07200000000000001,-0.04,25.489,-39.96,42.45,-1043.47,28.54,26.46,25.91,82.73,413.21,25.912,29.99,30.1,28.74
0.55,40.35,-0.07200000000000001,-0.034,25.478,10.68,51.7,-1077.44,47.03,22.33,30.19,82.93,413.14,25.91,30.07,30.12,28.94
0.56,40.35,-0.07,-0.034,25.482,62.21,60.18,-1103.75,59.87,10.93,38.3,82.73,413.08,25.914,30.02,30.12,28.77
0.57,40.34,-0.07,-0.024,25.48,101.81,67.01,-1120.77,65.67,-4.86,48.57,82.73,412.87,25.921,30.04,30.13,28.8
0.58,40.32,-0.07,-0.027000000000000003,25.483,123.37,69.65,-1127.26,63.69,-19.04,59.9,82.88,412.8,25.916,30.04,30.15,28.82
0.59,40.32,-0.069,-0.034,25.5,125.62,69.42,-1117.42,53.01,-30.4,70.27,82.73,412.6,25.929000000000002,30.07,29.98,28.88
0.6,40.31,-0.07,-0.034,25.488000000000003,114.01,69.75,-1094.21,36.88,-37.47,78.63,82.83,412.67,25.916,30.01,30.13,28.75
0.61,40.3,-0.07,-0.036000000000000004,25.487,91.02,68.0,-1056.79,16.1,-44.25,82.79,82.78,412.53,25.919,30.04,30.12,28.83
0.62,40.3,-0.069,-0.033,25.478,50.73,64.9,-1023.03,-1.79,-46.69,80.4,82.78,412.6,25.910999999999998,30.05,30.15,28.85
0.63,40.29,-0.066,-0.04,25.49,-4.91,65.53,-987.86,-15.84,-38.06,71.63,82.58,412.53,25.91,30.02,30.15,28.88
0.64,40.27,-0.073,-0.033,25.484,-61.16,61.96,-965.55,-23.16,-19.11,59.62,82.78,412.39,25.909000000000002,30.02,30.19,28.83
0.65,40.26,-0.07,-0.039,25.488000000000003,-89.87,60.09,-959.43,-21.5,5.17,49.28,82.68,412.39,25.903000000000002,30.09,30.18,28.83
0.66,40.26,-0.067,-0.037000000000000005,25.480999999999998,-79.46,57.55,-969.43,-12.54,25.64,42.25,82.68,412.67,25.883000000000003,29.9,30.23,28.82
0.67,40.26,-0.075,-0.031,25.480999999999998,-32.78,57.79,-995.31,2.33,33.44,38.35,82.68,412.67,25.883000000000003,30.13,30.15,28.79
0.68,40.25,-0.073,-0.037000000000000005,25.480999999999998,29.88,57.5,-1031.16,20.55,29.54,36.03,82.68,412.87,25.866999999999997,30.01,30.43,28.79
0.69,40.27,-0.073,-0.036000000000000004,25.480999999999998,80.89,58.47,-1071.91,38.86,10.9,33.81,82.73,412.94,25.872,29.94,30.32,28.79
0.7,40.28,-0.07200000000000001,-0.037000000000000005,25.48,105.93,61.46,-1101.74,52.93,-7.98,33.22,82.73,413.01,25.874000000000002,29.94,30.27,28.8
0.71,40.3,-0.07200000000000001,-0.027999999999999997,25.478,93.34,63.52,-1119.5,60.42,-28.32,33.91,82.78,412.8,25.904,29.98,30.07,29.03
0.72,40.31,-0.066,-0.04,25.480999999999998,52.43,65.61,-1128.97,61.17,-39.38,38.3,82.88,412.53,25.928,29.96,30.1,28.97
0.73,40.33,-0.063,-0.04,25.480999999999998,3.38,70.25,-1122.02,55.14,-38.8,47.17,82.93,412.32,25.953000000000003,29.88,30.19,28.62
0.74,40.35,-0.067,-0.036000000000000004,25.483,-35.63,76.14,-1107.05,44.43,-26.11,59.29,82.88,412.32,25.962,30.12,30.38,28.85
0.75,40.35,-0.064,-0.027000000000000003,25.474,-42.92,79.13,-1074.48,26.59,-16.96,73.81,82.83,412.6,25.947,29.93,30.13,28.91
0.76,40.35,-0.07,-0.027000000000000003,25.476,-23.05,80.87,-1038.37,8.04,-7.78,85.13,82.32,412.8,25.934,29.94,30.38,28.75
0.77,40.35,-0.095,-0.04,25.485,10.71,78.7,-1006.89,-8.1,-6.22,89.77,82.83,413.14,25.91,29.9,30.35,28.83
0.78,40.35,-0.077,-0.036000000000000004,25.480999999999998,38.43,75.08,-983.06,-19.01,-6.03,85.53,82.78,413.55,25.886999999999997,29.91,30.27,28.59
0.79,40.36,-0.069,-0.037000000000000005,25.480999999999998,49.23,70.31,-969.85,-22.89,-0.94,72.93,82.83,413.62,25.889,29.99,30.32,28.83
0.8,40.35,-0.073,-0.037000000000000005,25.480999999999998,53.63,61.5,-976.38,-18.02,1.21,57.71,82.93,413.83,25.87,29.94,30.24,28.69
0.81,40.36,-0.066,-0.037000000000000005,25.480999999999998,53.85,56.24,-991.64,-7.55,3.96,42.45,82.52,413.76,25.877,29.99,30.26,28.74
0.82,40.35,-0.066,-0.034,25.476,53.96,53.77,-1020.64,8.34,4.46,30.46,82.93,413.62,25.88,30.01,30.23,28.72
0.83,40.35,-0.066,-0.033,25.48,54.37,55.48,-1054.62,26.99,5.74,23.33,82.73,413.49,25.889,30.01,30.13,28.89
0.84,40.34,-0.07200000000000001,-0.037000000000000005,25.48,58.4,63.44,-1088.6,45.32,4.15,22.64,82.63,413.35,25.894000000000002,30.01,30.21,28.66
0.85,40.34,-0.07,-0.039,25.478,70.79,69.16,-1115.87,58.68,-1.42,29.18,82.98,413.08,25.910999999999998,30.2,30.24,28.75
0.86,40.34,-0.064,-0.03,25.480999999999998,83.57,75.32,-1133.82,65.35,-8.6,39.96,82.83,412.87,25.924,30.07,30.27,28.8
0.87,40.34,-0.069,-0.037000000000000005,25.474,95.32,80.08,-1138.77,63.58,-16.74,53.51,82.88,412.87,25.924,30.09,30.27,28.8
0.88,40.33,-0.067,-0.031,25.483,102.48,80.42,-1130.54,54.05,-22.39,67.23,82.78,412.6,25.935,30.09,30.23,28.79
0.89,40.33,-0.067,-0.031,25.476999999999997,108.16,77.25,-1108.87,37.51,-30.2,79.47,82.68,412.6,25.935,30.05,30.24,28.89
0.9,40.33,-0.057999999999999996,-0.034,25.496,102.57,76.22,-1073.34,17.68,-35.5,86.22,82.78,412.67,25.930999999999997,29.96,30.24,28.77
0.91,40.33,-0.067,-0.034,25.484,82.8,72.45,-1031.93,-2.39,-38.11,85.9,82.73,412.67,25.928,30.04,30.21,28.8
0.92,40.32,-0.07,-0.037000000000000005,25.491,44.47,69.56,-998.18,-16.72,-30.51,77.89,82.73,412.67,25.925,30.04,30.24,28.82
0.93,40.31,-0.07,-0.034,25.486,8.12,69.55,-974.66,-22.94,-17.17,66.95,82.73,412.73,25.915,30.07,30.15,28.75
0.94,40.31,-0.069,-0.037000000000000005,25.480999999999998,-15.74,68.38,-970.08,-19.88,-0.04,54.59,82.78,412.8,25.906999999999996,30.01,30.19,28.65
0.95,40.32,-0.069,-0.033,25.484,-12.01,65.12,-974.95,-12.0,12.7,45.04,82.93,413.01,25.901,30.25,30.23,28.72
0.96,40.33,-0.073,-0.031,25.479,10.42,60.56,-997.04,1.64,19.79,37.0,83.23,413.08,25.901999999999997,30.05,30.24,28.74
0.97,40.33,-0.07200000000000001,-0.037000000000000005,25.48,38.93,60.95,-1029.08,18.34,17.84,30.51,83.23,413.14,25.901,30.02,30.04,28.82
0.98,40.35,-0.069,-0.034,25.482,67.52,61.91,-1067.8,37.15,10.54,28.29,83.13,413.14,25.91,29.96,30.3,28.74
0.99,40.34,-0.073,-0.039,25.486,83.57,67.75,-1098.32,53.01,-1.89,28.82,83.13,413.08,25.910999999999998,29.88,30.24,28.62
1.0,40.37,-0.069,-0.04,25.485,85.8,71.29,-1117.64,60.97,-16.3,33.6,82.98,412.94,25.935,29.96,30.26,28.74
1.01,40.36,-0.075,-0.037000000000000005,25.483,69.28,75.37,-1131.44,65.04,-28.73,41.29,82.98,413.01,25.928,29.8,30.13,28.68
1.02,40.37,-0.075,-0.027000000000000003,25.478,44.22,77.13,-1127.2,59.28,-32.17,51.88,83.44,412.73,25.951,29.82,30.19,28.65
1.03,40.37,-0.05,-0.04,25.483,21.86,78.32,-1110.47,46.93,-29.17,64.19,83.89,412.67,25.955,30.02,30.3,28.8
1.04,40.37,-0.075,-0.036000000000000004,25.483,14.09,77.18,-1080.47,28.46,-25.03,76.43,84.14,412.87,25.941999999999997,29.82,30.12,28.69
1.05,40.36,-0.077,-0.03,25.480999999999998,14.75,74.68,-1048.9,9.8,-24.55,84.15,83.74,413.01,25.928,29.88,30.13,29.0
1.06,40.36,-0.066,-0.037000000000000005,25.483,11.85,72.41,-1012.43,-8.67,-21.57,84.14,83.74,413.08,25.923000000000002,29.93,30.26,28.71
1.07,40.35,-0.076,-0.033,25.48,3.27,65.98,-992.45,-19.57,-17.19,77.67,83.79,413.14,25.91,29.9,30.26,28.75
1.08,40.34,-0.066,-0.024,25.478,-10.36,60.39,-977.29,-23.31,-9.3,65.76,83.89,413.35,25.894000000000002,30.05,30.27,28.8
1.09,40.35,-0.075,-0.033,25.484,-22.55,53.79,-977.58,-18.67,0.49,51.51,84.09,413.42,25.896,29.91,30.26,28.68
1.1,40.35,-0.07,-0.039,25.484,-24.93,49.31,-987.91,-8.18,10.39,38.61,84.45,413.35,25.897,29.96,30.32,28.69
1.11,40.34,-0.069,-0.034,25.482,-14.9,46.14,-1012.81,7.44,15.7,29.37,84.35,413.42,25.886999999999997,29.96,30.27,28.74
1.12,40.33,-0.077,-0.034,25.482,6.27,46.47,-1046.31,25.38,19.26,24.88,84.35,413.14,25.901,29.94,30.27,28.72
1.13,40.34,-0.073,-0.033,25.48,38.01,52.3,-1079.36,43.52,15.62,26.4,84.09,413.21,25.903000000000002,30.01,30.26,28.72
1.14,40.34,-0.07,-0.034,25.482,74.58,57.33,-1108.06,57.1,7.09,33.68,84.3,413.14,25.906999999999996,29.91,30.3,28.68
1.15,40.34,-0.064,-0.034,25.478,100.98,64.99,-1124.36,64.08,-6.83,43.43,84.55,413.14,25.904,29.91,30.3,28.79
1.16,40.34,-0.073,-0.04,25.487,118.24,69.77,-1130.22,63.29,-18.26,55.54,84.85,413.14,25.906999999999996,29.93,30.3,28.77
1.17,40.35,-0.07,-0.033,25.482,122.7,72.88,-1120.58,53.88,-27.72,67.78,84.75,413.21,25.909000000000002,29.9,30.32,28.77
1.18,40.34,-0.07,-0.034,25.48,115.6,75.31,-1098.78,38.42,-38.43,77.51,84.7,413.01,25.916,30.07,30.29,28.83
1.19,40.35,-0.073,-0.039,25.482,93.4,73.61,-1067.3,19.76,-46.13,82.55,84.4,413.14,25.913,29.93,30.36,28.72
1.2,40.34,-0.066,-0.031,25.483,51.24,70.44,-1027.3,0.07,-47.48,80.69,84.4,413.14,25.906999999999996,29.9,30.23,28.79
1.21,40.35,-0.073,-0.039,25.486,-4.84,66.19,-993.82,-14.79,-37.33,72.34,84.7,413.08,25.916999999999998,29.98,30.21,28.77
6.32,40.37,-0.069,-0.03,26.131999999999998,-87.2,5.73,-270.1,30.54,-0.24,15.77,82.37,405.83,26.389,29.08,30.07,28.21
6.33,40.37,-0.077,-0.034,26.128,-76.16,5.93,-275.71,37.2,-2.96,26.69,82.88,405.76,26.394000000000002,28.96,30.04,28.27
6.34,40.35,-0.069,-0.027000000000000003,26.127,-58.19,8.48,-269.77,37.2,-5.11,40.96,82.47,405.76,26.385,29.05,29.96,28.24
6.35,40.35,-0.07,-0.037000000000000005,26.133000000000003,-33.13,9.93,-251.29,29.29,-8.13,56.88,82.78,406.24,26.353,29.08,30.1,28.25
6.36,40.35,-0.067,-0.046,26.135,0.22,9.85,-222.09,14.29,-13.8,72.2,82.98,406.58,26.331,29.04,30.09,28.27
6.37,40.34,-0.063,-0.037000000000000005,26.127,31.47,9.98,-182.3,-5.39,-24.84,83.05,83.18,406.99,26.299,29.07,30.13,28.25
6.38,40.34,-0.069,-0.03,26.14,46.09,10.9,-147.75,-22.78,-33.09,85.92,83.33,407.26,26.281,29.15,30.12,28.25
6.39,40.34,-0.07200000000000001,-0.04,26.142,37.53,9.63,-119.53,-36.37,-33.31,80.15,83.18,406.85,26.305,29.08,29.99,28.13
6.4,40.33,-0.076,-0.04,26.136,13.46,11.68,-101.08,-43.4,-25.96,68.57,83.18,406.37,26.331999999999997,28.99,30.12,28.21
6.41,40.33,-0.066,-0.04,26.138,-17.93,8.31,-96.31,-43.86,-14.92,53.64,83.33,405.76,26.372,29.01,30.13,28.24
6.42,40.33,-0.075,-0.033,26.136,-41.58,-0.07,-100.7,-40.63,-6.18,39.6,83.74,405.35,26.399,28.96,30.12,28.16
6.43,40.33,-0.07200000000000001,-0.037000000000000005,26.135,-62.27,-5.95,-118.82,-30.82,1.13,26.49,83.84,405.35,26.396,29.12,30.09,28.13
6.44,40.33,-0.067,-0.037000000000000005,26.147,-76.04,-5.65,-142.41,-16.24,5.07,16.51,83.89,405.42,26.395,28.88,30.09,28.15
6.45,40.32,-0.075,-0.04,26.138,-82.89,-2.49,-171.39,0.4,7.76,11.21,83.84,405.49,26.384,29.02,30.06,28.18
6.46,40.32,-0.07200000000000001,-0.025,26.127,-79.39,2.95,-203.83,18.14,7.54,11.79,83.69,405.62,26.372,29.08,30.02,28.21
6.47,40.32,-0.07200000000000001,-0.021,26.129,-66.62,9.24,-229.65,31.29,2.4,18.77,83.64,405.83,26.359,29.01,30.06,28.15
6.48,40.32,-0.079,-0.034,26.131999999999998,-46.3,13.75,-242.24,37.19,-5.79,30.54,83.33,406.17,26.34,29.04,29.89,28.18
6.49,40.31,-0.07,-0.04,26.136,-23.18,14.45,-244.29,35.26,-13.57,45.17,83.28,406.31,26.322,29.01,30.04,28.21
6.5,40.3,-0.073,-0.027999999999999997,26.131999999999998,-9.47,14.6,-232.93,26.52,-24.21,58.45,83.28,406.17,26.324,28.97,30.04,28.19
6.51,40.3,-0.064,-0.049,26.142,1.75,13.41,-211.59,12.18,-31.82,70.39,83.18,405.96,26.335,29.08,30.02,28.35
6.52,40.3,-0.075,-0.06,26.142,2.92,12.0,-178.32,-6.24,-34.57,77.28,83.08,405.62,26.357,28.89,30.12,28.04
6.53,40.29,-0.055999999999999994,-0.033,26.136,-4.23,8.21,-146.53,-23.7,-34.6,78.04,83.28,405.08,26.386,29.04,30.1,28.15
6.54,40.28,-0.055999999999999994,-0.04,26.138,-22.23,4.06,-116.28,-38.44,-26.58,72.66,83.54,404.53,26.416,29.08,30.26,28.12
6.55,40.28,-0.077,-0.044000000000000004,26.138,-42.47,0.65,-94.61,-47.67,-13.71,62.72,83.89,403.71,26.473000000000003,29.04,30.16,28.06
6.56,40.29,-0.08199999999999999,-0.036000000000000004,26.135,-60.99,-1.59,-89.24,-48.29,-2.58,50.15,84.4,403.3,26.503,28.97,30.19,28.09
6.57,40.27,-0.066,-0.025,26.127,-71.88,-0.28,-98.71,-41.33,4.47,37.75,84.04,403.43,26.485,29.02,30.16,27.98
6.58,40.29,-0.075,-0.034,26.131999999999998,-80.7,2.35,-120.69,-27.46,10.94,25.58,83.79,403.84,26.467,28.99,30.15,27.83
6.59,40.28,-0.102,-0.036000000000000004,26.127,-79.71,6.21,-154.41,-9.05,13.51,17.43,83.69,404.53,26.419,29.08,30.19,27.92
6.6,40.29,-0.07200000000000001,-0.03,26.125,-73.15,10.53,-187.3,9.22,12.96,13.67,83.69,405.08,26.389,29.05,30.16,28.07
6.61,40.29,-0.07,-0.037000000000000005,26.129,-58.09,12.33,-213.66,23.31,6.9,15.87,84.4,405.9,26.336,29.04,30.16,28.07
6.62,40.3,-0.073,-0.033,26.131999999999998,-40.09,8.83,-235.47,32.37,-4.56,23.24,84.24,406.31,26.316,29.05,30.13,28.22
6.63,40.3,-0.07200000000000001,-0.034,26.125999999999998,-25.84,7.42,-243.55,34.29,-15.25,33.91,84.09,406.65,26.29,28.96,30.35,28.12
6.64,40.31,-0.064,-0.036000000000000004,26.127,-17.36,8.68,-244.66,31.46,-20.68,46.56,84.3,406.37,26.32,28.96,30.21,28.18
6.65,40.33,-0.073,-0.03,26.115,-12.67,9.64,-231.22,21.26,-21.7,59.37,84.19,406.31,26.337,28.99,30.3,28.21
6.66,40.34,-0.063,-0.037000000000000005,26.129,-6.35,10.89,-207.24,6.3,-21.35,70.62,83.89,406.17,26.349,28.97,30.24,28.22
6.67,40.34,-0.064,-0.034,26.122,7.14,13.95,-178.26,-10.44,-22.74,79.57,83.54,406.37,26.339000000000002,28.96,30.21,28.22
6.68,40.36,-0.066,-0.034,26.125999999999998,15.36,13.68,-150.95,-26.39,-21.95,81.18,83.69,406.44,26.343000000000004,29.15,30.35,28.25
6.69,40.36,-0.075,-0.034,26.124000000000002,13.56,8.66,-128.22,-39.03,-19.75,75.96,83.94,406.44,26.343000000000004,29.1,30.3,28.18
6.7,40.36,-0.067,-0.039,26.124000000000002,2.17,5.28,-112.53,-46.15,-15.82,65.06,84.09,406.51,26.339000000000002,29.08,30.29,28.25
6.71,40.36,-0.066,-0.04,26.129,-15.17,1.27,-108.23,-46.22,-11.78,50.68,84.19,406.44,26.343000000000004,29.15,30.3,28.24
10.82,40.27,-0.064,-0.04,25.92,-184.79,21.57,-312.34,-37.79,-9.3,46.79,83.23,407.4,26.224,29.12,30.16,28.03
10.83,40.27,-0.066,-0.03,25.916,-205.32,17.36,-321.81,-31.77,-5.21,31.1,83.03,407.2,26.24,29.13,30.18,28.04
10.84,40.28,-0.067,-0.039,25.916,-224.28,17.16,-345.06,-18.86,-3.85,17.18,82.98,407.06,26.252,28.89,30.35,28.04
10.85,40.27,-0.073,-0.039,25.918000000000003,-248.2,19.58,-379.24,-0.22,-2.03,5.89,83.03,406.79,26.266,28.99,30.13,27.94
10.86,40.28,-0.063,-0.034,25.912,-270.24,24.65,-414.4,18.47,0.76,0.32,82.73,406.79,26.269000000000002,28.81,30.06,27.86
10.87,40.3,-0.076,-0.027000000000000003,25.913,-281.35,26.79,-443.25,33.7,3.01,2.05,82.68,406.72,26.285999999999998,28.93,30.06,27.84
10.88,40.3,-0.08,-0.033,25.914,-275.4,28.37,-461.69,42.5,1.59,11.3,82.63,406.79,26.288,28.8,30.27,27.92
10.89,40.32,-0.067,-0.03,25.909000000000002,-260.41,31.05,-470.82,45.91,-2.6,24.39,82.78,406.79,26.296999999999997,28.81,30.18,28.21
10.9,40.33,-0.069,-0.044000000000000004,25.918000000000003,-236.49,33.96,-471.33,43.08,-4.9,40.58,82.32,406.99,26.29,28.93,30.24,28.06
10.91,40.34,-0.064,-0.037000000000000005,25.915,-209.94,37.01,-457.01,33.22,-4.24,56.2,82.73,407.33,26.274,28.85,30.13,27.95
10.92,40.35,-0.076,-0.022000000000000002,25.906,-173.34,39.12,-430.66,17.03,-4.5,70.41,82.78,407.74,26.253,28.93,30.1,28.33
10.93,40.36,-0.063,-0.018000000000000002,25.912,-134.46,39.39,-397.97,-0.82,-8.67,79.4,83.03,408.15,26.233,28.89,30.06,27.98
10.94,40.36,-0.08199999999999999,-0.037000000000000005,25.919,-105.33,36.07,-361.01,-19.93,-11.61,80.84,83.13,408.7,26.198,28.88,30.16,27.91
10.95,40.36,-0.031,-0.031,25.913,-95.68,29.54,-336.62,-32.82,-6.35,73.85,82.93,409.04,26.179000000000002,28.89,30.19,28.18
10.96,40.36,-0.07,-0.04,25.916999999999998,-94.56,24.21,-322.94,-38.44,3.6,62.19,82.98,409.38,26.154,28.99,30.12,28.03
10.97,40.37,-0.07,-0.037000000000000005,25.919,-84.93,20.82,-322.33,-36.62,12.01,50.3,82.88,409.73,26.144000000000002,28.89,30.1,28.07
10.98,40.37,-0.06,-0.037000000000000005,25.916999999999998,-65.54,17.61,-333.27,-27.95,9.42,39.49,82.83,410.14,26.115,28.89,30.09,28.09
