ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
79.56,40.26,-0.057,-0.033,21.96,-301.28,109.62,-1097.23,-4.66,21.71,-38.0,83.38,476.19,22.433000000000003,30.83,28.68,30.97
79.57,40.26,-0.05,-0.031,21.956,-265.84,113.01,-1132.11,4.0,20.19,-21.95,83.64,475.99,22.44,30.94,28.71,30.94
79.58,40.25,-0.057,-0.039,21.961,-226.86,116.95,-1158.18,3.19,13.48,-4.16,83.69,475.85,22.444000000000003,30.96,28.73,30.95
79.59,40.25,-0.057999999999999996,-0.036000000000000004,21.964000000000002,-195.45,117.88,-1167.9,-7.7,8.45,10.52,83.59,475.65,22.453000000000003,30.87,28.7,30.94
79.6,40.24,-0.061,-0.037000000000000005,21.97,-175.17,117.39,-1165.27,-24.54,3.63,19.42,83.44,475.51,22.455,30.82,28.57,30.94
79.61,40.25,-0.067,-0.034,21.965,-168.29,116.94,-1145.67,-44.45,0.37,19.93,83.23,475.44,22.463,30.77,28.68,30.89
79.62,40.26,-0.057999999999999996,-0.033,21.962,-175.0,112.51,-1123.59,-60.24,-6.12,12.39,83.13,475.51,22.462,30.71,28.68,30.92
79.63,40.27,-0.07,-0.039,21.967,-202.05,107.66,-1094.78,-71.48,-9.77,-1.85,82.88,475.65,22.464000000000002,30.58,28.62,30.94
79.64,40.29,-0.067,-0.03,21.955,-247.62,103.64,-1064.21,-73.68,-7.41,-20.44,82.78,475.58,22.475,30.71,28.74,31.0
79.65,40.3,-0.057,-0.034,21.963,-295.11,102.02,-1041.94,-66.42,-0.36,-36.77,82.88,475.92,22.465999999999998,30.63,28.7,31.0
79.66,40.3,-0.064,-0.03,21.963,-334.66,102.5,-1036.94,-50.62,5.84,-47.97,82.78,475.99,22.465999999999998,30.56,28.52,30.95
79.67,40.31,-0.061,-0.027000000000000003,21.958000000000002,-356.84,106.41,-1050.08,-30.68,14.24,-51.24,82.73,476.12,22.465,30.58,28.83,30.97
79.68,40.31,-0.067,-0.025,21.959,-353.76,109.5,-1076.47,-11.74,22.44,-45.51,82.88,476.26,22.458000000000002,30.75,28.71,30.98
79.69,40.31,-0.067,-0.03,21.959,-324.78,114.48,-1109.23,1.08,24.64,-32.19,82.98,476.26,22.458000000000002,30.88,28.62,31.09
79.7,40.31,-0.064,-0.039,21.961,-279.62,117.17,-1141.19,5.74,23.05,-14.73,83.18,476.26,22.455,30.93,28.7,31.03
79.71,40.31,-0.066,-0.044000000000000004,21.963,-233.8,120.35,-1160.75,1.17,15.72,1.99,83.18,476.33,22.455,31.2,28.71,31.11
79.72,40.32,-0.06,-0.039,21.969,-195.38,121.23,-1165.66,-12.21,8.3,15.03,82.93,476.33,22.46,31.18,28.77,31.03
79.73,40.33,-0.066,-0.034,21.965,-173.86,119.3,-1157.85,-31.26,-0.5,20.83,82.98,476.26,22.468000000000004,30.99,28.68,30.86
79.74,40.35,-0.069,-0.031,21.964000000000002,-176.05,117.52,-1135.87,-50.36,-7.93,17.38,83.28,476.33,22.473000000000003,30.94,28.46,30.85
79.75,40.35,-0.057,-0.055,21.968000000000004,-199.94,114.07,-1106.31,-65.95,-11.94,6.47,83.33,476.19,22.482,30.9,28.54,30.92
79.76,40.36,-0.063,-0.039,21.963,-243.52,109.82,-1074.27,-74.13,-10.67,-10.12,83.33,476.06,22.494,30.79,28.56,31.09
79.77,40.37,-0.077,-0.033,21.959,-293.76,105.9,-1046.85,-72.67,-3.96,-27.98,83.33,476.12,22.493000000000002,30.75,28.63,31.18
79.78,40.36,-0.066,-0.027999999999999997,21.959,-337.4,104.27,-1032.73,-60.65,4.29,-42.59,83.03,476.26,22.480999999999998,30.72,28.68,31.24
79.79,40.35,-0.057999999999999996,-0.036000000000000004,21.97,-362.44,105.54,-1032.96,-43.83,13.71,-50.36,82.88,476.33,22.473000000000003,30.71,28.57,31.09
79.8,40.35,-0.073,-0.033,21.962,-363.02,110.1,-1052.78,-23.77,21.6,-49.13,82.63,476.33,22.473000000000003,30.71,28.74,31.08
79.81,40.34,-0.066,-0.034,21.959,-342.48,114.5,-1084.2,-6.93,25.43,-40.31,83.08,476.53,22.461,30.9,28.74,31.06
79.82,40.34,-0.063,-0.031,21.956,-303.94,117.92,-1119.66,3.22,23.92,-25.43,83.49,476.4,22.465,30.96,28.77,31.08
79.83,40.32,-0.06,-0.037000000000000005,21.956,-256.35,121.89,-1146.42,3.72,16.05,-7.49,83.44,476.33,22.46,31.04,28.73,31.08
79.84,40.32,-0.063,-0.027999999999999997,21.956999999999997,-218.28,122.78,-1161.95,-4.87,6.69,8.68,83.33,476.26,22.463,30.88,28.87,31.06
79.85,40.33,-0.067,-0.037000000000000005,21.96,-200.0,120.28,-1161.22,-21.11,-1.17,18.24,83.08,476.19,22.471999999999998,31.09,28.87,31.0
79.86,40.36,-0.061,-0.031,21.962,-201.95,117.69,-1146.13,-40.62,-9.82,20.04,82.93,476.26,22.480999999999998,30.88,28.8,31.0
79.87,40.38,-0.06,-0.049,21.975,-225.69,113.36,-1120.4,-59.28,-12.8,13.23,82.73,476.33,22.491,30.87,28.79,30.98
79.88,40.4,-0.063,-0.036000000000000004,21.964000000000002,-264.94,107.62,-1091.67,-70.91,-13.69,-0.27,82.73,476.53,22.491999999999997,30.77,28.91,30.97
79.89,40.4,-0.055999999999999994,-0.039,21.969,-317.54,105.73,-1059.6,-75.25,-8.92,-18.11,82.37,476.6,22.491,30.72,28.77,30.95
79.9,40.41,-0.066,-0.037000000000000005,21.96,-365.28,101.96,-1034.74,-69.29,1.01,-35.02,82.42,476.53,22.497,30.56,28.73,30.97
79.91,40.4,-0.057,-0.037000000000000005,21.964000000000002,-399.4,105.97,-1026.27,-54.03,12.92,-47.2,82.47,476.74,22.485,30.87,28.7,31.03
79.92,40.4,-0.057999999999999996,-0.033,21.959,-408.64,107.1,-1035.73,-35.13,23.17,-51.48,82.42,476.74,22.482,30.66,28.71,31.03
79.93,40.38,-0.057999999999999996,-0.031,21.96,-389.11,113.0,-1063.33,-15.15,30.03,-46.79,82.42,476.88,22.465,30.96,28.79,31.05
79.94,40.37,-0.057999999999999996,-0.03,21.956999999999997,-346.97,117.29,-1100.62,0.55,32.89,-35.02,82.58,477.01,22.454,31.07,28.71,31.08
79.95,40.36,-0.05,-0.033,21.959,-287.26,120.67,-1136.86,7.45,27.61,-17.66,82.42,477.01,22.445999999999998,30.99,28.93,31.09
79.96,40.36,-0.057999999999999996,-0.04,21.964000000000002,-228.63,119.7,-1160.01,3.2,19.87,-0.24,82.52,476.94,22.449,31.14,28.68,31.03
79.97,40.35,-0.057,-0.031,21.96,-181.27,115.67,-1170.32,-10.13,11.66,14.22,82.58,477.01,22.443,31.09,28.91,30.86
79.98,40.34,-0.063,-0.018000000000000002,21.951,-152.37,113.65,-1161.98,-29.75,3.26,21.25,82.47,476.88,22.445,31.09,28.88,30.94
79.99,40.34,-0.07200000000000001,-0.037000000000000005,21.964000000000002,-144.44,111.31,-1143.77,-49.25,-3.95,19.67,82.42,476.81,22.445,30.9,28.85,30.98
80.0,40.33,-0.061,-0.057999999999999996,21.973000000000003,-159.93,107.82,-1117.55,-64.83,-10.69,9.45,82.47,476.74,22.445999999999998,30.79,28.74,30.95
80.01,40.33,-0.069,-0.033,21.962,-194.62,106.24,-1088.4,-73.19,-11.44,-6.17,82.47,476.53,22.453000000000003,30.87,28.4,30.91
80.02,40.32,-0.061,-0.027999999999999997,21.961,-244.57,104.41,-1057.04,-72.96,-7.74,-24.31,82.58,476.26,22.463,30.83,28.8,31.02
80.03,40.31,-0.06,-0.034,21.953000000000003,-292.24,104.24,-1038.79,-63.03,1.7,-40.06,82.42,476.33,22.455,30.83,28.54,31.05
80.04,40.31,-0.057,-0.03,21.961,-323.2,103.33,-1037.09,-46.24,13.87,-49.14,82.37,476.4,22.449,30.87,28.8,31.09
80.05,40.3,-0.054000000000000006,-0.031,21.96,-328.82,106.55,-1053.96,-26.83,24.35,-50.06,82.58,476.53,22.435,30.83,28.74,31.11
80.06,40.29,-0.063,-0.04,21.96,-302.84,110.37,-1086.7,-8.36,30.03,-41.77,82.47,476.74,22.42,31.02,28.7,31.09
80.07,40.28,-0.061,-0.037000000000000005,21.96,-254.22,111.75,-1121.45,2.52,28.95,-27.27,82.42,476.67,22.421,31.09,28.76,31.08
80.08,40.28,-0.057999999999999996,-0.033,21.96,-199.66,116.36,-1153.18,5.38,21.44,-9.67,82.42,476.53,22.427,31.28,28.82,31.02
80.09,40.28,-0.066,-0.033,21.96,-148.7,118.04,-1172.67,-1.54,12.53,7.48,82.47,476.53,22.427,31.07,28.7,30.95
80.1,40.26,-0.061,-0.04,21.962,-115.66,118.31,-1171.9,-17.44,3.94,19.06,82.58,476.53,22.416999999999998,31.01,28.65,30.98
80.11,40.27,-0.06,-0.025,21.959,-103.49,114.94,-1160.61,-36.58,-2.79,22.31,82.37,476.33,22.429000000000002,30.93,28.63,31.0
80.12,40.28,-0.06,-0.031,21.945999999999998,-109.33,113.24,-1137.13,-55.8,-6.66,17.03,82.27,476.19,22.441,30.85,28.6,30.97
80.13,40.27,-0.066,-0.034,21.965,-135.0,108.28,-1104.89,-70.36,-9.59,4.23,82.27,476.06,22.441999999999997,30.82,28.46,31.0
80.14,40.27,-0.061,-0.034,21.967,-175.14,105.65,-1072.73,-75.79,-9.23,-12.65,82.37,475.99,22.445,30.67,28.49,31.17
80.15,40.27,-0.06,-0.03,21.961,-223.02,103.19,-1044.66,-72.18,-4.43,-29.86,82.42,475.92,22.448,30.69,28.57,30.95
80.16,40.27,-0.07,-0.03,21.965,-266.06,106.5,-1034.79,-57.33,0.44,-43.46,82.47,476.06,22.444000000000003,30.61,28.62,31.02
80.17,40.28,-0.057999999999999996,-0.039,21.967,-299.22,110.6,-1042.72,-37.0,5.75,-50.19,82.37,476.06,22.45,30.64,28.63,31.05
80.18,40.28,-0.066,-0.03,21.963,-314.4,110.87,-1063.84,-18.16,10.83,-47.99,82.52,476.06,22.447,30.87,28.77,30.86
80.19,40.29,-0.06,-0.036000000000000004,21.965999999999998,-315.24,114.55,-1096.36,-2.87,13.02,-38.43,82.47,475.99,22.455,30.91,28.71,30.85
80.2,40.3,-0.061,-0.036000000000000004,21.965999999999998,-300.33,116.56,-1128.82,5.43,10.65,-22.74,82.52,475.92,22.465999999999998,31.01,28.74,31.08
80.21,40.32,-0.061,-0.031,21.965999999999998,-276.77,119.0,-1150.55,3.33,7.92,-4.44,82.63,475.78,22.486,31.31,28.77,31.06
80.22,40.34,-0.069,-0.034,21.961,-256.95,119.27,-1158.73,-7.79,6.32,10.44,82.52,475.92,22.487,31.12,28.63,31.0
80.23,40.34,-0.054000000000000006,-0.031,21.964000000000002,-241.9,120.84,-1155.85,-24.07,4.3,19.31,82.42,475.71,22.497,31.07,28.59,31.11
80.24,40.35,-0.063,-0.037000000000000005,21.962,-231.21,120.48,-1135.29,-43.77,2.73,19.95,82.52,475.85,22.496,30.9,28.56,30.92
80.25,40.34,-0.057,-0.027999999999999997,21.963,-232.23,118.76,-1107.82,-61.1,1.83,11.58,82.52,475.99,22.484,30.93,28.91,31.03
80.26,40.34,-0.063,-0.034,21.967,-243.32,114.63,-1082.96,-70.72,2.09,-2.87,82.58,475.99,22.487,30.83,28.79,30.86
80.27,40.34,-0.061,-0.022000000000000002,21.956,-263.85,109.2,-1054.42,-72.44,2.83,-20.38,82.58,476.12,22.48,30.71,28.65,30.98
80.28,40.33,-0.07,-0.034,21.967,-288.07,106.27,-1034.15,-65.59,6.1,-36.83,82.47,476.26,22.468000000000004,30.77,28.57,31.21
80.29,40.33,-0.054000000000000006,-0.027999999999999997,21.963,-307.71,105.32,-1032.34,-49.81,10.1,-47.83,82.58,476.4,22.462,30.69,28.71,30.92
80.3,40.32,-0.061,-0.036000000000000004,21.965999999999998,-315.83,106.53,-1045.81,-31.61,15.74,-50.81,82.37,476.47,22.454,30.85,28.51,31.02
80.31,40.32,-0.067,-0.033,21.96,-311.86,110.97,-1073.98,-12.67,17.06,-45.47,82.52,476.53,22.45,30.94,28.48,30.97
80.32,40.32,-0.057999999999999996,-0.031,21.962,-293.03,116.58,-1108.19,0.54,16.19,-32.47,82.83,476.47,22.451,31.1,28.48,30.89
80.33,40.32,-0.057999999999999996,-0.036000000000000004,21.965999999999998,-265.22,121.32,-1137.12,4.92,12.46,-15.13,82.63,476.26,22.461,31.07,28.65,30.73
80.34,40.32,-0.064,-0.036000000000000004,21.962,-238.93,123.75,-1156.53,0.37,6.86,2.26,82.73,476.12,22.47,30.96,28.6,30.94
80.35,40.32,-0.06,-0.034,21.961,-219.1,122.56,-1159.88,-13.45,4.04,15.13,82.58,475.99,22.476,31.04,28.62,31.09
80.36,40.32,-0.06,-0.037000000000000005,21.965999999999998,-206.31,120.01,-1150.26,-32.39,2.09,20.95,82.68,475.92,22.479,31.02,28.6,31.0
80.37,40.31,-0.048,-0.03,21.963,-203.41,115.41,-1129.01,-51.7,-0.48,17.66,82.98,475.92,22.474,30.94,28.49,31.08
80.38,40.31,-0.063,-0.034,21.961,-213.02,109.71,-1100.99,-67.49,-2.14,6.49,83.38,475.92,22.474,30.91,28.56,31.11
80.39,40.3,-0.07,-0.039,21.965,-234.06,103.59,-1074.4,-73.93,-1.26,-9.52,82.98,476.12,22.456999999999997,30.85,28.49,31.0
80.4,40.3,-0.066,-0.034,21.965,-262.47,101.11,-1049.61,-71.27,2.91,-26.98,83.08,476.12,22.456999999999997,30.8,28.52,30.98
80.41,40.29,-0.063,-0.027999999999999997,21.955,-287.68,100.83,-1032.64,-60.91,9.04,-41.31,82.93,476.19,22.445999999999998,30.74,28.56,31.0
80.42,40.28,-0.057999999999999996,-0.04,21.962,-301.72,104.93,-1032.27,-44.05,15.27,-49.16,82.83,476.26,22.44,30.75,28.56,30.88
80.43,40.28,-0.061,-0.037000000000000005,21.964000000000002,-299.44,109.48,-1055.94,-23.44,19.85,-48.55,82.93,476.4,22.433000000000003,30.87,28.65,31.11
80.44,40.26,-0.057,-0.027000000000000003,21.958000000000002,-278.25,113.76,-1092.26,-5.32,21.53,-39.13,83.38,476.26,22.43,30.93,28.66,31.0
80.45,40.26,-0.067,-0.031,21.956,-246.18,117.25,-1125.55,4.35,19.28,-24.32,84.04,476.12,22.436,31.21,28.68,30.98
80.46,40.25,-0.063,-0.039,21.963,-210.35,119.15,-1153.5,5.26,13.98,-7.17,84.5,476.06,22.434,31.26,28.73,31.0
80.47,40.25,-0.06,-0.036000000000000004,21.964000000000002,-175.96,118.0,-1165.72,-4.73,9.21,9.17,84.6,475.71,22.45,31.25,28.83,30.95
80.48,40.24,-0.064,-0.03,21.956999999999997,-152.37,113.28,-1166.52,-21.16,2.66,19.46,84.45,475.71,22.445,31.25,28.77,30.8
80.49,40.24,-0.064,-0.031,21.962,-141.4,109.35,-1151.83,-41.28,-1.58,21.81,84.09,475.65,22.448,31.12,28.73,30.92
80.5,40.24,-0.066,-0.037000000000000005,21.96,-150.05,107.01,-1125.11,-59.6,-8.33,15.19,84.04,475.51,22.451999999999998,30.87,28.7,30.91
80.51,40.24,-0.06,-0.03,21.963,-181.67,106.18,-1096.14,-71.39,-12.74,1.07,84.3,475.44,22.455,30.94,28.82,30.92
80.52,40.24,-0.057,-0.034,21.963,-226.6,104.33,-1063.6,-75.05,-11.43,-15.81,84.55,475.24,22.468000000000004,30.82,28.82,30.91
80.53,40.24,-0.06,-0.036000000000000004,21.96,-281.89,103.37,-1040.01,-68.24,-4.42,-33.38,84.7,475.24,22.465,30.75,28.77,31.08
80.54,40.25,-0.054000000000000006,-0.024,21.955,-327.36,103.77,-1031.67,-53.67,4.76,-46.34,84.55,475.37,22.464000000000002,30.75,28.77,30.64
80.55,40.25,-0.057999999999999996,-0.027000000000000003,21.96,-351.4,107.06,-1040.44,-34.6,13.9,-51.09,84.24,475.51,22.456999999999997,30.79,28.46,30.88
80.56,40.24,-0.055999999999999994,-0.024,21.955,-351.38,110.14,-1065.41,-16.01,20.56,-47.29,83.94,475.65,22.448,30.94,28.7,30.94
80.57,40.26,-0.05,-0.037000000000000005,21.964000000000002,-327.64,114.55,-1100.94,-1.21,22.36,-35.13,83.74,475.71,22.453000000000003,30.94,28.87,31.03
80.58,40.27,-0.064,-0.024,21.956999999999997,-293.9,117.79,-1132.59,4.87,18.94,-19.15,84.04,475.78,22.455,31.28,28.73,31.21
80.59,40.26,-0.066,-0.04,21.965,-256.04,119.68,-1155.25,1.69,12.46,-1.53,84.09,475.78,22.451999999999998,31.15,28.57,31.05
80.6,40.28,-0.063,-0.024,21.956999999999997,-228.37,119.77,-1163.43,-10.71,6.68,12.17,84.45,475.71,22.463,31.1,28.76,31.09
80.61,40.3,-0.055999999999999994,-0.027999999999999997,21.956999999999997,-210.11,119.32,-1156.56,-28.54,0.73,19.71,84.14,475.85,22.467,30.99,28.73,31.18
80.62,40.31,-0.061,-0.043,21.965,-207.42,115.56,-1138.81,-47.76,-4.79,18.54,83.94,475.78,22.478,31.02,28.62,31.18
80.63,40.31,-0.07,-0.03,21.961,-224.49,112.44,-1109.29,-64.82,-6.66,8.54,83.59,475.85,22.476999999999997,30.87,28.56,30.92
80.64,40.33,-0.08900000000000001,-0.027000000000000003,21.96,-257.2,109.67,-1080.87,-73.05,-7.38,-6.85,83.59,475.85,22.485,30.85,28.48,31.05
80.65,40.34,-0.063,-0.036000000000000004,21.965999999999998,-295.71,108.65,-1052.09,-72.61,-3.3,-23.94,83.33,475.99,22.484,30.82,28.59,31.05
80.66,40.33,-0.066,-0.027000000000000003,21.956,-333.94,106.93,-1033.49,-63.6,5.75,-39.54,83.03,476.06,22.478,30.8,28.54,31.02
80.67,40.33,-0.064,-0.03,21.955,-356.3,108.86,-1031.45,-47.08,15.44,-48.92,82.98,476.4,22.459,30.69,28.56,31.12
80.68,40.33,-0.064,-0.033,21.96,-357.39,112.8,-1047.72,-27.89,21.17,-49.98,83.28,476.4,22.462,30.9,28.66,30.95
80.69,40.33,-0.07,-0.027999999999999997,21.963,-338.08,115.09,-1078.43,-10.35,24.14,-42.74,83.03,476.47,22.459,31.09,28.65,31.08
80.7,40.33,-0.069,-0.036000000000000004,21.95,-301.86,116.57,-1114.5,1.07,20.88,-28.5,82.98,476.47,22.459,31.26,28.68,31.08
80.71,40.34,-0.06,-0.037000000000000005,21.965999999999998,-264.62,119.85,-1146.45,4.63,12.0,-11.01,82.98,476.26,22.474,31.29,28.65,31.06
80.72,40.36,-0.057999999999999996,-0.034,21.959,-240.88,120.13,-1159.71,-3.2,1.42,4.73,83.13,476.33,22.480999999999998,31.37,28.66,30.97
80.73,40.38,-0.057,-0.04,21.95,-234.19,120.38,-1159.98,-18.31,-5.48,16.05,83.18,476.33,22.491,31.31,28.73,31.11
80.74,40.41,-0.057999999999999996,-0.033,21.962,-245.01,119.16,-1146.28,-37.32,-7.79,19.13,83.18,476.4,22.506,31.18,28.65,30.89
80.75,40.44,-0.066,-0.03,21.956999999999997,-267.67,118.79,-1121.56,-55.93,-9.77,14.04,82.93,476.74,22.503,31.12,28.6,30.86
80.76,40.45,-0.064,-0.027000000000000003,21.96,-299.49,115.85,-1090.6,-69.79,-10.46,2.04,82.83,476.67,22.517,31.07,28.62,30.83
80.77,40.46,-0.057999999999999996,-0.036000000000000004,21.962,-339.93,112.59,-1060.84,-75.07,-7.5,-14.57,82.78,476.88,22.509,31.04,28.48,30.85
80.78,40.46,-0.061,-0.027999999999999997,21.955,-383.95,109.43,-1038.85,-69.54,-0.96,-32.08,83.03,476.94,22.506,31.14,28.7,31.02
80.79,40.45,-0.057999999999999996,-0.036000000000000004,21.965999999999998,-417.69,107.21,-1029.29,-56.83,10.11,-45.39,83.38,476.94,22.504,30.79,28.57,30.88
80.8,40.44,-0.061,-0.034,21.959,-431.7,107.68,-1034.87,-39.49,21.12,-51.67,83.64,477.01,22.493000000000002,30.85,28.59,30.86
80.81,40.43,-0.057999999999999996,-0.039,21.965,-418.44,111.57,-1057.82,-20.26,28.7,-49.16,83.69,477.15,22.478,30.91,28.62,31.02
80.82,40.42,-0.057,-0.03,21.961,-379.18,115.82,-1096.67,-3.26,33.04,-38.34,83.44,477.29,22.469,31.25,28.93,30.85
80.83,40.4,-0.063,-0.03,21.956999999999997,-323.13,119.24,-1131.68,5.25,30.95,-22.35,83.23,477.29,22.459,31.26,28.62,31.2
80.84,40.39,-0.063,-0.033,21.959,-261.16,121.76,-1154.41,3.06,24.85,-4.4,83.23,477.29,22.451,31.23,28.6,30.98
80.85,40.38,-0.06,-0.037000000000000005,21.962,-206.48,121.37,-1169.07,-6.59,18.68,10.59,83.38,477.22,22.449,31.12,28.74,30.89
80.86,40.37,-0.057999999999999996,-0.03,21.959,-159.77,119.42,-1164.54,-24.49,12.55,20.46,83.79,477.22,22.444000000000003,31.23,28.62,30.79
80.87,40.37,-0.06,-0.027999999999999997,21.959,-131.4,116.21,-1148.54,-43.89,7.32,20.95,83.84,477.15,22.445,31.2,28.73,30.85
80.88,40.35,-0.066,-0.033,21.96,-119.34,112.51,-1123.65,-61.37,0.61,13.0,83.79,477.22,22.430999999999997,31.07,28.83,30.95
80.89,40.34,-0.061,-0.024,21.953000000000003,-129.3,108.94,-1094.3,-71.87,-4.6,-1.27,83.33,477.08,22.435,30.98,28.85,31.05
80.9,40.33,-0.061,-0.02,21.955,-161.78,103.59,-1068.55,-72.68,-6.34,-19.44,83.33,477.01,22.433000000000003,30.88,28.59,31.06
80.91,40.31,-0.057999999999999996,-0.04,21.964000000000002,-203.36,101.45,-1047.63,-64.89,-2.28,-35.57,83.33,476.94,22.426,30.9,28.63,31.02
80.92,40.29,-0.06,-0.027999999999999997,21.955,-243.72,102.53,-1042.25,-49.73,5.05,-47.24,83.59,476.74,22.423000000000002,30.82,28.68,30.92
80.93,40.3,-0.044000000000000004,-0.04,21.96,-263.44,105.19,-1056.97,-29.69,15.74,-49.58,83.64,476.74,22.425,30.75,28.59,30.98
80.94,40.28,-0.054000000000000006,-0.036000000000000004,21.96,-256.49,109.6,-1084.79,-11.41,22.26,-43.02,83.54,476.67,22.421,30.9,28.76,31.06
80.95,40.26,-0.06,-0.037000000000000005,21.962,-225.14,114.54,-1119.25,1.41,23.88,-29.49,82.93,476.53,22.416999999999998,31.01,28.73,31.08
80.96,40.26,-0.066,-0.04,21.962,-180.28,116.47,-1149.87,5.43,18.15,-11.75,82.93,476.53,22.414,31.04,28.7,31.26
80.97,40.24,-0.06,-0.04,21.964000000000002,-138.99,116.79,-1170.64,-0.02,9.36,5.11,83.18,476.26,22.419,31.15,28.76,31.06
80.98,40.24,-0.063,-0.025,21.976999999999997,-113.17,115.5,-1174.34,-14.39,1.98,17.33,83.64,475.92,22.435,31.1,28.74,30.98
80.99,40.23,-0.063,-0.033,21.962,-103.15,112.99,-1163.91,-33.32,-3.93,22.49,83.84,475.92,22.43,30.91,28.73,30.98
81.0,40.24,-0.06,-0.025,21.956,-112.11,111.15,-1137.16,-53.97,-8.62,18.82,83.94,475.71,22.441999999999997,30.88,28.66,31.02
81.01,40.24,-0.064,-0.034,21.965,-136.56,105.5,-1106.5,-69.58,-10.98,8.03,83.74,475.65,22.448,30.83,28.71,30.94
81.02,40.25,-0.055999999999999994,-0.033,21.959,-180.65,104.89,-1075.3,-76.07,-11.61,-9.27,83.49,475.65,22.451,30.72,28.66,30.94
81.03,40.26,-0.063,-0.027000000000000003,21.964000000000002,-232.58,105.2,-1048.07,-72.09,-8.34,-27.18,83.33,475.78,22.45,30.71,28.63,31.03
81.04,40.27,-0.064,-0.03,21.969,-283.42,107.14,-1036.34,-58.23,-2.2,-42.02,83.28,475.78,22.455,30.74,28.65,31.03
81.05,40.27,-0.057999999999999996,-0.037000000000000005,21.97,-322.91,110.52,-1037.23,-39.86,6.43,-50.52,83.44,475.85,22.454,30.75,28.66,31.05
81.06,40.28,-0.06,-0.033,21.964000000000002,-340.81,110.17,-1058.59,-20.26,13.66,-49.4,83.38,475.99,22.45,30.87,28.71,31.06
81.07,40.3,-0.067,-0.034,21.969,-336.05,111.77,-1087.27,-4.61,19.73,-40.51,83.18,476.06,22.46,30.75,28.82,31.06
81.08,40.29,-0.051,-0.037000000000000005,21.962,-308.71,113.15,-1119.87,4.61,19.5,-24.99,83.03,475.99,22.458000000000002,31.23,28.9,31.03
81.09,40.29,-0.055999999999999994,-0.036000000000000004,21.97,-272.18,115.66,-1143.73,4.21,18.24,-7.68,82.98,475.78,22.465,31.2,28.94,31.02
81.1,40.29,-0.054000000000000006,-0.022000000000000002,21.96,-232.6,117.9,-1157.96,-4.73,12.83,8.68,83.13,475.78,22.465,31.26,28.66,31.0
81.11,40.28,-0.057999999999999996,-0.027999999999999997,21.961,-203.5,119.55,-1155.18,-21.13,8.68,18.28,83.49,475.71,22.465999999999998,31.15,28.56,31.02
81.12,40.29,-0.066,-0.037000000000000005,21.968000000000004,-183.94,121.26,-1141.95,-40.15,4.32,20.32,83.79,475.78,22.465,31.04,28.83,30.79
81.13,40.3,-0.055999999999999994,-0.03,21.965,-180.36,120.21,-1117.94,-57.53,-2.92,14.08,83.99,475.78,22.47,31.17,28.76,31.08
81.14,40.3,-0.06,-0.039,21.967,-198.56,116.07,-1090.82,-68.65,-6.3,0.11,83.79,475.85,22.47,31.23,28.57,30.89
81.15,40.31,-0.067,-0.034,21.963,-232.45,110.65,-1062.22,-72.46,-8.02,-16.84,83.49,475.71,22.480999999999998,30.82,28.52,31.06
81.16,40.3,-0.06,-0.031,21.962,-277.73,106.85,-1035.7,-67.67,-4.26,-34.38,83.38,475.85,22.471999999999998,30.94,28.56,30.89
81.17,40.3,-0.06,-0.033,21.965999999999998,-320.11,105.98,-1026.89,-53.69,1.45,-46.96,83.74,475.85,22.471999999999998,30.88,28.52,30.98
81.18,40.3,-0.061,-0.033,21.965999999999998,-347.13,107.84,-1035.05,-35.17,11.67,-51.38,84.09,475.92,22.469,30.91,28.65,30.89
81.19,40.3,-0.064,-0.037000000000000005,21.971999999999998,-352.48,110.29,-1060.75,-16.44,18.76,-47.47,84.3,475.92,22.464000000000002,31.06,28.62,30.89
81.2,40.3,-0.063,-0.03,21.959,-331.43,115.9,-1095.26,-1.47,22.81,-35.24,84.4,475.78,22.47,31.18,28.48,30.92
81.21,40.3,-0.06,-0.031,21.965999999999998,-293.26,120.66,-1127.55,5.24,22.39,-18.56,84.19,475.78,22.473000000000003,31.29,28.65,31.18
81.22,40.3,-0.079,-0.034,21.965,-246.15,122.44,-1149.7,1.47,17.36,-0.23,83.94,475.78,22.47,31.28,28.68,31.21
81.23,40.3,-0.061,-0.036000000000000004,21.965999999999998,-205.99,123.38,-1159.38,-10.36,11.99,14.0,83.79,475.78,22.47,31.28,28.71,31.06
81.24,40.3,-0.063,-0.03,21.961,-177.12,121.44,-1153.44,-28.6,4.76,21.46,83.79,475.71,22.474,31.21,28.7,31.02
81.25,40.3,-0.055999999999999994,-0.04,21.967,-165.39,119.03,-1134.02,-48.83,-3.2,20.0,84.09,475.78,22.473000000000003,31.14,28.7,31.05
81.26,40.3,-0.063,-0.03,21.963,-178.09,114.54,-1108.13,-65.19,-11.4,10.0,84.55,475.78,22.475,31.02,28.66,30.98
81.27,40.3,-0.06,-0.039,21.953000000000003,-216.93,111.19,-1076.86,-74.13,-17.26,-6.15,84.6,475.58,22.485,30.99,28.62,31.0
81.28,40.3,-0.06,-0.033,21.965999999999998,-276.45,107.93,-1045.9,-74.56,-15.87,-24.75,84.35,475.44,22.491999999999997,30.88,28.65,31.02
81.29,40.3,-0.064,-0.034,21.969,-341.41,106.33,-1025.84,-64.67,-6.8,-41.04,83.94,475.44,22.491999999999997,30.85,28.71,30.98
