ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.13,40.3,-0.054000000000000006,-0.033,21.506999999999998,-10.59,112.54,-1049.41,-49.25,24.11,34.31,82.47,487.48,21.934,25.24,24.86,22.28
0.14,40.3,-0.061,-0.031,21.505,44.92,110.01,-1063.63,-63.44,7.45,31.65,82.52,487.54,21.933000000000003,25.16,24.46,22.38
0.15,40.31,-0.066,-0.034,21.504,47.35,107.15,-1067.22,-70.2,-6.61,15.2,82.52,487.34,21.948,25.05,24.63,22.22
0.16,40.31,-0.057,-0.036000000000000004,21.504,-6.89,103.91,-1064.09,-67.08,-14.98,-10.61,82.37,487.0,21.963,24.94,24.68,21.96
0.17,40.33,-0.054000000000000006,-0.034,21.511999999999997,-85.14,103.66,-1055.8,-55.82,-8.11,-34.77,82.58,486.79,21.98,24.89,24.6,22.22
0.18,40.32,-0.031,-0.04,21.506,-158.9,102.88,-1048.6,-39.54,1.9,-51.06,82.52,486.79,21.976999999999997,24.75,24.52,22.0
0.19,40.33,-0.06,-0.033,21.509,-200.69,105.42,-1044.88,-21.12,8.59,-55.16,82.32,487.0,21.971,24.65,24.58,22.05
0.2,40.32,-0.05,-0.031,21.505,-212.47,107.92,-1041.8,-4.85,10.74,-49.31,82.42,487.13,21.962,24.81,24.6,22.13
0.21,40.33,-0.073,-0.039,21.51,-202.72,111.0,-1033.39,3.91,11.17,-35.82,82.42,487.48,21.949,24.92,24.6,22.05
0.22,40.33,-0.067,-0.033,21.506999999999998,-180.87,112.96,-1024.56,2.94,13.18,-18.86,82.12,487.54,21.945999999999998,25.17,24.86,22.17
0.23,40.32,-0.066,-0.03,21.502,-142.72,113.95,-1020.84,-8.05,17.47,-0.32,82.42,487.54,21.943,25.11,24.61,22.03
0.24,40.33,-0.069,-0.04,21.508000000000003,-84.09,114.17,-1032.14,-24.12,20.94,17.71,82.37,487.68,21.941999999999997,25.24,24.64,22.13
0.25,40.32,-0.063,-0.039,21.506,-17.8,112.81,-1050.23,-42.46,17.75,29.58,82.52,487.54,21.943,25.22,24.71,22.2
0.26,40.34,-0.069,-0.024,21.5,34.36,110.04,-1066.26,-59.2,10.13,30.62,82.83,487.34,21.96,25.19,24.66,22.06
0.27,40.34,-0.075,-0.04,21.504,48.98,107.18,-1070.87,-69.49,0.51,19.23,83.08,487.41,21.956999999999997,25.14,24.64,22.17
0.28,40.34,-0.064,-0.027000000000000003,21.500999999999998,18.77,103.67,-1066.72,-70.76,-5.51,-1.54,83.49,487.07,21.975,25.13,24.74,22.29
0.29,40.33,-0.061,-0.039,21.504,-41.02,106.25,-1058.41,-62.36,-6.15,-24.67,83.89,487.0,21.973000000000003,25.08,24.54,22.11
0.3,40.35,-0.067,-0.03,21.486,-107.16,108.08,-1050.05,-47.65,-2.18,-43.13,84.4,486.93,21.984,25.0,24.68,22.06
0.31,40.33,-0.057999999999999996,-0.03,21.504,-159.91,112.11,-1050.59,-27.78,-0.7,-52.72,84.14,487.13,21.967,25.02,24.74,22.08
0.32,40.34,-0.057999999999999996,-0.036000000000000004,21.495,-201.79,116.15,-1048.47,-9.14,-1.74,-53.98,84.04,487.0,21.976,24.98,24.74,22.0
0.33,40.32,-0.063,-0.039,21.51,-230.38,117.87,-1039.82,2.08,0.16,-46.88,83.94,487.07,21.965,25.03,24.77,22.29
0.34,40.33,-0.054000000000000006,-0.034,21.5,-244.84,119.26,-1030.06,4.45,7.24,-33.41,83.99,486.86,21.976999999999997,25.25,24.78,22.16
0.35,40.31,-0.057999999999999996,-0.031,21.497,-226.34,118.24,-1022.52,-4.06,18.62,-13.66,84.3,486.86,21.969,25.13,24.74,22.16
0.36,40.3,-0.06,-0.037000000000000005,21.499000000000002,-164.04,117.76,-1026.4,-19.52,27.38,9.77,84.35,487.0,21.958000000000002,25.11,24.77,22.11
0.37,40.3,-0.06,-0.039,21.5,-75.1,115.71,-1044.43,-37.93,27.41,28.8,84.4,487.2,21.944000000000003,25.08,24.71,22.16
0.38,40.29,-0.06,-0.039,21.506,8.11,111.65,-1062.62,-55.39,18.58,36.14,84.09,487.13,21.941999999999997,25.08,24.72,21.91
0.39,40.29,-0.055999999999999994,-0.034,21.504,51.44,107.8,-1072.86,-67.82,5.84,28.41,83.94,487.07,21.947,25.14,24.81,22.02
0.4,40.27,-0.064,-0.027000000000000003,21.497,41.98,104.29,-1073.23,-70.48,-4.51,8.61,83.79,486.86,21.945999999999998,24.98,24.64,22.0
0.41,40.28,-0.06,-0.031,21.497,-14.08,105.35,-1063.55,-64.94,-8.15,-17.1,83.94,486.59,21.961,24.84,24.6,21.96
0.42,40.28,-0.057,-0.033,21.499000000000002,-84.19,106.58,-1055.88,-51.03,-4.35,-38.69,84.09,486.52,21.964000000000002,24.98,24.63,21.99
0.43,40.26,-0.064,-0.031,21.503,-149.42,109.22,-1054.32,-31.85,-3.87,-52.4,84.04,486.52,21.954,24.84,24.6,21.94
0.44,40.25,-0.057,-0.04,21.504,-198.52,111.22,-1050.71,-13.6,-3.86,-56.6,83.74,486.31,21.961,25.11,24.55,21.9
0.45,40.24,-0.061,-0.025,21.498,-237.11,111.43,-1043.66,-0.37,-5.49,-52.24,83.49,486.18,21.959,24.9,24.61,22.22
0.46,40.23,-0.06,-0.036000000000000004,21.504,-264.98,112.36,-1032.67,4.82,-2.06,-41.17,83.23,485.97,21.961,25.0,24.68,21.94
0.47,40.22,-0.053,-0.033,21.503,-272.24,111.45,-1023.37,-0.26,11.62,-24.54,83.08,485.77,21.968000000000004,25.16,24.61,22.13
0.48,40.2,-0.069,-0.037000000000000005,21.503,-240.2,110.32,-1024.05,-13.89,23.5,-2.97,83.18,485.83,21.954,25.13,24.57,22.28
0.49,40.2,-0.063,-0.027000000000000003,21.499000000000002,-167.66,106.08,-1032.4,-33.42,34.44,18.64,82.58,485.9,21.951,25.13,24.57,22.29
0.5,40.2,-0.057,-0.031,21.503,-68.99,106.18,-1052.69,-51.0,35.92,34.0,82.78,486.04,21.945,25.25,24.51,22.11
0.51,40.2,-0.061,-0.027999999999999997,21.497,20.06,103.64,-1068.2,-64.7,23.83,36.61,82.58,486.31,21.93,25.22,24.41,22.32
0.52,40.22,-0.054000000000000006,-0.036000000000000004,21.502,61.43,103.62,-1073.68,-70.23,5.7,23.33,82.68,486.24,21.944000000000003,25.14,24.57,22.35
0.53,40.22,-0.076,-0.062,21.515,42.54,104.14,-1068.21,-66.7,-10.73,-0.42,82.32,486.38,21.94,25.1,24.58,22.05
0.54,40.24,-0.057999999999999996,-0.034,21.502,-34.03,106.4,-1056.05,-56.96,-17.1,-29.2,82.22,486.24,21.956,25.1,24.58,22.16
0.55,40.27,-0.057999999999999996,-0.031,21.503,-129.56,108.35,-1053.51,-38.69,-15.66,-51.48,82.32,486.18,21.976999999999997,25.06,24.66,22.26
0.56,40.28,-0.057,-0.036000000000000004,21.497,-219.37,108.92,-1049.83,-20.47,-9.6,-62.75,82.37,486.24,21.976999999999997,25.02,24.58,22.23
0.57,40.29,-0.063,-0.031,21.497,-280.95,107.92,-1042.79,-5.02,0.28,-61.29,82.47,486.24,21.982,25.08,24.72,22.38
0.58,40.29,-0.061,-0.036000000000000004,21.502,-300.3,106.08,-1034.86,3.61,10.77,-47.22,82.32,486.45,21.975,25.17,24.69,22.19
0.59,40.3,-0.066,-0.034,21.494,-281.11,108.77,-1023.98,2.06,21.9,-25.97,82.47,486.59,21.971,25.11,24.66,22.32
0.6,40.3,-0.057999999999999996,-0.033,21.497,-221.35,107.67,-1020.37,-9.34,29.75,-1.29,82.37,486.79,21.962,25.32,24.69,22.37
0.61,40.3,-0.064,-0.037000000000000005,21.505,-132.39,107.79,-1030.71,-26.43,31.61,21.31,82.52,487.2,21.944000000000003,25.27,24.63,22.32
0.62,40.3,-0.057,-0.039,21.498,-39.45,108.55,-1050.48,-44.48,25.27,34.79,82.42,487.41,21.934,25.25,24.75,22.29
0.63,40.3,-0.066,-0.039,21.506,30.11,108.75,-1067.33,-59.61,12.29,35.57,82.42,487.41,21.936999999999998,25.21,24.78,22.34
0.64,40.3,-0.063,-0.034,21.5,49.43,109.9,-1075.72,-67.84,-3.38,21.94,82.63,487.2,21.949,25.16,24.63,22.22
0.65,40.31,-0.067,-0.03,21.5,10.19,108.58,-1072.06,-68.29,-13.23,-2.11,82.93,486.79,21.971999999999998,25.16,24.61,22.19
0.66,40.32,-0.069,-0.036000000000000004,21.489,-66.99,111.82,-1058.37,-60.56,-12.48,-28.11,83.33,486.86,21.974,25.17,24.6,22.17
0.67,40.34,-0.061,-0.034,21.498,-151.6,112.34,-1054.68,-44.27,-4.77,-48.04,83.59,486.65,21.991,25.19,24.46,22.16
0.68,40.34,-0.066,-0.04,21.504,-212.35,112.94,-1051.04,-26.0,4.52,-56.34,83.59,486.86,21.982,25.24,24.61,22.11
0.69,40.34,-0.061,-0.037000000000000005,21.499000000000002,-243.9,111.98,-1046.81,-9.67,10.89,-54.71,83.54,487.0,21.978,25.14,24.66,22.16
0.7,40.35,-0.064,-0.034,21.502,-243.29,113.63,-1040.39,1.85,17.03,-42.79,83.74,487.2,21.971,25.11,24.78,22.11
0.71,40.34,-0.06,-0.037000000000000005,21.503,-221.68,114.38,-1033.3,4.07,14.94,-25.53,83.94,487.41,21.96,25.21,24.57,22.22
0.72,40.35,-0.061,-0.036000000000000004,21.497,-184.5,115.47,-1028.26,-4.15,19.16,-6.41,84.14,487.54,21.956,25.41,24.92,22.25
0.73,40.33,-0.061,-0.039,21.504,-124.43,117.04,-1033.38,-19.84,23.91,13.09,84.35,487.61,21.945,25.38,24.97,22.05
0.74,40.34,-0.06,-0.033,21.495,-50.93,118.4,-1047.69,-38.58,24.59,27.91,84.19,487.68,21.947,25.37,24.86,22.14
0.75,40.34,-0.057999999999999996,-0.036000000000000004,21.5,22.05,117.85,-1068.03,-55.07,17.73,34.18,83.89,487.75,21.941999999999997,25.22,24.78,22.37
0.76,40.34,-0.067,-0.027000000000000003,21.493000000000002,59.71,116.06,-1076.6,-67.3,5.61,26.39,83.54,487.61,21.95,25.3,24.91,22.11
0.77,40.34,-0.061,-0.033,21.499000000000002,50.14,116.85,-1074.82,-69.86,-6.59,7.43,83.54,487.48,21.956999999999997,25.21,24.83,22.08
0.78,40.34,-0.057999999999999996,-0.039,21.498,-7.93,116.54,-1064.17,-64.34,-10.8,-17.63,83.44,487.27,21.965999999999998,25.11,25.0,22.03
0.79,40.35,-0.045,-0.033,21.500999999999998,-84.31,115.6,-1058.63,-50.22,-5.75,-39.85,83.49,487.2,21.974,25.17,24.64,22.2
0.8,40.34,-0.064,-0.039,21.502,-148.21,114.82,-1053.86,-32.78,3.49,-52.38,83.44,487.2,21.969,25.19,24.85,22.22
0.81,40.35,-0.063,-0.027000000000000003,21.493000000000002,-185.55,114.51,-1053.79,-14.06,9.96,-53.77,83.18,487.34,21.968000000000004,25.21,24.69,22.17
0.82,40.34,-0.054000000000000006,-0.034,21.5,-189.23,116.32,-1050.88,-0.29,13.0,-44.26,82.88,487.54,21.954,25.13,24.78,22.06
0.83,40.34,-0.06,-0.037000000000000005,21.500999999999998,-174.45,117.86,-1042.41,4.98,12.87,-29.05,82.73,487.68,21.945,25.27,24.75,22.37
0.84,40.33,-0.066,-0.033,21.499000000000002,-145.19,119.02,-1032.97,-0.85,13.67,-10.6,82.88,487.75,21.939,25.29,24.75,22.22
0.85,40.33,-0.061,-0.03,21.494,-100.06,121.99,-1034.61,-14.16,17.49,7.86,82.37,487.68,21.94,25.3,24.78,22.17
0.86,40.32,-0.067,-0.036000000000000004,21.5,-40.27,122.81,-1045.19,-32.45,19.2,23.2,82.42,487.75,21.932,25.27,24.8,22.2
0.87,40.32,-0.055999999999999994,-0.036000000000000004,21.499000000000002,19.22,120.1,-1063.35,-50.92,15.35,30.58,82.58,487.75,21.934,25.14,24.91,22.22
0.88,40.32,-0.057,-0.027999999999999997,21.500999999999998,54.88,114.04,-1077.34,-65.25,5.92,26.12,82.83,487.48,21.944000000000003,25.21,24.71,22.25
0.89,40.31,-0.05,-0.04,21.5,50.47,111.29,-1079.93,-70.65,-3.28,10.72,83.23,487.2,21.954,25.17,24.75,22.25
0.9,40.31,-0.066,-0.037000000000000005,21.506999999999998,4.44,105.26,-1073.77,-67.28,-6.37,-11.82,83.49,487.13,21.956999999999997,25.11,24.74,22.2
0.91,40.31,-0.066,-0.033,21.500999999999998,-60.74,101.53,-1062.43,-55.85,-3.21,-33.1,83.54,487.13,21.956999999999997,25.1,24.74,22.26
0.92,40.31,-0.063,-0.031,21.497,-120.23,99.3,-1055.41,-38.97,3.51,-47.6,83.28,487.0,21.96,24.98,24.78,22.23
0.93,40.3,-0.066,-0.039,21.508000000000003,-159.54,102.03,-1052.39,-19.13,5.84,-52.32,83.18,487.27,21.941,25.14,24.78,22.13
0.94,40.29,-0.064,-0.027999999999999997,21.503,-175.62,105.83,-1047.86,-3.09,4.4,-47.33,83.03,487.34,21.935,25.16,24.77,22.25
0.95,40.29,-0.063,-0.031,21.503,-181.15,108.16,-1038.17,5.06,4.01,-36.63,83.33,487.27,21.938000000000002,25.24,24.78,22.26
0.96,40.29,-0.061,-0.027999999999999997,21.505,-174.58,109.43,-1026.37,2.34,8.51,-20.91,83.89,487.34,21.932,25.27,24.77,22.19
0.97,40.29,-0.063,-0.034,21.5,-147.72,111.2,-1025.77,-8.16,15.4,-2.47,84.35,487.34,21.932,25.27,24.77,22.26
0.98,40.28,-0.057999999999999996,-0.037000000000000005,21.503,-94.37,110.62,-1035.29,-25.37,20.15,15.94,84.6,487.34,21.927,25.08,24.63,22.23
0.99,40.27,-0.063,-0.031,21.499000000000002,-29.65,105.0,-1047.68,-46.77,18.23,28.03,84.55,487.41,21.919,25.32,24.72,22.31
1.0,40.28,-0.055999999999999994,-0.036000000000000004,21.502,22.01,102.48,-1063.35,-61.73,10.96,28.78,84.4,487.13,21.939,25.19,24.78,22.29
1.01,40.29,-0.06,-0.031,21.503,38.07,101.55,-1070.37,-69.58,2.07,17.31,84.14,487.13,21.941999999999997,25.11,24.83,22.31
1.02,40.28,-0.061,-0.037000000000000005,21.505,10.12,101.08,-1067.06,-68.06,-6.3,-3.51,84.09,486.79,21.954,25.0,24.75,22.44
1.03,40.28,-0.057999999999999996,-0.03,21.502,-50.22,102.79,-1055.21,-59.75,-7.51,-26.51,83.99,486.79,21.954,25.03,24.78,22.5
1.04,40.28,-0.057999999999999996,-0.033,21.499000000000002,-119.29,104.06,-1051.4,-43.18,-5.04,-45.05,83.89,486.65,21.961,25.05,24.54,22.23
1.05,40.29,-0.055999999999999994,-0.03,21.502,-176.41,106.66,-1048.58,-24.71,-1.09,-54.65,83.59,486.65,21.963,24.92,24.6,22.23
1.06,40.28,-0.06,-0.022000000000000002,21.499000000000002,-217.83,107.75,-1044.92,-7.82,1.46,-54.77,83.44,486.59,21.964000000000002,25.14,24.54,22.46
1.07,40.28,-0.054000000000000006,-0.034,21.502,-237.17,108.15,-1035.33,2.27,3.28,-45.38,83.38,486.65,21.958000000000002,25.03,24.66,22.37
1.08,40.27,-0.054000000000000006,-0.031,21.500999999999998,-240.35,107.42,-1027.04,3.61,10.62,-30.24,83.28,486.45,21.965,25.17,24.64,22.4
1.09,40.27,-0.064,-0.027000000000000003,21.499000000000002,-215.69,109.16,-1022.83,-4.55,16.66,-10.14,83.08,486.59,21.959,25.14,24.54,22.35
1.1,40.27,-0.063,-0.03,21.5,-160.51,109.3,-1024.41,-22.41,23.38,10.18,83.03,486.65,21.956,25.14,24.66,22.75
1.11,40.26,-0.061,-0.027999999999999997,21.497,-87.56,110.71,-1043.04,-40.09,21.0,26.25,83.28,486.72,21.947,25.13,24.63,22.6
1.12,40.27,-0.051,-0.04,21.506,-25.54,110.25,-1058.96,-57.4,13.61,30.59,82.83,486.72,21.95,25.24,24.74,22.69
6.23,40.33,-0.063,-0.027999999999999997,22.165,-239.38,11.36,-179.29,-42.54,20.65,-41.31,83.03,474.96,22.526999999999997,24.05,24.51,21.46
6.24,40.32,-0.06,-0.027000000000000003,22.166,-222.08,10.31,-183.0,-27.77,19.26,-37.17,82.83,474.76,22.531999999999996,24.46,24.64,21.67
6.25,40.32,-0.061,-0.027000000000000003,22.166,-197.05,10.51,-179.91,-19.66,14.09,-27.13,82.78,474.76,22.534000000000002,24.48,24.32,21.46
6.26,40.31,-0.061,-0.039,22.169,-172.87,9.35,-173.88,-21.25,7.56,-13.78,82.58,474.76,22.526999999999997,24.43,24.68,21.61
6.27,40.31,-0.064,-0.021,22.162,-151.87,8.57,-167.26,-32.05,-0.37,-0.2,82.32,475.1,22.51,24.36,24.69,21.4
6.28,40.3,-0.06,-0.027999999999999997,22.166999999999998,-142.01,9.66,-169.31,-46.99,-9.49,9.81,82.58,475.44,22.491999999999997,24.49,24.54,21.43
6.29,40.3,-0.051,-0.033,22.166999999999998,-147.33,10.61,-172.26,-65.19,-13.38,13.3,82.42,475.85,22.47,24.46,24.61,21.61
6.3,40.29,-0.054000000000000006,-0.039,22.165,-168.23,11.0,-180.08,-79.58,-10.82,9.59,82.47,475.71,22.471,24.41,24.57,21.26
6.31,40.28,-0.073,-0.037000000000000005,22.173000000000002,-198.8,14.23,-181.23,-88.11,-1.06,-0.22,82.47,475.65,22.465999999999998,24.38,24.49,21.34
6.32,40.27,-0.048,-0.033,22.166999999999998,-223.2,14.87,-176.48,-89.14,10.38,-12.59,82.32,475.44,22.471,24.35,24.41,21.32
6.33,40.26,-0.057999999999999996,-0.037000000000000005,22.171,-229.95,15.27,-174.48,-81.64,17.97,-23.28,82.98,475.24,22.475,24.24,24.4,21.34
6.34,40.24,-0.057,-0.037000000000000005,22.165,-228.09,15.71,-174.57,-68.08,20.05,-32.49,83.44,475.24,22.465,24.36,24.58,21.38
6.35,40.24,-0.066,-0.04,22.166,-219.54,13.47,-178.33,-52.07,17.65,-38.17,83.44,475.3,22.462,24.41,24.43,21.37
6.36,40.24,-0.061,-0.034,22.171,-209.13,14.47,-182.46,-35.2,15.12,-39.23,83.59,474.96,22.478,24.41,24.43,21.41
6.37,40.24,-0.069,-0.04,22.171999999999997,-196.99,14.93,-182.45,-23.22,8.39,-34.43,83.54,474.62,22.497,24.49,24.43,21.58
6.38,40.24,-0.057,-0.036000000000000004,22.164,-186.07,11.44,-178.6,-19.07,3.37,-24.75,83.38,474.07,22.523000000000003,24.6,24.38,21.44
6.39,40.27,-0.067,-0.036000000000000004,22.168000000000003,-181.98,11.27,-170.38,-24.36,0.09,-13.11,83.23,473.66,22.555,24.49,24.46,21.49
6.4,40.28,-0.055999999999999994,-0.033,22.169,-178.44,8.72,-169.6,-36.26,-4.45,-0.42,82.98,473.59,22.566,24.57,24.6,21.52
6.41,40.3,-0.061,-0.02,22.156999999999996,-182.46,7.83,-170.86,-53.83,-9.7,8.24,82.88,473.73,22.568,24.57,24.63,21.49
6.42,40.31,-0.06,-0.034,22.166999999999998,-193.37,9.75,-174.35,-71.35,-9.83,10.82,82.93,474.21,22.553,24.55,24.61,21.64
6.43,40.32,-0.061,-0.024,22.166999999999998,-216.53,12.59,-180.69,-83.51,-4.07,5.63,82.73,474.69,22.535,24.52,24.49,21.43
6.44,40.32,-0.061,-0.027999999999999997,22.166999999999998,-235.98,13.98,-181.23,-89.12,6.67,-3.5,82.63,474.82,22.529,24.55,24.58,21.4
6.45,40.32,-0.066,-0.036000000000000004,22.168000000000003,-248.65,13.61,-176.88,-87.47,15.48,-15.3,82.68,474.89,22.528000000000002,24.27,24.54,21.34
6.46,40.33,-0.057999999999999996,-0.034,22.163,-250.2,13.92,-175.06,-78.03,21.59,-26.64,82.58,475.03,22.526999999999997,24.35,24.68,21.31
6.47,40.33,-0.063,-0.033,22.166999999999998,-240.15,13.64,-174.63,-63.92,25.19,-34.15,82.37,475.03,22.526999999999997,24.19,24.44,21.35
6.48,40.34,-0.055999999999999994,-0.034,22.166999999999998,-229.43,13.46,-180.83,-46.49,21.32,-38.6,82.52,475.17,22.525,24.25,24.66,21.41
6.49,40.35,-0.07,-0.036000000000000004,22.164,-213.27,12.52,-179.76,-32.07,15.12,-37.34,82.52,475.17,22.531,24.19,24.64,21.47
6.5,40.37,-0.057999999999999996,-0.039,22.163,-195.73,10.76,-180.87,-21.85,6.01,-29.95,82.58,474.96,22.548000000000002,24.32,24.52,21.28
6.51,40.38,-0.07,-0.039,22.169,-184.94,8.68,-173.13,-21.31,0.52,-19.45,82.58,474.69,22.572,24.62,24.54,21.53
6.52,40.39,-0.063,-0.021,22.16,-181.91,7.28,-166.19,-29.6,-4.63,-7.73,82.52,474.28,22.596,24.55,24.46,21.5
6.53,40.43,-0.054000000000000006,-0.039,22.171,-183.36,7.96,-168.74,-43.1,-7.73,3.05,82.52,474.07,22.624000000000002,24.46,24.6,21.73
6.54,40.43,-0.057,-0.037000000000000005,22.165,-189.54,9.45,-174.14,-60.09,-10.76,10.07,82.37,474.21,22.618000000000002,24.52,24.57,21.52
6.55,40.44,-0.057,-0.03,22.158,-204.74,10.15,-181.93,-75.65,-5.04,10.23,82.42,474.41,22.616,24.51,24.57,21.52
6.56,40.44,-0.054000000000000006,-0.037000000000000005,22.166999999999998,-223.66,10.04,-186.12,-86.35,2.62,4.07,82.27,474.62,22.609,24.49,24.44,21.38
6.57,40.44,-0.047,-0.036000000000000004,22.168000000000003,-237.46,12.06,-184.07,-89.62,11.97,-6.12,82.37,474.76,22.596999999999998,24.41,24.46,21.34
6.58,40.43,-0.066,-0.025,22.168000000000003,-241.89,10.66,-181.08,-84.36,19.26,-17.74,82.47,475.17,22.575,24.33,24.57,21.38
6.59,40.44,-0.061,-0.022000000000000002,22.160999999999998,-237.83,10.3,-183.48,-71.7,19.72,-28.16,82.32,475.51,22.561,24.32,24.55,21.53
6.6,40.41,-0.057999999999999996,-0.03,22.164,-229.99,8.87,-183.23,-56.92,19.76,-35.58,82.58,475.51,22.548000000000002,24.32,24.57,21.47
6.61,40.41,-0.067,-0.039,22.160999999999998,-221.06,8.86,-188.69,-39.62,18.51,-38.82,82.63,475.65,22.541999999999998,24.38,24.57,21.5
6.62,40.39,-0.061,-0.039,22.166999999999998,-205.7,9.24,-190.37,-25.34,15.61,-35.33,82.88,475.58,22.535,24.43,24.46,21.46
10.73,40.31,-0.057,-0.027999999999999997,21.978,-303.29,46.02,-397.52,-61.87,14.39,-36.78,83.89,478.93,22.33,24.84,24.41,21.9
10.74,40.32,-0.055999999999999994,-0.033,21.982,-316.68,46.62,-401.13,-44.18,15.51,-44.76,83.79,478.86,22.340999999999998,24.82,24.4,21.9
10.75,40.32,-0.06,-0.04,21.985,-320.9,46.55,-401.16,-27.63,15.08,-46.03,83.74,478.79,22.342,24.73,24.32,21.93
10.76,40.33,-0.067,-0.027999999999999997,21.984,-315.22,47.32,-400.67,-15.01,14.2,-40.17,83.74,478.79,22.346999999999998,24.79,24.49,22.13
10.77,40.33,-0.066,-0.034,21.975,-300.3,47.54,-395.26,-10.52,12.98,-28.24,83.79,478.79,22.346999999999998,24.87,24.52,22.03
10.78,40.33,-0.054000000000000006,-0.039,21.987,-276.11,46.07,-390.02,-15.44,11.91,-12.65,83.74,478.93,22.340999999999998,24.97,24.54,22.1
10.79,40.33,-0.06,-0.037000000000000005,21.978,-245.35,43.53,-389.88,-28.13,12.51,3.08,83.69,479.2,22.331,25.14,24.27,22.1
10.8,40.33,-0.06,-0.033,21.978,-202.59,44.25,-395.46,-45.57,8.94,16.87,83.44,479.47,22.318,24.92,24.43,21.99
10.81,40.33,-0.061,-0.036000000000000004,21.98,-168.06,45.15,-404.45,-62.7,0.13,22.71,83.28,479.89,22.299,24.92,24.55,22.19
10.82,40.33,-0.064,-0.031,21.978,-162.46,46.78,-411.77,-75.16,-5.61,16.52,83.44,480.23,22.283,24.92,24.68,21.99
10.83,40.33,-0.057999999999999996,-0.011000000000000001,21.971,-187.25,49.05,-412.5,-79.93,-6.21,1.26,83.89,480.09,22.287,24.75,24.57,21.88
10.84,40.33,-0.063,-0.027000000000000003,21.976,-227.56,50.26,-404.37,-78.57,2.34,-17.15,84.09,479.82,22.299,24.68,24.64,22.03
10.85,40.31,-0.057999999999999996,-0.034,21.973000000000003,-261.24,50.78,-404.49,-68.23,9.54,-32.29,84.24,479.47,22.308000000000003,24.81,24.66,22.03
10.86,40.32,-0.069,-0.033,21.974,-283.34,49.12,-406.41,-52.98,13.34,-42.72,84.09,479.27,22.322,24.87,24.64,21.7
10.87,40.31,-0.057999999999999996,-0.04,21.980999999999998,-293.68,46.98,-410.83,-35.63,13.46,-46.76,83.84,478.93,22.33,24.87,24.69,21.9
10.88,40.3,-0.069,-0.034,21.976999999999997,-298.18,45.88,-411.99,-19.76,11.67,-44.63,83.64,478.86,22.331,24.71,24.71,21.88
10.89,40.3,-0.064,-0.021,21.971,-294.13,43.07,-403.35,-11.5,9.3,-36.14,83.69,478.72,22.331999999999997,24.89,24.69,21.69
10.9,40.29,-0.06,-0.034,21.980999999999998,-285.97,43.33,-394.53,-11.45,6.25,-23.32,83.18,478.72,22.326999999999998,24.89,24.66,21.94
10.91,40.29,-0.055999999999999994,-0.033,21.978,-267.53,42.32,-387.65,-20.75,4.22,-7.83,83.23,478.65,22.33,24.87,24.51,21.91
10.92,40.28,-0.057999999999999996,-0.04,21.980999999999998,-246.14,44.05,-388.31,-36.13,0.87,5.98,83.03,479.0,22.309,24.92,24.66,22.0
10.93,40.28,-0.057999999999999996,-0.024,21.975,-227.49,45.2,-394.6,-54.35,-4.33,14.25,82.98,479.2,22.3,24.86,24.61,22.02
