ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
0.26,25.08,408.84,-0.066,-0.034,10.113,10.311,12.12,-33.7,15.88,-222.07,-55.64,5.68,0.15,-0.07,93.26,83.32,84.43,80.56,87.0,-0.019
0.27,25.08,408.77,-0.051,-0.03,10.112,10.311,12.25,-35.51,16.05,-219.46,-56.2,0.3,0.16,-0.07,93.27,83.58,84.01,80.67,87.02,-0.019
0.28,25.08,409.04,-0.055999999999999994,-0.027000000000000003,10.112,10.304,12.23,-30.88,17.03,-218.91,-51.37,-4.81,0.14,-0.08,93.25,83.69,84.37,80.67,87.04,-0.019
0.29,25.08,409.25,-0.064,-0.027000000000000003,10.112,10.299000000000001,12.23,-22.95,18.22,-221.53,-40.54,-10.09,0.1,-0.08,93.27,83.87,84.01,81.0,87.01,-0.018000000000000002
0.3,25.07,409.38,-0.069,-0.03,10.113,10.293,12.19,-15.51,19.42,-226.02,-26.46,-15.26,0.07,-0.09,93.27,83.61,84.35,80.43,87.01,-0.018000000000000002
0.31,25.07,409.45,-0.06,-0.033,10.113,10.292,12.18,-7.67,20.92,-232.75,-11.42,-17.27,0.03,-0.09,93.25,83.64,84.32,80.59,87.03,-0.017
0.32,25.07,409.52,-0.066,-0.033,10.111,10.29,12.21,-0.41,21.76,-240.14,1.03,-15.86,0.0,-0.09,93.26,83.69,84.12,80.73,87.04,-0.017
0.33,25.08,409.38,-0.051,-0.039,10.113999999999999,10.294,12.23,6.89,21.94,-245.57,6.87,-10.62,-0.03,-0.09,93.26,83.64,84.37,80.78,87.01,-0.018000000000000002
0.34,25.08,409.25,-0.061,-0.033,10.112,10.298,12.26,11.46,22.2,-249.34,7.49,-3.38,-0.05,-0.09,93.27,83.61,84.35,80.78,87.02,-0.018000000000000002
0.35,25.08,409.11,-0.064,-0.034,10.111,10.302999999999999,12.2,11.69,22.61,-250.86,3.29,3.94,-0.05,-0.09,93.26,83.67,84.37,80.78,87.05,-0.019
0.36,25.08,409.04,-0.06,-0.04,10.112,10.305,12.23,6.21,23.02,-248.77,-5.7,9.69,-0.02,-0.09,93.27,83.69,84.4,80.67,87.02,-0.019
0.37,25.08,408.97,-0.069,-0.036000000000000004,10.105,10.306,12.2,-0.62,22.92,-244.69,-16.92,14.82,0.0,-0.09,93.26,83.87,84.63,80.73,87.01,-0.02
0.38,25.08,408.97,-0.066,-0.036000000000000004,10.113,10.307,12.15,-6.18,21.6,-239.15,-29.67,18.45,0.03,-0.09,93.23,83.64,84.37,80.51,87.03,-0.019
0.39,25.07,409.04,-0.066,-0.034,10.111,10.302,12.12,-9.89,20.12,-233.09,-41.78,19.49,0.04,-0.09,93.35,83.61,84.35,80.75,87.04,-0.019
0.4,25.08,409.25,-0.063,-0.03,10.107999999999999,10.299000000000001,12.11,-11.93,17.73,-228.84,-50.63,16.8,0.05,-0.08,93.25,83.55,84.32,80.67,87.01,-0.019
0.41,25.08,409.38,-0.064,-0.036000000000000004,10.113,10.294,12.09,-12.59,15.4,-225.71,-56.0,10.65,0.06,-0.07,93.27,83.67,84.32,80.7,87.01,-0.018000000000000002
0.42,25.07,409.45,-0.069,-0.039,10.111,10.292,12.06,-11.43,13.73,-224.93,-54.76,2.89,0.05,-0.06,93.27,83.87,84.24,80.97,87.04,-0.018000000000000002
0.43,25.07,409.66,-0.063,-0.039,10.111,10.284,12.06,-10.48,13.02,-225.21,-48.67,-6.43,0.05,-0.06,93.27,83.55,84.24,80.62,87.02,-0.017
0.44,25.07,409.86,-0.061,-0.036000000000000004,10.112,10.28,12.08,-9.08,13.1,-227.36,-38.09,-14.75,0.04,-0.06,93.28,83.64,84.26,80.62,87.01,-0.016
0.45,25.07,409.66,-0.057,-0.031,10.109,10.285,12.13,-6.83,14.44,-231.08,-23.98,-20.06,0.03,-0.06,93.35,83.61,84.26,80.73,87.03,-0.017
0.46,25.06,409.66,-0.06,-0.036000000000000004,10.111,10.283,12.15,-1.69,16.88,-237.05,-9.28,-19.85,0.01,-0.07,93.23,83.64,84.29,80.75,87.04,-0.017
0.47,25.06,409.66,-0.067,-0.034,10.111,10.279000000000002,12.13,6.75,18.64,-242.8,1.74,-14.51,-0.03,-0.08,93.26,83.81,84.24,81.08,87.01,-0.016
0.48,25.06,409.59,-0.06,-0.04,10.111,10.283,12.1,17.41,21.0,-248.34,8.99,-5.17,-0.07,-0.08,93.31,83.52,84.29,81.11,87.01,-0.017
0.49,25.06,409.45,-0.057999999999999996,-0.033,10.11,10.284,12.08,27.18,22.05,-252.46,10.14,5.03,-0.11,-0.09,93.3,83.81,84.65,80.89,87.04,-0.017
0.5,25.06,409.38,-0.066,-0.033,10.11,10.286,12.05,31.92,22.14,-253.28,4.68,13.07,-0.13,-0.09,93.31,83.84,84.46,80.92,87.02,-0.017
0.51,25.05,409.11,-0.066,-0.03,10.111,10.290999999999999,12.05,30.49,20.95,-250.91,-6.4,18.37,-0.12,-0.08,93.2,84.01,84.57,80.62,87.0,-0.018000000000000002
0.52,25.05,408.91,-0.055999999999999994,-0.027000000000000003,10.112,10.296,12.03,24.09,18.66,-246.0,-20.81,20.49,-0.1,-0.08,93.31,83.87,84.29,81.16,87.03,-0.018000000000000002
0.53,25.04,409.11,-0.063,-0.031,10.112,10.288,12.01,14.79,16.4,-240.16,-35.15,20.0,-0.06,-0.07,93.23,83.49,84.76,80.7,87.04,-0.017
0.54,25.05,408.91,-0.063,-0.034,10.113999999999999,10.295,12.01,4.64,14.63,-233.6,-47.62,16.52,-0.02,-0.06,93.26,83.78,84.35,80.95,87.01,-0.018000000000000002
0.55,25.04,408.97,-0.047,-0.037000000000000005,10.113,10.292,12.02,-4.39,13.84,-228.38,-55.45,10.62,0.02,-0.06,93.26,83.38,84.18,81.06,87.0,-0.017
0.56,25.04,408.84,-0.07,-0.031,10.112,10.293,12.03,-11.71,14.62,-225.34,-56.29,2.87,0.05,-0.06,93.26,83.64,84.57,80.65,87.03,-0.018000000000000002
0.57,25.04,408.91,-0.075,-0.025,10.111,10.290999999999999,12.06,-15.3,15.29,-223.64,-52.37,-5.22,0.07,-0.07,93.25,83.32,84.49,81.14,87.02,-0.018000000000000002
0.58,25.04,408.97,-0.06,-0.03,10.11,10.288,11.99,-14.93,16.79,-224.19,-43.02,-12.27,0.07,-0.07,93.25,83.15,84.76,81.0,87.0,-0.017
0.59,25.02,409.11,-0.061,-0.024,10.111,10.28,12.03,-10.9,17.81,-226.43,-30.74,-16.84,0.05,-0.08,93.25,83.47,84.35,80.92,87.02,-0.016
0.6,25.03,409.11,-0.079,-0.027999999999999997,10.11,10.282,11.97,-5.0,18.85,-230.85,-17.38,-18.88,0.02,-0.08,93.25,83.49,84.49,80.56,87.04,-0.017
0.61,25.03,409.04,-0.066,-0.037000000000000005,10.112,10.284,11.99,2.41,20.19,-236.87,-4.35,-17.05,-0.01,-0.09,93.26,83.49,84.4,80.65,87.01,-0.017
0.62,25.04,409.04,-0.054000000000000006,-0.04,10.113999999999999,10.288,11.98,9.79,20.85,-243.14,4.63,-11.99,-0.04,-0.09,93.3,83.52,84.4,80.86,87.01,-0.017
0.63,25.04,408.97,-0.06,-0.04,10.113,10.288,11.95,15.8,22.25,-248.14,8.79,-4.44,-0.06,-0.09,93.28,83.87,84.37,80.92,87.04,-0.017
0.64,25.04,408.84,-0.07,-0.031,10.112,10.293,12.06,19.81,22.8,-251.52,7.14,4.09,-0.08,-0.09,93.25,83.58,84.4,81.0,87.03,-0.018000000000000002
0.65,25.04,408.56,-0.063,-0.034,10.113,10.300999999999998,12.12,20.46,22.41,-252.36,-0.26,11.84,-0.08,-0.09,93.25,83.67,84.46,81.11,87.0,-0.018000000000000002
0.66,25.05,408.63,-0.064,-0.036000000000000004,10.109,10.302999999999999,12.13,18.11,21.38,-250.33,-11.84,17.79,-0.07,-0.09,93.27,83.67,84.37,81.41,87.02,-0.019
0.67,25.05,408.63,-0.067,-0.03,10.111,10.304,12.11,14.52,19.24,-246.38,-25.46,21.67,-0.06,-0.08,93.25,83.69,84.32,81.08,87.05,-0.019
0.68,25.06,408.7,-0.063,-0.031,10.112,10.302999999999999,12.11,9.39,16.52,-240.13,-39.08,21.79,-0.04,-0.07,93.25,83.47,84.35,81.0,87.02,-0.019
0.69,25.05,408.7,-0.064,-0.033,10.113999999999999,10.302,12.1,0.11,13.83,-233.06,-50.59,16.4,0.0,-0.06,93.26,83.75,84.32,81.03,87.0,-0.018000000000000002
0.7,25.06,408.63,-0.063,-0.037000000000000005,10.112,10.309000000000001,12.16,-13.39,12.75,-227.26,-56.02,6.56,0.06,-0.06,93.25,83.81,84.37,80.97,87.03,-0.019
0.71,25.06,408.36,-0.067,-0.036000000000000004,10.115,10.312000000000001,12.23,-27.11,13.1,-223.67,-55.5,-4.32,0.12,-0.06,93.23,83.81,84.4,81.25,87.04,-0.019
0.72,25.06,408.56,-0.07,-0.025,10.113,10.309000000000001,12.27,-36.02,13.45,-221.48,-50.44,-13.29,0.16,-0.06,93.26,83.78,84.46,81.08,87.01,-0.019
0.73,25.06,408.7,-0.061,-0.036000000000000004,10.115,10.307,12.28,-37.24,14.66,-221.99,-40.25,-18.77,0.17,-0.07,93.23,83.98,84.35,80.95,87.01,-0.019
0.74,25.06,408.84,-0.064,-0.031,10.115,10.302,12.24,-31.48,15.37,-224.54,-27.92,-20.71,0.14,-0.07,93.31,83.78,84.29,80.89,87.05,-0.018000000000000002
0.75,25.06,408.97,-0.061,-0.027999999999999997,10.113999999999999,10.3,12.2,-20.55,16.38,-229.87,-14.48,-18.95,0.09,-0.07,93.26,84.15,84.29,80.75,87.02,-0.018000000000000002
0.76,25.06,409.04,-0.066,-0.039,10.113,10.295,12.16,-7.59,17.87,-236.62,-2.11,-14.02,0.03,-0.08,93.25,83.41,84.37,80.48,87.0,-0.018000000000000002
0.77,25.06,409.11,-0.057999999999999996,-0.033,10.116,10.293,12.18,5.41,20.38,-242.94,6.75,-6.71,-0.02,-0.08,93.2,83.78,84.37,80.92,87.03,-0.017
0.78,25.06,408.84,-0.064,-0.033,10.115,10.302,12.2,16.39,22.85,-247.05,9.56,1.89,-0.07,-0.09,93.22,84.01,84.68,80.81,87.05,-0.018000000000000002
0.79,25.06,408.84,-0.066,-0.04,10.117,10.3,12.19,23.36,25.16,-248.89,6.66,10.18,-0.09,-0.1,93.23,83.64,84.54,80.81,87.01,-0.018000000000000002
0.8,25.06,408.63,-0.063,-0.033,10.113,10.305,12.16,24.68,25.84,-247.66,-1.89,16.5,-0.1,-0.1,93.31,83.98,84.51,81.22,87.02,-0.019
0.81,25.05,408.63,-0.064,-0.06,10.12,10.304,12.13,20.77,25.51,-243.6,-13.9,20.16,-0.09,-0.1,93.23,83.78,84.43,80.81,87.04,-0.018000000000000002
0.82,25.05,408.63,-0.066,-0.024,10.113999999999999,10.304,12.1,13.37,22.99,-237.44,-28.94,20.94,-0.06,-0.1,93.26,83.72,84.68,80.7,87.03,-0.018000000000000002
0.83,25.04,408.63,-0.07200000000000001,-0.04,10.117,10.3,12.09,3.56,20.01,-231.37,-41.66,18.24,-0.02,-0.09,93.26,83.84,84.32,81.19,87.0,-0.018000000000000002
0.84,25.05,408.56,-0.063,-0.034,10.113999999999999,10.302999999999999,12.07,-7.16,17.14,-225.4,-52.34,12.23,0.03,-0.08,93.26,83.69,84.57,80.92,87.04,-0.018000000000000002
0.85,25.04,408.56,-0.057999999999999996,-0.031,10.113,10.300999999999998,12.05,-15.59,15.1,-222.11,-56.87,4.92,0.07,-0.07,93.26,83.69,84.21,80.92,87.04,-0.018000000000000002
0.86,25.04,408.63,-0.066,-0.033,10.113,10.299000000000001,12.1,-22.05,15.3,-219.4,-56.19,-3.9,0.1,-0.07,93.27,83.61,84.74,81.03,87.02,-0.018000000000000002
0.87,25.04,408.84,-0.077,-0.036000000000000004,10.113999999999999,10.294,12.0,-24.98,15.69,-219.89,-48.78,-12.12,0.11,-0.07,93.26,83.72,84.46,80.67,87.0,-0.018000000000000002
0.88,25.04,408.91,-0.064,-0.03,10.111,10.293,12.01,-25.69,17.64,-222.87,-36.73,-19.14,0.12,-0.08,93.25,83.38,84.57,80.67,87.04,-0.018000000000000002
0.89,25.04,408.77,-0.055999999999999994,-0.047,10.116,10.293,12.02,-24.46,19.49,-229.84,-21.54,-23.5,0.11,-0.08,93.25,83.55,84.49,81.11,87.03,-0.017
0.9,25.04,408.77,-0.073,-0.036000000000000004,10.115,10.296,12.01,-19.68,20.15,-238.29,-7.16,-22.78,0.08,-0.08,93.27,83.64,84.65,80.97,87.0,-0.018000000000000002
0.91,25.04,408.84,-0.064,-0.031,10.112,10.293,11.99,-11.44,19.56,-245.71,3.52,-17.33,0.05,-0.08,93.26,83.58,84.49,81.06,87.02,-0.018000000000000002
0.92,25.04,408.91,-0.061,-0.031,10.113,10.293,12.06,-1.31,18.62,-251.07,8.96,-8.32,0.01,-0.07,93.27,83.92,84.57,80.95,87.05,-0.018000000000000002
0.93,25.06,408.84,-0.057999999999999996,-0.036000000000000004,10.113,10.3,11.99,7.34,17.51,-252.96,8.06,1.5,-0.03,-0.07,93.22,83.72,84.6,80.97,87.02,-0.018000000000000002
0.94,25.06,408.91,-0.061,-0.036000000000000004,10.113999999999999,10.298,11.99,11.86,16.98,-251.22,1.06,10.27,-0.05,-0.07,93.27,83.64,84.63,81.0,87.01,-0.018000000000000002
0.95,25.06,408.91,-0.057999999999999996,-0.031,10.113999999999999,10.299000000000001,11.98,11.53,16.58,-247.79,-9.1,16.59,-0.05,-0.07,93.26,83.67,84.6,80.97,87.03,-0.018000000000000002
0.96,25.06,409.04,-0.063,-0.03,10.113999999999999,10.298,11.99,9.11,16.34,-242.1,-21.55,21.28,-0.04,-0.07,93.26,83.84,84.54,80.95,87.03,-0.018000000000000002
0.97,25.07,409.11,-0.06,-0.027999999999999997,10.11,10.298,11.98,5.98,16.11,-235.76,-34.33,22.87,-0.03,-0.07,93.25,83.69,84.51,81.14,87.0,-0.018000000000000002
0.98,25.08,409.38,-0.061,-0.039,10.113999999999999,10.294,12.01,3.76,15.3,-230.34,-45.41,21.5,-0.02,-0.07,93.28,83.55,84.51,80.97,87.02,-0.018000000000000002
0.99,25.08,409.45,-0.069,-0.04,10.115,10.293,12.07,0.92,14.81,-226.14,-52.59,16.23,0.0,-0.07,93.26,83.49,84.43,80.97,87.05,-0.017
1.0,25.08,409.52,-0.073,-0.033,10.113999999999999,10.292,12.12,-4.41,13.71,-223.44,-55.91,6.64,0.02,-0.06,93.27,83.58,84.46,80.78,87.01,-0.017
1.01,25.07,409.52,-0.061,-0.031,10.111,10.29,12.15,-10.67,14.07,-222.72,-52.26,-4.46,0.05,-0.06,93.26,83.81,84.4,80.95,87.0,-0.017
1.02,25.08,409.52,-0.064,-0.031,10.113999999999999,10.292,12.14,-17.88,13.99,-223.2,-45.12,-15.8,0.08,-0.06,93.36,83.58,84.51,80.56,87.03,-0.017
1.03,25.08,409.59,-0.07,-0.03,10.113,10.290999999999999,12.13,-23.12,15.48,-225.63,-32.58,-23.73,0.1,-0.07,93.28,83.61,84.4,80.84,87.04,-0.017
1.04,25.08,409.52,-0.057999999999999996,-0.04,10.113,10.290999999999999,12.07,-23.6,16.54,-229.33,-19.29,-26.42,0.1,-0.07,93.2,83.61,84.49,80.89,87.0,-0.017
1.05,25.08,409.79,-0.06,-0.036000000000000004,10.115,10.287,12.05,-16.34,18.62,-234.92,-6.52,-21.88,0.07,-0.08,93.31,84.01,84.57,80.95,87.02,-0.017
1.06,25.08,409.66,-0.07,-0.03,10.111,10.290999999999999,12.03,-3.79,20.36,-241.79,4.45,-12.6,0.02,-0.08,93.21,84.18,84.32,81.0,87.05,-0.018000000000000002
1.07,25.08,409.66,-0.066,-0.033,10.112,10.29,12.01,9.8,21.77,-246.83,9.23,-1.59,-0.04,-0.09,93.22,83.75,84.43,80.84,87.02,-0.017
1.08,25.08,409.59,-0.06,-0.039,10.113,10.290999999999999,12.01,17.62,22.98,-249.81,8.13,6.89,-0.07,-0.09,93.27,83.87,84.68,81.14,87.0,-0.017
1.09,25.08,409.38,-0.069,-0.033,10.113,10.297,12.05,17.7,22.74,-249.92,0.65,12.61,-0.07,-0.09,93.21,83.81,84.9,81.11,87.02,-0.018000000000000002
1.1,25.09,409.25,-0.067,-0.034,10.112,10.302999999999999,12.1,12.13,22.34,-246.59,-10.69,16.57,-0.05,-0.09,93.25,83.72,84.26,81.57,87.04,-0.019
1.11,25.09,409.25,-0.063,-0.036000000000000004,10.112,10.302999999999999,12.14,3.41,21.01,-240.79,-24.81,18.1,-0.01,-0.09,93.25,83.41,84.63,81.25,87.02,-0.019
1.12,25.08,409.32,-0.07,-0.033,10.112,10.3,12.14,-2.81,19.37,-234.75,-37.98,19.07,0.01,-0.08,93.25,83.78,84.85,80.84,87.02,-0.018000000000000002
1.13,25.08,409.32,-0.07200000000000001,-0.034,10.113,10.3,12.12,-6.95,17.76,-229.1,-48.55,17.37,0.03,-0.08,93.25,83.47,84.29,80.89,87.04,-0.018000000000000002
1.14,25.09,409.32,-0.066,-0.027999999999999997,10.11,10.300999999999998,12.11,-9.63,16.63,-225.09,-55.26,12.22,0.04,-0.07,93.25,83.72,84.65,81.16,87.03,-0.019
1.15,25.08,409.38,-0.063,-0.031,10.111,10.297,12.07,-11.01,15.88,-223.32,-55.81,4.48,0.05,-0.07,93.27,83.52,84.35,80.92,87.01,-0.018000000000000002
1.16,25.08,409.45,-0.051,-0.036000000000000004,10.113,10.294,12.12,-11.73,15.8,-222.73,-51.29,-4.87,0.05,-0.07,93.28,83.64,84.35,80.95,87.02,-0.018000000000000002
1.17,25.08,409.59,-0.08,-0.04,10.112,10.289000000000001,12.2,-9.88,16.68,-224.16,-41.2,-12.55,0.04,-0.07,93.27,83.55,84.74,80.75,87.04,-0.017
1.18,25.07,409.59,-0.06,-0.037000000000000005,10.113999999999999,10.288,12.21,-4.9,17.87,-227.52,-27.99,-17.05,0.02,-0.08,93.28,83.69,84.51,80.97,87.01,-0.017
1.19,25.07,409.52,-0.063,-0.03,10.11,10.29,12.2,1.96,19.5,-232.9,-13.65,-18.18,-0.01,-0.08,93.26,83.67,84.65,81.0,87.01,-0.018000000000000002
6.3,25.06,400.36,-0.07,-0.031,10.357000000000001,10.520999999999999,12.04,-52.3,4.16,-43.46,-19.15,-33.34,1.2,-0.1,92.68,81.95,84.6,79.91,86.83,-0.016
6.31,25.06,400.36,-0.06,-0.036000000000000004,10.357999999999999,10.519,12.12,-52.11,3.27,-49.32,-10.91,-29.08,1.06,-0.07,92.78,82.35,84.93,79.69,86.8,-0.015
6.32,25.06,400.15,-0.069,-0.027000000000000003,10.357000000000001,10.526,12.13,-51.63,1.79,-51.95,-10.41,-21.16,0.99,-0.03,92.73,82.06,84.51,79.8,86.82,-0.016
6.33,25.06,399.95,-0.06,-0.031,10.357000000000001,10.529000000000002,12.12,-50.57,0.83,-53.53,-13.2,-10.73,0.94,-0.02,92.72,82.15,84.79,79.69,86.84,-0.016
6.34,25.06,400.08,-0.067,-0.034,10.359000000000002,10.525,12.11,-47.12,1.24,-52.98,-19.91,1.08,0.89,-0.02,92.71,82.06,84.6,80.02,86.8,-0.016
6.35,25.05,400.15,-0.051,-0.031,10.357000000000001,10.522,12.07,-41.78,1.45,-49.37,-31.43,11.85,0.85,-0.03,92.71,82.29,84.96,79.72,86.82,-0.016
6.36,25.06,400.49,-0.066,-0.039,10.359000000000002,10.514000000000001,12.04,-35.86,2.18,-44.53,-43.67,19.39,0.81,-0.05,92.73,82.06,84.63,80.32,86.84,-0.015
6.37,25.06,400.77,-0.066,-0.034,10.357999999999999,10.507,12.01,-33.79,2.71,-39.24,-55.66,20.5,0.86,-0.07,92.72,82.18,84.6,79.74,86.83,-0.013999999999999999
6.38,25.06,400.7,-0.07200000000000001,-0.036000000000000004,10.36,10.509,11.95,-36.27,2.67,-34.12,-65.99,15.55,1.06,-0.08,92.69,82.06,84.54,80.18,86.81,-0.013999999999999999
6.39,25.06,400.49,-0.066,-0.036000000000000004,10.359000000000002,10.517000000000001,12.02,-42.34,2.04,-31.13,-71.09,5.78,1.36,-0.07,92.71,82.12,84.57,79.8,86.83,-0.015
6.4,25.06,400.15,-0.064,-0.04,10.359000000000002,10.523,11.98,-47.64,0.84,-29.23,-72.15,-4.75,1.63,-0.03,92.69,82.04,84.65,80.1,86.85,-0.016
6.41,25.06,400.08,-0.069,-0.031,10.357000000000001,10.526,11.99,-50.44,0.53,-29.02,-67.8,-14.55,1.74,-0.02,92.72,82.09,84.4,79.85,86.82,-0.016
6.42,25.07,400.29,-0.073,-0.03,10.357000000000001,10.525,11.92,-50.41,-0.02,-30.59,-59.13,-22.24,1.65,0.0,92.71,82.15,84.82,80.1,86.82,-0.016
6.43,25.06,400.36,-0.057,-0.033,10.357000000000001,10.520999999999999,12.03,-49.69,0.25,-33.45,-47.48,-28.5,1.49,-0.01,92.69,82.18,84.71,79.96,86.84,-0.016
6.44,25.06,400.36,-0.06,-0.043,10.36,10.520999999999999,11.96,-49.32,1.18,-38.07,-34.15,-32.28,1.3,-0.03,92.71,82.21,84.79,79.96,86.84,-0.015
6.45,25.06,400.7,-0.066,-0.04,10.36,10.513,11.98,-48.27,1.84,-44.06,-22.25,-32.03,1.1,-0.04,92.69,82.29,84.71,79.8,86.81,-0.015
6.46,25.06,400.7,-0.057999999999999996,-0.037000000000000005,10.36,10.512,12.02,-46.15,3.1,-51.0,-12.59,-27.23,0.9,-0.06,92.67,82.29,84.74,79.99,86.82,-0.013999999999999999
6.47,25.06,400.56,-0.063,-0.036000000000000004,10.357000000000001,10.513,12.04,-42.23,3.54,-57.99,-7.75,-18.36,0.73,-0.06,92.71,82.32,84.57,80.05,86.85,-0.015
6.48,25.05,400.43,-0.057,-0.04,10.357999999999999,10.515,12.06,-37.86,2.88,-62.07,-9.79,-7.39,0.61,-0.05,92.69,82.26,84.79,80.02,86.82,-0.015
6.49,25.06,400.43,-0.064,-0.033,10.36,10.517000000000001,12.04,-34.16,1.98,-62.18,-17.64,3.71,0.55,-0.03,92.71,82.21,84.85,80.05,86.81,-0.015
6.5,25.06,400.15,-0.057999999999999996,-0.034,10.360999999999999,10.526,12.06,-32.29,1.43,-56.93,-30.64,11.84,0.57,-0.03,92.69,82.24,84.88,79.91,86.83,-0.016
6.51,25.06,400.15,-0.069,-0.031,10.36,10.525,12.02,-31.43,0.07,-49.62,-45.63,17.17,0.63,0.0,92.68,82.18,84.79,80.13,86.84,-0.016
