ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
0.47,25.05,428.05,-0.063,-0.027999999999999997,9.554,9.834,12.2,10.24,17.77,-253.12,10.2,2.82,-0.04,-0.07,93.46,85.13,86.85,84.0,88.92,-0.028999999999999998
0.48,25.04,427.57,-0.053,-0.024,9.552999999999999,9.844,12.25,17.14,18.22,-253.37,11.42,10.08,-0.07,-0.07,93.48,84.93,86.8,84.0,88.9,-0.03
0.49,25.04,427.09,-0.055999999999999994,-0.034,9.557,9.852,12.29,18.72,17.59,-250.56,6.66,17.51,-0.07,-0.07,93.47,85.01,86.74,83.98,88.9,-0.03
0.5,25.04,426.89,-0.054000000000000006,-0.033,9.555,9.856,12.34,14.78,16.27,-245.86,-3.29,23.42,-0.06,-0.07,93.47,84.9,86.8,83.76,88.93,-0.031
0.51,25.03,426.55,-0.048,-0.03,9.556000000000001,9.862,12.3,8.49,14.46,-239.01,-17.18,27.91,-0.04,-0.06,93.48,84.81,86.63,83.87,88.91,-0.031
0.52,25.03,426.82,-0.054000000000000006,-0.037000000000000005,9.558,9.856,12.27,1.01,12.99,-231.72,-32.02,29.8,0.0,-0.06,93.47,84.67,86.57,83.95,88.89,-0.03
0.53,25.02,426.82,-0.053,-0.03,9.559,9.853,12.22,-9.09,12.59,-225.56,-43.86,26.81,0.04,-0.06,93.37,84.81,86.57,84.0,88.91,-0.03
0.54,25.02,426.89,-0.053,-0.024,9.556000000000001,9.851,12.17,-21.04,13.49,-221.57,-50.46,19.54,0.09,-0.06,93.37,84.7,86.57,83.87,88.92,-0.03
0.55,25.02,426.82,-0.044000000000000004,-0.027999999999999997,9.555,9.851,12.11,-34.67,15.23,-219.35,-51.9,8.94,0.16,-0.07,93.41,84.5,86.38,83.84,88.9,-0.03
0.56,25.01,426.82,-0.057,-0.031,9.557,9.849,12.11,-47.41,16.99,-220.5,-47.47,-2.2,0.22,-0.08,93.53,84.58,86.74,83.87,88.89,-0.03
0.57,25.01,426.96,-0.054000000000000006,-0.024,9.554,9.845,12.14,-54.48,18.9,-224.24,-38.82,-10.58,0.24,-0.08,93.32,84.5,86.6,83.81,88.93,-0.03
0.58,25.0,427.37,-0.047,-0.027000000000000003,9.555,9.832,12.2,-51.53,20.86,-232.33,-24.52,-12.66,0.22,-0.09,93.36,84.93,86.91,83.79,88.91,-0.027999999999999997
0.59,25.01,427.5,-0.048,-0.024,9.554,9.831,12.28,-40.16,22.49,-240.95,-9.59,-10.04,0.17,-0.09,93.41,84.75,86.93,83.9,88.89,-0.027999999999999997
0.6,25.0,427.71,-0.047,-0.036000000000000004,9.555,9.825,12.27,-21.75,23.35,-247.59,2.0,-3.01,0.09,-0.09,93.42,84.87,86.99,83.73,88.91,-0.027000000000000003
0.61,25.01,427.85,-0.053,-0.021,9.551,9.823,12.25,-0.87,23.19,-252.24,9.23,6.79,0.0,-0.09,93.42,85.1,86.8,84.09,88.93,-0.027999999999999997
0.62,25.01,427.71,-0.047,-0.04,9.555,9.827,12.18,16.53,22.61,-252.9,10.77,16.25,-0.07,-0.09,93.41,84.67,86.77,83.84,88.9,-0.027999999999999997
0.63,25.01,427.37,-0.061,-0.024,9.552,9.837,12.09,26.58,21.92,-251.42,7.41,23.9,-0.11,-0.09,93.45,84.67,86.68,83.73,88.89,-0.028999999999999998
0.64,25.01,426.96,-0.048,-0.04,9.556000000000001,9.846,12.01,28.4,20.03,-247.07,-1.78,29.13,-0.11,-0.08,93.46,84.72,86.74,84.11,88.93,-0.028999999999999998
0.65,25.02,426.75,-0.061,-0.027999999999999997,9.554,9.854,12.01,22.45,18.05,-239.92,-15.3,30.92,-0.09,-0.08,93.46,84.81,86.93,83.84,88.91,-0.03
0.66,25.02,426.68,-0.048,-0.03,9.555,9.855,12.08,11.82,15.95,-233.32,-29.41,30.12,-0.05,-0.07,93.48,84.75,86.85,83.87,88.89,-0.031
0.67,25.02,426.82,-0.057,-0.037000000000000005,9.556000000000001,9.853,12.12,-1.29,14.81,-226.87,-41.91,26.02,0.01,-0.07,93.47,84.7,86.8,84.14,88.91,-0.03
0.68,25.02,426.89,-0.055999999999999994,-0.036000000000000004,9.554,9.852,12.17,-14.61,15.09,-222.14,-49.63,19.08,0.07,-0.07,93.47,84.67,86.74,84.06,88.93,-0.03
0.69,25.03,427.09,-0.061,-0.027999999999999997,9.555,9.847999999999999,12.09,-24.8,15.85,-219.97,-51.84,11.2,0.11,-0.07,93.46,84.67,86.85,83.98,88.9,-0.03
0.7,25.02,427.44,-0.067,-0.036000000000000004,9.555,9.839,12.08,-30.15,16.84,-221.2,-48.13,3.43,0.14,-0.08,93.45,84.5,86.91,83.98,88.89,-0.028999999999999998
0.71,25.02,427.64,-0.053,-0.03,9.555,9.834,12.01,-30.0,18.29,-225.13,-39.71,-3.04,0.13,-0.08,93.48,84.58,86.91,84.14,88.92,-0.027999999999999997
0.72,25.02,427.98,-0.057,-0.037000000000000005,9.554,9.827,12.0,-25.24,19.94,-232.9,-25.77,-7.32,0.11,-0.09,93.47,84.52,86.85,83.9,88.92,-0.027999999999999997
0.73,25.03,427.78,-0.047,-0.03,9.552999999999999,9.832,12.03,-16.76,22.35,-241.5,-10.35,-8.21,0.07,-0.09,93.46,84.55,86.96,83.98,88.88,-0.027999999999999997
0.74,25.03,427.64,-0.051,-0.034,9.554,9.837,12.17,-6.82,23.98,-248.22,2.07,-5.67,0.03,-0.1,93.46,84.58,86.96,84.03,88.91,-0.028999999999999998
0.75,25.03,427.5,-0.057,-0.033,9.552999999999999,9.841000000000001,12.2,1.99,24.48,-252.76,10.16,-0.57,-0.01,-0.1,93.45,84.7,87.02,84.09,88.93,-0.028999999999999998
0.76,25.04,427.37,-0.05,-0.022000000000000002,9.552999999999999,9.845,12.21,8.19,24.77,-253.25,11.88,6.75,-0.03,-0.1,93.45,84.61,86.85,83.95,88.91,-0.03
0.77,25.06,427.16,-0.057,-0.034,9.554,9.857999999999999,12.2,9.9,23.82,-251.01,7.81,14.4,-0.04,-0.09,93.46,84.72,87.02,84.17,88.89,-0.031
0.78,25.06,427.09,-0.057999999999999996,-0.027999999999999997,9.552,9.862,12.14,6.99,22.19,-246.48,-1.48,21.01,-0.03,-0.09,93.47,84.72,86.99,84.22,88.91,-0.031
0.79,25.08,427.09,-0.064,-0.027000000000000003,9.554,9.868,12.12,1.95,20.07,-239.44,-15.52,26.42,-0.01,-0.08,93.46,84.75,86.93,84.2,88.92,-0.032
0.8,25.08,427.5,-0.05,-0.033,9.552999999999999,9.862,12.15,-4.84,18.12,-232.44,-30.26,28.88,0.02,-0.08,93.46,84.93,86.85,84.06,88.89,-0.031
0.81,25.09,427.5,-0.061,-0.024,9.555,9.863,12.2,-13.07,17.41,-226.27,-42.25,26.95,0.06,-0.08,93.45,84.93,86.63,83.68,88.91,-0.031
0.82,25.09,427.78,-0.055999999999999994,-0.037000000000000005,9.554,9.856,12.23,-22.64,17.42,-222.19,-49.58,20.98,0.1,-0.08,93.61,84.75,86.77,83.84,88.93,-0.031
0.83,25.09,427.78,-0.048,-0.034,9.556000000000001,9.857999999999999,12.25,-32.89,18.82,-219.3,-52.41,11.83,0.15,-0.09,93.43,84.67,86.68,83.79,88.91,-0.031
0.84,25.08,427.85,-0.055999999999999994,-0.03,9.556000000000001,9.853,12.23,-41.38,19.62,-220.15,-48.83,1.89,0.19,-0.09,93.51,84.9,86.77,83.76,88.89,-0.03
0.85,25.08,428.05,-0.057,-0.044000000000000004,9.556000000000001,9.847999999999999,12.2,-44.69,21.29,-224.52,-39.62,-5.84,0.2,-0.09,93.48,84.61,86.82,83.76,88.92,-0.03
0.86,25.08,428.19,-0.061,-0.027000000000000003,9.554,9.842,12.14,-42.43,23.19,-231.64,-26.13,-10.47,0.18,-0.1,93.48,85.07,87.21,83.76,88.92,-0.028999999999999998
0.87,25.07,428.19,-0.054000000000000006,-0.034,9.552999999999999,9.839,12.09,-33.72,25.16,-241.24,-10.28,-10.32,0.14,-0.1,93.47,85.1,87.16,83.81,88.9,-0.028999999999999998
0.88,25.06,427.98,-0.055999999999999994,-0.036000000000000004,9.552999999999999,9.839,12.06,-21.05,26.0,-247.69,1.25,-6.35,0.08,-0.1,93.46,84.95,87.02,83.7,88.9,-0.028999999999999998
0.89,25.06,427.98,-0.057,-0.022000000000000002,9.552,9.839,12.03,-6.24,26.31,-251.64,8.5,1.62,0.02,-0.1,93.4,84.87,87.13,83.59,88.93,-0.028999999999999998
0.9,25.05,427.57,-0.051,-0.022000000000000002,9.552999999999999,9.847000000000001,12.01,7.0,25.84,-252.88,10.73,11.04,-0.03,-0.1,93.47,85.18,87.05,84.11,88.92,-0.03
0.91,25.05,427.37,-0.047,-0.033,9.555,9.851,11.97,15.22,24.9,-252.11,8.44,19.52,-0.06,-0.1,93.41,84.44,86.85,84.09,88.89,-0.03
0.92,25.05,427.37,-0.067,-0.024,9.552999999999999,9.85,11.98,18.67,22.95,-247.55,-0.89,26.83,-0.08,-0.09,93.47,85.21,86.8,83.65,88.91,-0.03
0.93,25.05,427.23,-0.053,-0.025,9.552999999999999,9.853,11.93,17.67,20.53,-241.08,-14.22,31.76,-0.07,-0.09,93.46,84.87,86.63,83.98,88.92,-0.031
0.94,25.04,427.16,-0.06,-0.027000000000000003,9.554,9.853,11.92,12.17,18.12,-233.5,-29.2,32.73,-0.05,-0.08,93.46,84.87,86.55,83.98,88.9,-0.03
0.95,25.04,427.03,-0.057999999999999996,-0.027999999999999997,9.552999999999999,9.857000000000001,11.93,3.71,16.81,-227.83,-41.09,30.06,-0.02,-0.07,93.5,84.81,86.8,84.0,88.89,-0.031
0.96,25.04,427.03,-0.053,-0.03,9.554,9.857000000000001,11.94,-8.94,16.62,-222.62,-49.39,22.02,0.04,-0.07,93.48,84.78,86.85,83.49,88.92,-0.031
0.97,25.04,427.09,-0.055999999999999994,-0.031,9.554,9.855,12.02,-24.28,17.26,-220.13,-51.87,10.49,0.11,-0.08,93.46,84.75,86.57,83.46,88.92,-0.031
0.98,25.04,427.16,-0.057,-0.024,9.552,9.853,12.07,-39.4,18.21,-221.23,-48.48,-1.64,0.18,-0.08,93.46,84.81,86.52,84.06,88.89,-0.031
0.99,25.04,427.37,-0.05,-0.027000000000000003,9.554,9.849,12.1,-49.33,19.68,-224.66,-40.25,-10.7,0.22,-0.09,93.46,84.75,86.68,83.51,88.91,-0.03
1.0,25.04,427.64,-0.063,-0.03,9.552999999999999,9.842,12.1,-51.87,21.32,-232.29,-26.58,-15.42,0.22,-0.09,93.46,84.72,86.93,83.87,88.94,-0.028999999999999998
1.01,25.04,427.78,-0.054000000000000006,-0.022000000000000002,9.551,9.839,12.08,-45.54,22.93,-239.68,-12.87,-14.25,0.19,-0.1,93.46,84.55,86.6,83.92,88.9,-0.028999999999999998
1.02,25.05,427.98,-0.06,-0.03,9.551,9.837,12.07,-33.42,24.57,-247.35,0.4,-8.97,0.14,-0.1,93.46,84.75,86.74,83.87,88.89,-0.028999999999999998
1.03,25.04,428.12,-0.057999999999999996,-0.033,9.552999999999999,9.831,12.01,-19.31,24.61,-252.32,8.9,-0.93,0.08,-0.1,93.46,84.81,86.82,83.9,88.91,-0.027999999999999997
1.04,25.05,427.85,-0.047,-0.034,9.555,9.841000000000001,11.99,-8.09,24.78,-253.96,12.16,7.33,0.03,-0.1,93.45,84.9,86.6,84.0,88.92,-0.028999999999999998
1.05,25.06,427.71,-0.048,-0.027999999999999997,9.55,9.847000000000001,11.96,-1.64,23.8,-251.81,8.35,15.58,0.01,-0.09,93.46,84.98,86.8,84.09,88.89,-0.03
1.06,25.06,427.57,-0.055999999999999994,-0.024,9.552999999999999,9.85,11.93,-0.09,22.17,-247.53,-0.32,22.78,0.0,-0.09,93.45,84.87,86.8,84.11,88.9,-0.03
1.07,25.06,427.44,-0.053,-0.025,9.556000000000001,9.853,11.92,-2.06,20.07,-240.7,-13.61,28.28,0.01,-0.08,93.47,84.72,86.74,84.03,88.93,-0.03
1.08,25.06,427.44,-0.047,-0.031,9.555,9.853,11.92,-5.78,18.28,-233.66,-28.15,31.13,0.02,-0.08,93.43,84.7,86.74,83.95,88.91,-0.03
1.09,25.06,427.71,-0.054000000000000006,-0.037000000000000005,9.554,9.847000000000001,11.92,-10.08,16.67,-227.05,-41.01,30.49,0.04,-0.07,93.45,84.64,86.93,83.9,88.89,-0.03
1.1,25.06,427.92,-0.05,-0.025,9.552,9.842,11.92,-15.41,16.61,-222.58,-49.31,25.39,0.07,-0.07,93.45,84.7,86.66,83.79,88.92,-0.028999999999999998
1.11,25.06,428.19,-0.05,-0.027999999999999997,9.552999999999999,9.837,11.9,-18.92,17.4,-220.6,-51.47,18.13,0.09,-0.08,93.47,84.84,86.71,83.81,88.92,-0.028999999999999998
1.12,25.06,428.46,-0.057,-0.025,9.552999999999999,9.828,11.91,-20.53,18.05,-221.37,-48.44,9.33,0.09,-0.08,93.47,84.7,86.71,83.79,88.9,-0.027999999999999997
1.13,25.05,428.46,-0.053,-0.036000000000000004,9.555,9.827,11.98,-19.32,19.08,-225.64,-39.91,1.15,0.09,-0.08,93.47,84.7,86.68,83.76,88.9,-0.027999999999999997
1.14,25.05,428.39,-0.055999999999999994,-0.027999999999999997,9.552999999999999,9.829,12.05,-15.81,20.06,-231.81,-28.38,-5.19,0.07,-0.09,93.51,84.9,86.96,83.73,88.93,-0.027999999999999997
1.15,25.05,428.26,-0.061,-0.027000000000000003,9.551,9.829,12.12,-11.02,22.02,-240.51,-12.81,-8.61,0.05,-0.09,93.4,84.87,87.13,83.73,88.91,-0.027999999999999997
1.16,25.04,427.92,-0.05,-0.025,9.552,9.836,12.13,-4.79,22.86,-248.18,0.03,-7.96,0.02,-0.09,93.53,84.64,86.96,83.84,88.89,-0.028999999999999998
1.17,25.04,427.85,-0.05,-0.034,9.552999999999999,9.838,12.13,3.53,23.38,-253.13,8.9,-2.26,-0.01,-0.09,93.51,84.72,86.55,83.68,88.92,-0.028999999999999998
1.18,25.04,427.64,-0.057999999999999996,-0.03,9.552999999999999,9.841000000000001,12.09,11.34,23.22,-254.8,11.86,6.31,-0.04,-0.09,93.42,84.93,86.91,84.14,88.93,-0.028999999999999998
6.29,25.06,418.41,-0.048,-0.033,9.915,10.067,12.18,-34.12,0.65,-26.65,-63.26,1.08,1.28,-0.02,93.45,83.44,87.13,82.99,88.55,-0.015
6.3,25.06,418.75,-0.051,-0.039,9.916,10.057,12.27,-39.85,0.29,-31.24,-53.67,-9.37,1.28,-0.01,93.47,83.47,87.16,83.49,88.57,-0.013999999999999999
6.31,25.06,419.16,-0.054000000000000006,-0.034,9.916,10.047,12.3,-45.76,0.8,-37.94,-41.4,-17.0,1.21,-0.02,93.45,83.32,87.1,83.27,88.55,-0.013000000000000001
6.32,25.05,419.09,-0.051,-0.031,9.919,10.047,12.28,-51.1,1.64,-45.73,-27.31,-20.81,1.12,-0.04,93.41,83.55,87.07,83.24,88.53,-0.013000000000000001
6.33,25.05,418.96,-0.055999999999999994,-0.027000000000000003,9.916,10.049,12.2,-54.31,2.6,-51.57,-16.31,-19.16,1.05,-0.05,93.45,83.58,87.1,83.35,88.57,-0.013000000000000001
6.34,25.04,418.75,-0.05,-0.03,9.914,10.05,12.1,-54.48,2.79,-55.35,-9.2,-12.42,0.98,-0.05,93.51,83.47,87.3,83.24,88.56,-0.013999999999999999
6.35,25.04,418.55,-0.06,-0.037000000000000005,9.918,10.055,12.05,-51.16,3.45,-55.76,-7.71,-1.2,0.92,-0.06,93.46,83.55,87.44,83.32,88.53,-0.013999999999999999
6.36,25.04,418.27,-0.051,-0.033,9.915,10.059,12.07,-46.39,3.54,-53.35,-12.3,11.12,0.87,-0.07,93.57,83.87,87.16,83.27,88.54,-0.013999999999999999
6.37,25.04,418.07,-0.06,-0.03,9.916,10.064,12.13,-40.43,3.29,-48.67,-22.7,22.95,0.83,-0.07,93.43,83.78,86.8,83.29,88.56,-0.015
6.38,25.03,418.14,-0.057999999999999996,-0.03,9.917,10.062000000000001,12.17,-34.28,2.73,-41.11,-37.05,32.15,0.83,-0.07,93.5,83.78,87.24,83.21,88.55,-0.013999999999999999
6.39,25.04,418.07,-0.054000000000000006,-0.034,9.917,10.064,12.17,-29.88,2.06,-34.94,-50.71,36.11,0.85,-0.06,93.6,83.24,87.32,83.13,88.52,-0.015
6.4,25.04,418.0,-0.053,-0.03,9.917,10.066,12.17,-27.64,1.5,-28.31,-62.95,34.71,0.98,-0.05,93.55,83.58,87.05,82.99,88.55,-0.015
6.41,25.04,417.93,-0.047,-0.027999999999999997,9.917,10.068,12.11,-28.63,1.17,-24.43,-68.93,28.01,1.17,-0.05,93.53,83.18,86.8,83.27,88.56,-0.015
6.42,25.04,418.0,-0.061,-0.034,9.916,10.067,12.02,-31.73,0.91,-23.07,-70.17,17.85,1.38,-0.04,93.46,83.44,86.85,82.56,88.53,-0.015
6.43,25.04,418.27,-0.054000000000000006,-0.034,9.917,10.059,11.96,-35.57,0.8,-23.97,-66.43,6.53,1.48,-0.03,93.47,83.41,86.63,83.43,88.53,-0.013999999999999999
6.44,25.04,418.55,-0.048,-0.037000000000000005,9.915,10.054,11.96,-40.28,1.35,-28.04,-57.31,-4.71,1.44,-0.05,93.45,83.64,86.96,82.97,88.55,-0.013999999999999999
6.45,25.04,418.68,-0.057999999999999996,-0.02,9.913,10.052,12.01,-45.84,1.94,-33.64,-45.98,-13.99,1.36,-0.06,93.45,83.41,86.68,83.08,88.54,-0.013999999999999999
6.46,25.04,418.68,-0.054000000000000006,-0.03,9.913,10.051,12.06,-51.5,2.86,-42.9,-30.74,-19.71,1.2,-0.07,93.43,83.47,86.71,82.94,88.52,-0.013999999999999999
6.47,25.04,418.75,-0.038,-0.036000000000000004,9.915,10.049,12.08,-54.59,3.11,-50.3,-18.65,-19.84,1.09,-0.06,93.45,83.49,87.1,83.21,88.54,-0.013000000000000001
6.48,25.04,418.75,-0.06,-0.02,9.913,10.051,12.09,-53.98,2.88,-54.65,-10.95,-13.98,0.99,-0.05,93.43,83.55,86.93,83.05,88.56,-0.013999999999999999
