ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
0.33,25.04,419.44,-0.063,-0.018000000000000002,9.874,10.033,12.03,-11.14,23.86,-235.41,-34.59,-15.05,0.05,-0.1,90.13,83.44,83.37,78.98,84.77,-0.016
0.34,25.04,419.5,-0.053,-0.046,9.879,10.03,12.03,-14.39,21.84,-239.51,-22.0,-19.79,0.06,-0.09,90.15,83.47,83.12,79.23,84.78,-0.015
0.35,25.03,419.57,-0.07200000000000001,-0.03,9.875,10.027000000000001,12.08,-13.79,20.01,-242.69,-9.89,-19.21,0.06,-0.08,90.12,83.38,83.34,78.95,84.75,-0.015
0.36,25.04,419.64,-0.07,-0.03,9.877,10.027999999999999,12.09,-9.51,19.76,-245.33,0.44,-13.49,0.04,-0.08,90.12,83.61,83.43,79.03,84.75,-0.015
0.37,25.03,419.71,-0.063,-0.043,9.878,10.023,12.03,-4.26,20.6,-246.23,6.55,-4.7,0.02,-0.08,90.15,83.41,83.43,79.12,84.77,-0.013999999999999999
0.38,25.04,419.78,-0.064,-0.031,9.876,10.025,12.05,0.22,21.65,-245.03,6.13,5.68,0.0,-0.09,90.17,83.52,83.4,79.09,84.76,-0.015
0.39,25.04,419.85,-0.067,-0.036000000000000004,9.876,10.022,12.09,3.88,22.54,-241.75,-0.8,16.05,-0.02,-0.09,90.13,83.41,83.6,79.2,84.73,-0.015
0.4,25.03,419.91,-0.07200000000000001,-0.037000000000000005,9.874,10.019,12.09,7.55,22.77,-237.66,-12.66,25.44,-0.03,-0.1,90.12,83.55,83.43,78.98,84.76,-0.013999999999999999
0.41,25.04,419.85,-0.069,-0.036000000000000004,9.879,10.022,12.12,12.65,22.65,-234.53,-27.1,32.49,-0.05,-0.1,90.18,83.41,83.4,79.12,84.77,-0.013999999999999999
0.42,25.03,419.98,-0.06,-0.036000000000000004,9.876,10.017000000000001,12.14,17.46,21.77,-232.3,-41.55,34.91,-0.08,-0.09,90.14,83.47,83.34,79.17,84.75,-0.013999999999999999
0.43,25.03,419.85,-0.063,-0.034,9.876,10.019,12.14,19.73,22.31,-231.41,-51.99,31.62,-0.09,-0.1,90.14,83.44,83.43,79.09,84.74,-0.013999999999999999
0.44,25.04,419.98,-0.07,-0.039,9.877,10.02,12.14,16.97,22.91,-231.03,-57.88,22.56,-0.07,-0.1,90.1,83.38,83.71,79.44,84.78,-0.013999999999999999
0.45,25.04,419.71,-0.066,-0.034,9.877,10.026,12.12,9.65,24.48,-231.98,-56.77,9.89,-0.04,-0.11,90.13,83.32,83.34,79.09,84.76,-0.015
0.46,25.04,419.71,-0.061,-0.03,9.873,10.025,12.12,1.24,25.62,-232.86,-50.71,-2.61,-0.01,-0.11,90.12,83.32,83.4,79.06,84.74,-0.015
0.47,25.03,419.71,-0.064,-0.034,9.879,10.024,12.1,-4.81,25.88,-235.48,-39.51,-11.86,0.02,-0.11,90.27,83.38,83.48,79.12,84.76,-0.013999999999999999
0.48,25.04,419.71,-0.067,-0.027000000000000003,9.879,10.026,12.09,-7.26,25.34,-239.04,-25.68,-17.27,0.03,-0.11,90.05,83.32,83.48,79.14,84.77,-0.015
0.49,25.04,419.78,-0.06,-0.039,9.878,10.026,12.08,-6.56,24.38,-242.18,-11.9,-18.15,0.03,-0.1,90.18,82.84,83.68,79.12,84.74,-0.015
0.5,25.04,419.85,-0.067,-0.025,9.876,10.024,12.07,-4.9,22.24,-245.72,0.03,-15.19,0.02,-0.09,90.14,83.44,83.76,79.36,84.73,-0.015
0.51,25.04,419.64,-0.061,-0.031,9.877,10.029,12.06,-5.82,20.74,-247.33,6.82,-10.46,0.02,-0.08,90.18,83.07,83.87,79.17,84.77,-0.015
0.52,25.04,419.57,-0.064,-0.044000000000000004,9.879,10.031,12.06,-10.4,19.66,-245.49,5.77,-3.92,0.04,-0.08,90.04,83.29,83.65,79.14,84.76,-0.015
0.53,25.04,419.44,-0.069,-0.039,9.879,10.035,12.03,-15.67,18.66,-242.82,-0.76,4.81,0.06,-0.08,90.0,83.27,83.68,79.14,84.73,-0.016
0.54,25.05,419.37,-0.061,-0.036000000000000004,9.878,10.038,12.05,-18.11,18.87,-238.71,-11.81,15.05,0.08,-0.08,90.17,83.35,83.96,79.69,84.75,-0.016
0.55,25.05,419.5,-0.057,-0.025,9.877,10.036,12.05,-15.67,19.98,-234.52,-26.02,25.05,0.07,-0.09,90.2,83.04,83.79,79.36,84.77,-0.016
0.56,25.06,419.57,-0.057999999999999996,-0.047,9.881,10.039,12.05,-12.41,21.82,-231.76,-38.35,30.29,0.05,-0.09,90.14,83.12,83.68,79.25,84.75,-0.016
0.57,25.07,419.71,-0.048,-0.034,9.879,10.039,12.03,-13.34,23.42,-230.26,-48.17,28.13,0.06,-0.1,90.12,83.21,83.73,79.25,84.73,-0.016
0.58,25.08,419.78,-0.063,-0.031,9.878,10.043,12.04,-19.67,24.94,-229.03,-54.1,19.56,0.09,-0.11,90.15,83.18,83.46,78.84,84.77,-0.016
0.59,25.1,419.98,-0.057999999999999996,-0.031,9.878,10.044,12.03,-27.54,25.42,-228.16,-55.47,8.52,0.12,-0.11,90.14,83.32,83.96,79.06,84.76,-0.017
0.6,25.11,420.05,-0.069,-0.027000000000000003,9.878,10.047,12.05,-32.19,25.14,-229.09,-51.94,-1.32,0.14,-0.11,90.17,83.09,83.65,78.82,84.73,-0.017
0.61,25.12,420.32,-0.08800000000000001,-0.04,9.88,10.043,11.98,-33.3,24.31,-231.51,-42.84,-9.4,0.14,-0.11,90.14,83.15,83.57,78.98,84.75,-0.016
0.62,25.12,420.46,-0.057999999999999996,-0.04,9.88,10.042,12.03,-31.25,23.48,-234.45,-30.46,-14.93,0.13,-0.1,90.13,83.21,83.6,79.39,84.77,-0.016
0.63,25.12,420.6,-0.055999999999999994,-0.033,9.878,10.039,12.02,-26.25,22.01,-237.69,-16.65,-16.46,0.11,-0.09,90.14,83.24,83.57,79.03,84.75,-0.016
0.64,25.12,420.6,-0.061,-0.034,9.878,10.039,12.01,-18.89,21.16,-240.97,-3.59,-13.75,0.08,-0.09,90.17,83.44,83.76,79.14,84.73,-0.016
0.65,25.12,420.8,-0.053,-0.03,9.879,10.032,11.99,-10.13,20.74,-242.62,5.18,-7.2,0.04,-0.09,90.17,83.49,83.73,79.25,84.76,-0.015
0.66,25.12,420.67,-0.063,-0.027000000000000003,9.878,10.035,12.05,-2.29,20.75,-242.45,8.0,1.97,0.01,-0.09,90.13,83.49,83.6,79.25,84.76,-0.016
0.67,25.12,420.6,-0.057,-0.039,9.881,10.036,12.04,2.81,20.9,-240.52,4.69,11.64,-0.01,-0.09,90.13,83.69,83.57,79.34,84.73,-0.015
0.68,25.11,420.67,-0.063,-0.04,9.877,10.031,12.01,5.15,20.99,-236.51,-5.21,20.45,-0.02,-0.09,90.14,83.78,83.65,79.06,84.74,-0.015
0.69,25.11,420.39,-0.061,-0.033,9.879,10.038,12.03,7.17,21.96,-231.77,-18.74,27.71,-0.03,-0.09,90.08,83.78,83.6,79.64,84.77,-0.016
0.7,25.1,420.53,-0.063,-0.036000000000000004,9.877,10.03,12.03,8.17,22.01,-228.39,-33.55,31.34,-0.04,-0.1,90.09,83.69,83.82,79.28,84.75,-0.015
0.71,25.09,420.39,-0.061,-0.031,9.879,10.032,12.02,7.3,22.85,-226.48,-46.03,30.12,-0.03,-0.1,90.14,83.69,83.51,79.25,84.73,-0.015
0.72,25.09,420.26,-0.055999999999999994,-0.036000000000000004,9.88,10.035,12.01,2.95,23.89,-225.22,-54.47,23.45,-0.01,-0.11,90.14,83.67,83.48,79.17,84.74,-0.016
0.73,25.09,419.98,-0.06,-0.03,9.88,10.039,12.01,-2.77,24.95,-225.35,-57.51,13.99,0.01,-0.11,90.14,83.67,83.43,79.44,84.77,-0.016
0.74,25.08,420.12,-0.067,-0.04,9.879,10.033999999999999,12.02,-8.14,25.17,-226.97,-55.0,3.67,0.04,-0.11,90.14,83.61,83.46,79.12,84.73,-0.015
0.75,25.08,420.12,-0.07,-0.027999999999999997,9.877,10.031,12.02,-10.53,24.73,-231.6,-46.43,-5.57,0.05,-0.11,90.17,83.49,83.73,79.01,84.73,-0.015
0.76,25.07,419.98,-0.069,-0.039,9.878,10.032,12.03,-9.05,23.44,-237.22,-33.52,-11.46,0.04,-0.1,90.17,83.55,83.48,79.09,84.76,-0.015
0.77,25.07,419.98,-0.054000000000000006,-0.034,9.877,10.032,12.01,-6.08,21.03,-242.12,-19.1,-15.01,0.03,-0.09,90.18,83.52,83.46,79.06,84.75,-0.015
0.78,25.06,420.05,-0.069,-0.04,9.88,10.027999999999999,12.02,-2.95,18.49,-245.25,-6.17,-14.99,0.01,-0.08,90.08,83.84,83.43,79.39,84.73,-0.015
0.79,25.06,420.05,-0.06,-0.025,9.877,10.026,12.03,0.14,16.34,-247.02,3.58,-11.1,0.0,-0.07,90.18,83.75,83.48,79.06,84.74,-0.015
0.8,25.05,419.98,-0.066,-0.039,9.879,10.025,12.01,1.73,15.31,-246.04,7.02,-4.32,-0.01,-0.06,90.17,83.32,83.37,79.2,84.76,-0.015
0.81,25.05,419.91,-0.057999999999999996,-0.037000000000000005,9.878,10.027000000000001,12.01,4.66,15.75,-243.32,4.78,6.04,-0.02,-0.06,90.19,83.64,83.65,79.28,84.74,-0.015
0.82,25.05,419.98,-0.057999999999999996,-0.04,9.878,10.023,12.03,8.13,16.48,-239.13,-3.2,17.24,-0.03,-0.07,90.17,83.64,83.34,79.23,84.74,-0.013999999999999999
0.83,25.04,419.98,-0.061,-0.031,9.878,10.02,12.01,13.07,17.45,-234.85,-15.56,27.44,-0.06,-0.07,90.14,83.67,83.73,79.47,84.77,-0.013999999999999999
0.84,25.04,420.12,-0.061,-0.025,9.877,10.016,12.03,19.79,18.73,-230.78,-30.12,34.8,-0.09,-0.08,90.03,83.67,83.65,79.03,84.76,-0.013999999999999999
0.85,25.04,420.05,-0.069,-0.022000000000000002,9.877,10.017000000000001,12.02,25.82,20.18,-229.06,-43.12,36.97,-0.11,-0.09,90.2,83.67,83.4,79.47,84.73,-0.013999999999999999
0.86,25.03,419.98,-0.066,-0.025,9.877,10.016,12.02,27.21,21.83,-228.56,-52.95,31.92,-0.12,-0.1,90.14,83.9,83.29,79.12,84.74,-0.013999999999999999
0.87,25.03,419.85,-0.076,-0.036000000000000004,9.879,10.019,12.02,22.24,23.71,-228.39,-57.43,21.05,-0.1,-0.1,90.13,83.75,83.62,78.95,84.77,-0.013999999999999999
0.88,25.03,419.64,-0.07200000000000001,-0.033,9.877,10.023,12.0,12.7,25.13,-228.91,-56.16,7.49,-0.06,-0.11,90.13,83.61,83.57,78.87,84.74,-0.015
0.89,25.03,419.44,-0.051,-0.031,9.876,10.027999999999999,12.0,2.13,25.66,-231.13,-48.84,-5.45,-0.01,-0.11,90.15,83.69,83.32,78.98,84.73,-0.015
0.9,25.03,419.5,-0.066,-0.047,9.88,10.027999999999999,12.02,-5.66,25.16,-233.91,-37.88,-14.71,0.02,-0.11,90.12,83.49,83.62,79.17,84.76,-0.015
0.91,25.03,419.57,-0.057,-0.036000000000000004,9.877,10.025,12.0,-9.23,23.05,-238.44,-24.18,-19.35,0.04,-0.1,90.14,83.61,83.46,78.79,84.76,-0.015
0.92,25.04,419.71,-0.054000000000000006,-0.036000000000000004,9.88,10.025,12.01,-8.92,20.65,-242.67,-10.24,-19.31,0.04,-0.09,90.14,83.61,83.46,79.25,84.73,-0.015
0.93,25.03,419.57,-0.055999999999999994,-0.033,9.878,10.026,12.0,-7.4,18.06,-245.25,0.79,-15.62,0.03,-0.07,90.17,83.55,83.34,79.28,84.75,-0.015
0.94,25.04,419.64,-0.054000000000000006,-0.027000000000000003,9.878,10.027999999999999,11.96,-8.25,16.53,-246.17,7.15,-9.94,0.03,-0.07,90.13,83.61,83.51,79.42,84.76,-0.015
0.95,25.04,419.57,-0.063,-0.046,9.881,10.031,11.98,-12.5,15.79,-244.57,6.9,-2.65,0.05,-0.06,90.14,83.55,83.76,79.03,84.74,-0.015
0.96,25.04,419.5,-0.064,-0.036000000000000004,9.879,10.033,11.99,-19.2,16.18,-239.59,-0.36,5.67,0.08,-0.07,90.13,83.75,83.73,79.17,84.73,-0.015
0.97,25.06,419.44,-0.064,-0.034,9.881,10.04,12.01,-23.06,17.34,-234.43,-11.26,15.49,0.1,-0.07,90.14,83.64,83.79,79.17,84.75,-0.016
0.98,25.05,419.5,-0.063,-0.036000000000000004,9.877,10.036,12.02,-22.87,19.11,-229.09,-25.79,24.08,0.1,-0.08,90.13,83.72,83.54,79.23,84.76,-0.016
0.99,25.05,419.5,-0.07200000000000001,-0.033,9.882,10.036,12.1,-20.33,20.56,-225.87,-39.75,28.84,0.09,-0.09,90.14,83.72,83.93,78.93,84.73,-0.015
1.0,25.05,419.57,-0.064,-0.033,9.878,10.033999999999999,12.15,-18.93,21.88,-224.87,-50.15,28.09,0.08,-0.1,90.17,83.69,83.71,79.06,84.73,-0.016
1.01,25.05,419.44,-0.063,-0.033,9.878,10.038,12.2,-20.51,23.24,-224.62,-56.27,20.99,0.09,-0.1,90.14,83.64,83.71,79.14,84.76,-0.016
1.02,25.05,419.44,-0.066,-0.037000000000000005,9.878,10.036,12.23,-22.32,23.73,-225.83,-56.78,11.5,0.1,-0.11,90.13,83.61,83.73,79.09,84.75,-0.016
1.03,25.05,419.37,-0.063,-0.039,9.879,10.039,12.23,-22.12,23.93,-227.96,-51.65,2.0,0.1,-0.1,90.14,83.64,83.62,79.12,84.73,-0.016
1.04,25.05,419.57,-0.06,-0.027999999999999997,9.879,10.033999999999999,12.24,-18.96,23.05,-232.09,-41.12,-5.79,0.08,-0.1,90.12,83.61,83.4,79.09,84.75,-0.016
1.05,25.04,419.64,-0.064,-0.031,9.875,10.029,12.23,-13.52,22.39,-236.98,-26.48,-10.97,0.06,-0.09,90.29,83.47,83.57,79.12,84.77,-0.015
1.06,25.04,419.64,-0.066,-0.031,9.876,10.03,12.22,-7.27,20.93,-240.77,-13.36,-13.05,0.03,-0.09,90.1,83.61,83.6,79.14,84.73,-0.015
1.07,25.04,419.71,-0.073,-0.031,9.877,10.027000000000001,12.2,-3.93,19.29,-244.41,-1.46,-12.8,0.02,-0.08,90.27,83.55,83.57,79.2,84.73,-0.015
1.08,25.04,419.5,-0.06,-0.03,9.876,10.031,12.19,-5.42,18.39,-245.85,4.64,-10.42,0.02,-0.07,90.2,83.67,83.68,79.2,84.75,-0.015
1.09,25.04,419.37,-0.057999999999999996,-0.036000000000000004,9.877,10.033,12.15,-12.64,18.25,-244.6,5.61,-6.15,0.05,-0.07,90.13,83.29,83.32,79.39,84.75,-0.016
1.1,25.04,419.03,-0.063,-0.03,9.876,10.043,12.14,-22.46,19.6,-241.79,1.76,0.49,0.09,-0.08,90.09,83.69,83.57,79.31,84.73,-0.017
1.11,25.03,418.89,-0.064,-0.033,9.877,10.043,12.13,-28.25,20.62,-237.16,-8.24,10.61,0.12,-0.09,90.12,83.67,83.65,79.55,84.74,-0.017
1.12,25.04,418.96,-0.063,-0.046,9.877,10.043,12.09,-27.11,21.96,-232.58,-21.39,21.89,0.12,-0.09,90.19,83.81,83.79,78.63,84.76,-0.017
6.23,25.03,409.73,-0.06,-0.036000000000000004,10.105,10.265999999999998,12.28,-34.21,3.78,-44.2,-29.29,15.16,0.77,-0.09,90.33,82.81,83.96,78.63,84.53,-0.016
6.24,25.03,409.93,-0.055999999999999994,-0.036000000000000004,10.101,10.261,12.23,-30.83,3.38,-38.83,-42.43,22.24,0.79,-0.09,90.34,82.81,83.96,78.79,84.57,-0.016
6.25,25.03,410.07,-0.067,-0.031,10.1,10.26,12.23,-30.65,3.27,-34.32,-55.63,23.73,0.89,-0.1,90.3,82.92,83.98,78.76,84.54,-0.016
6.26,25.04,410.41,-0.064,-0.03,10.102,10.255,12.2,-34.55,2.57,-31.81,-66.23,19.51,1.09,-0.08,90.3,82.55,83.9,78.73,84.53,-0.015
6.27,25.04,410.34,-0.063,-0.031,10.102,10.255,12.17,-40.3,2.71,-30.72,-71.76,11.3,1.31,-0.09,90.33,82.69,83.9,78.63,84.55,-0.015
6.28,25.04,410.41,-0.063,-0.034,10.1,10.255999999999998,12.12,-46.23,3.2,-31.78,-71.67,1.13,1.45,-0.1,90.34,82.46,83.76,78.3,84.56,-0.015
6.29,25.05,410.55,-0.064,-0.037000000000000005,10.102,10.253,12.09,-51.59,3.42,-33.22,-67.62,-9.49,1.55,-0.1,90.3,82.46,83.85,78.65,84.53,-0.015
6.3,25.05,410.61,-0.063,-0.037000000000000005,10.104,10.254000000000001,12.08,-56.46,3.33,-37.07,-58.7,-19.42,1.52,-0.09,90.29,82.26,83.96,78.6,84.53,-0.015
6.31,25.05,410.61,-0.063,-0.033,10.101,10.253,12.05,-60.15,3.7,-40.36,-47.27,-26.72,1.49,-0.09,90.33,82.58,84.01,78.52,84.56,-0.015
6.32,25.05,410.48,-0.07,-0.039,10.103,10.258,12.05,-61.06,3.82,-44.82,-34.52,-29.84,1.36,-0.09,90.44,82.66,83.96,78.63,84.56,-0.015
6.33,25.05,410.41,-0.063,-0.012,10.099,10.259,12.06,-59.09,3.58,-48.52,-23.04,-27.94,1.22,-0.07,90.25,82.69,83.98,78.02,84.53,-0.016
6.34,25.05,410.41,-0.061,-0.03,10.101,10.258,12.03,-53.99,3.57,-51.86,-14.02,-21.24,1.04,-0.07,90.32,82.87,84.12,78.93,84.55,-0.015
6.35,25.05,410.34,-0.06,-0.025,10.101,10.261,12.03,-47.63,3.23,-53.78,-11.39,-11.45,0.89,-0.06,90.29,82.61,84.04,78.84,84.56,-0.016
6.36,25.06,410.27,-0.057,-0.039,10.104,10.264000000000001,12.0,-39.92,2.96,-54.22,-13.75,0.27,0.74,-0.05,90.34,82.52,83.79,78.49,84.53,-0.016
6.37,25.05,410.27,-0.069,-0.046,10.106,10.262,11.95,-32.67,2.61,-51.63,-22.67,11.52,0.63,-0.05,90.32,82.72,83.76,78.87,84.53,-0.015
6.38,25.06,410.68,-0.064,-0.031,10.105,10.254000000000001,11.95,-26.34,2.75,-45.55,-35.8,20.78,0.58,-0.06,90.32,82.69,84.21,78.65,84.56,-0.013999999999999999
6.39,25.06,410.61,-0.067,-0.052000000000000005,10.107000000000001,10.258,12.03,-24.03,3.73,-39.42,-48.85,24.63,0.61,-0.09,90.34,82.69,83.9,78.16,84.56,-0.015
6.4,25.07,410.75,-0.064,-0.06,10.11,10.257,11.99,-26.99,4.97,-34.69,-59.46,22.78,0.78,-0.14,90.38,82.66,83.9,78.98,84.53,-0.013999999999999999
6.41,25.08,410.48,-0.067,-0.033,10.105,10.269,12.04,-34.7,5.39,-31.86,-66.48,15.48,1.09,-0.17,90.33,82.58,83.96,78.63,84.55,-0.016
6.42,25.09,410.34,-0.05,-0.037000000000000005,10.106,10.276,12.06,-44.24,5.1,-30.92,-69.58,5.05,1.43,-0.17,90.32,82.58,83.87,78.6,84.56,-0.017
6.43,25.1,410.41,-0.057,-0.033,10.106,10.277000000000001,12.09,-51.73,3.69,-31.41,-68.84,-4.99,1.65,-0.12,90.29,82.35,83.79,78.68,84.54,-0.017
6.44,25.1,410.61,-0.055999999999999994,-0.04,10.106,10.275,12.09,-56.78,2.07,-33.37,-63.97,-14.42,1.7,-0.06,90.3,82.32,83.76,78.41,84.53,-0.017
6.45,25.11,410.61,-0.06,-0.034,10.105,10.277999999999999,12.1,-59.33,0.69,-36.78,-55.52,-21.97,1.61,-0.02,90.34,82.61,83.71,78.68,84.57,-0.017
6.46,25.1,410.68,-0.07,-0.031,10.107000000000001,10.273,12.08,-60.58,0.14,-41.01,-43.75,-27.53,1.48,0.0,90.3,82.46,83.68,78.57,84.56,-0.016
6.47,25.1,410.61,-0.063,-0.04,10.107999999999999,10.272,12.08,-58.83,1.37,-44.64,-31.01,-28.48,1.32,-0.03,90.36,82.44,83.68,78.52,84.53,-0.016
6.48,25.08,410.68,-0.064,-0.031,10.11,10.265,12.05,-54.18,2.95,-47.29,-19.72,-24.21,1.15,-0.06,90.33,82.66,83.76,78.54,84.54,-0.015
6.49,25.08,410.61,-0.066,-0.046,10.104,10.265,12.04,-47.87,5.26,-48.27,-12.33,-16.3,0.99,-0.11,90.37,82.38,83.79,78.38,84.56,-0.016
6.5,25.08,410.82,-0.066,-0.027999999999999997,10.107999999999999,10.261,12.03,-40.56,5.78,-47.99,-10.47,-5.61,0.85,-0.12,90.28,82.35,83.71,78.6,84.55,-0.015
6.51,25.07,411.02,-0.07200000000000001,-0.037000000000000005,10.106,10.25,12.02,-34.29,5.79,-44.94,-15.57,5.18,0.76,-0.13,90.32,82.52,83.87,78.52,84.53,-0.013999999999999999
6.52,25.06,411.09,-0.057999999999999996,-0.04,10.107000000000001,10.245,12.01,-29.03,4.95,-40.04,-26.19,15.14,0.72,-0.12,90.34,82.49,83.98,78.49,84.56,-0.013000000000000001
6.53,25.05,411.09,-0.069,-0.03,10.107000000000001,10.24,12.01,-26.38,3.24,-34.98,-39.7,21.54,0.75,-0.09,90.34,82.75,83.9,78.68,84.56,-0.013000000000000001
6.54,25.04,411.02,-0.069,-0.04,10.111,10.24,12.01,-26.58,1.65,-30.7,-53.91,23.65,0.87,-0.05,90.32,82.55,83.98,78.32,84.53,-0.013000000000000001
